ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	CROSSIDS
624	liver	NamHsan	kәrɗɔːm	kәrɗɔːm	k ə r + ɗ ɔː m		1-40	1 7 5 9 1 7 4	AXN_AXN	KER_TUM	10	10.K.C 10.E.V 10.R.c 10._._ 10.T.C 10.U.V 10.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kər+ɗɔːm	0	1058 1059	k ə r + ɗ ɔː m	1058 1059
625	liver	KhunHawt	kaɗoːm	kaɗoːm	k a + ɗ oː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	6	6.K.C 6.A.V 6._._ 6.T.C 6.U.V 6.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗoːm	0	1058 1059	k a - + ɗ oː m	1058 1059
626	liver	HtanHsan	kaɗoːm, ɗap	kaɗoːm	k a + ɗ oː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	5	5.K.C 5.A.V 5._._ 5.T.C 5.U.V 5.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗoːm	0	1058 1059	k a - + ɗ oː m	1058 1059
627	liver	PangKham	kaɗɔːm	kaɗɔːm	k a + ɗ ɔː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	14	14.K.C 14.A.V 14._._ 14.T.C 14.U.V 14.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗɔːm	0	1058 1059	k a - + ɗ ɔː m	1058 1059
628	liver	ManLoi	khaɗɔːm	khaɗɔːm	kʰ a + ɗ ɔː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	8	8.K.C 8.A.V 8._._ 8.T.C 8.U.V 8.M.c	2.0 1.5 0.0 2.0 1.5 0.8	kʰa+ɗɔːm	0	1058 1059	kʰ a - + ɗ ɔː m	1058 1059
629	liver	MengDan	kəɗɔːm	kəɗɔːm	k ə + ɗ ɔː m	khan1274	1-40	1 7 9 1 7 4	AX_AXN	KE_TUM	9	9.K.C 9.E.V 9._._ 9.T.C 9.U.V 9.M.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+ɗɔːm	0	1058 1059	k ə - + ɗ ɔː m	1058 1059
630	liver	ChuDongGua	kaɗɔːm	kaɗɔːm	k a + ɗ ɔː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	3	3.K.C 3.A.V 3._._ 3.T.C 3.U.V 3.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗɔːm	0	1058 1059	k a - + ɗ ɔː m	1058 1059
631	liver	XiangZhaiTang	kadoːm	kadoːm	k a + d oː m	ruma1248	1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	16	16.K.C 16.A.V 16._._ 16.T.C 16.U.V 16.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+doːm	0	1058 1059	k a - + d oː m	1058 1059
632	liver	PongNuea	kadoːm	kadoːm	k a + d oː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	15	15.K.C 15.A.V 15._._ 15.T.C 15.U.V 15.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+doːm	0	1058 1059	k a - + d oː m	1058 1059
633	liver	NyaungGone	kadom	kadom	k a + d o m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	13	13.K.C 13.A.V 13._._ 13.T.C 13.U.V 13.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+dom	0	1058 1059	k a - + d o m	1058 1059
634	liver	NoeLae	kadom	kadom	k a + d o m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	12	12.K.C 12.A.V 12._._ 12.T.C 12.U.V 12.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+dom	0	1058 1059	k a - + d o m	1058 1059
635	liver	BanPaw	kadom	kadom	k a + d o m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	1	1.K.C 1.A.V 1._._ 1.T.C 1.U.V 1.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+dom	0	1058 1059	k a - + d o m	1058 1059
636	liver	ChaYeQing	kadoːm	kadoːm	k a + d oː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	2	2.K.C 2.A.V 2._._ 2.T.C 2.U.V 2.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+doːm	0	1058 1059	k a - + d oː m	1058 1059
637	liver	GuangKa	katɔːm	katɔːm	k a + t ɔː m	ruma1248	1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	4	4.K.C 4.A.V 4._._ 4.T.C 4.U.V 4.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+tɔːm	0	1058 1059	k a - + t ɔː m	1058 1059
638	liver	MangBang	katɔːm	katɔːm	k a + t ɔː m	ruma1248	1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	7	7.K.C 7.A.V 7._._ 7.T.C 7.U.V 7.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+tɔːm	0	1058 1059	k a - + t ɔː m	1058 1059
1316	long	NamHsan	r̥әŋr̥әŋ	r̥әŋr̥әŋ	r̥ ə ŋ + r̥ ə ŋ		1-84	5 7 4 9 5 7 4	AXN_AXN	REN_REN	10	10.R.C 10.E.V 10.N.c 10._._ 10.R.C 10.E.V 10.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	r̥əŋ+r̥əŋ	0	1090 1091	r̥ ə ŋ + r̥ ə ŋ	1090 1091
1317	long	KhunHawt	l̥әːŋ	l̥әːŋ	l̥ əː ŋ		1-84	5 7 4	AXN	LEN	6	6.L.C 6.E.V 6.N.c	2.0 1.5 0.8	l̥əːŋ	0	1090	l̥ əː ŋ	1090
1318	long	HtanHsan	l̥әːŋ	l̥әːŋ	l̥ əː ŋ		1-84	5 7 4	AXN	LEN	5	5.L.C 5.E.V 5.N.c	2.0 1.5 0.8	l̥əːŋ	0	1090	l̥ əː ŋ	1090
1319	long	PangKham	d̤oŋ	d̤oŋ	dʱ o ŋ		2-84	1 7 4	AXN	TUN	14	14.T.C 14.U.V 14.N.c	2.0 1.5 0.8	dʱoŋ	0	1089	dʱ o ŋ	1089
1320	long	ManLoi	toŋ	toŋ	t o ŋ		2-84	1 7 4	AXN	TUN	8	8.T.C 8.U.V 8.N.c	2.0 1.5 0.8	toŋ	0	1089	t o ŋ	1089
1321	long	MengDan	doŋ	doŋ	d o ŋ	khan1274	2-84	1 7 4	AXN	TUN	9	9.T.C 9.U.V 9.N.c	2.0 1.5 0.8	doŋ	0	1089	d o ŋ	1089
1322	long	ChuDongGua	doŋ	doŋ	d o ŋ		2-84	1 7 4	AXN	TUN	3	3.T.C 3.U.V 3.N.c	2.0 1.5 0.8	doŋ	0	1089	d o ŋ	1089
1323	long	PongNuea	toŋ	toŋ	t o ŋ		2-84	1 7 4	AXN	TUN	15	15.T.C 15.U.V 15.N.c	2.0 1.5 0.8	toŋ	0	1089	t o ŋ	1089
1324	long	NyaungGone	tok	tok	t o k		2-84	1 7 1	AXN	TUK	13	13.T.C 13.U.V 13.K.c	2.0 1.5 0.8	tok	0	1089	t o k	1089
1325	long	NoeLae	toŋ	toŋ	t o ŋ		2-84	1 7 4	AXN	TUN	12	12.T.C 12.U.V 12.N.c	2.0 1.5 0.8	toŋ	0	1089	t o ŋ	1089
1326	long	BanPaw	toŋ	toŋ	t o ŋ		2-84	1 7 4	AXN	TUN	1	1.T.C 1.U.V 1.N.c	2.0 1.5 0.8	toŋ	0	1089	t o ŋ	1089
1327	long	ChaYeQing	doŋ	doŋ	d o ŋ		2-84	1 7 4	AXN	TUN	2	2.T.C 2.U.V 2.N.c	2.0 1.5 0.8	doŋ	0	1089	d o ŋ	1089
1328	long	GuangKa	doŋ	doŋ	d o ŋ	ruma1248	2-84	1 7 4	AXN	TUN	4	4.T.C 4.U.V 4.N.c	2.0 1.5 0.8	doŋ	0	1089	d o ŋ	1089
1329	long	MangBang	doŋ	doŋ	d o ŋ	ruma1248	2-84	1 7 4	AXN	TUN	7	7.T.C 7.U.V 7.N.c	2.0 1.5 0.8	doŋ	0	1089	d o ŋ	1089
1330	long	NanSang	doŋ	doŋ	d o ŋ	ruma1248	2-84	1 7 4	AXN	TUN	11	11.T.C 11.U.V 11.N.c	2.0 1.5 0.8	doŋ	0	1089	d o ŋ	1089
449	louse	NamHsan	siː	siː	s iː		1-29	3 7	AX	SI	10	10.S.C 10.I.V	2.0 1.5	siː	0	1107	s iː -	1107
450	louse	KhunHawt	siː	siː	s iː		1-29	3 7	AX	SI	6	6.S.C 6.I.V	2.0 1.5	siː	0	1107	s iː -	1107
451	louse	HtanHsan	sej	sej	s e j		2-29	3 7 6	AXN	SEJ	5	5.S.C 5.E.V 5.J.c	2.0 1.5 0.8	sej	0	1107	s e j	1107
452	louse	PangKham	saj	saj	s a j		2-29	3 7 6	AXN	SAJ	14	14.S.C 14.A.V 14.J.c	2.0 1.5 0.8	saj	0	1107	s a j	1107
453	louse	ManLoi	saj	saj	s a j		2-29	3 7 6	AXN	SAJ	8	8.S.C 8.A.V 8.J.c	2.0 1.5 0.8	saj	0	1107	s a j	1107
454	louse	MengDan	kəbran	kəbran	k ə + b r a n	khan1274	3-29	1 7 9 1 5 7 4	AX_ACXN	KE_PRAN	9	9.K.C 9.E.V 9._._ 9.P.C 9.R.C 9.A.V 9.N.c	2.0 1.5 0.0 2.0 1.5 1.5 0.8	kə+bran	0	1108 1109	k ə + b r a n	1108 1109
455	louse	ChuDongGua	saːj	saːj	s aː j		2-29	3 7 6	AXN	SAJ	3	3.S.C 3.A.V 3.J.c	2.0 1.5 0.8	saːj	0	1107	s aː j	1107
456	louse	XiangZhaiTang	masɛː	masɛː	m a + s ɛː	ruma1248	1-29	4 7 9 3 7	AX_AX	MA_SE	16	16.M.C 16.A.V 16._._ 16.S.C 16.E.V	2.0 1.5 0.0 2.0 1.5	ma+sɛː	0	1106 1107	m a + s ɛː -	1106 1107
457	louse	PongNuea	masɛː	masɛː	m a + s ɛː		1-29	4 7 9 3 7	AX_AX	MA_SE	15	15.M.C 15.A.V 15._._ 15.S.C 15.E.V	2.0 1.5 0.0 2.0 1.5	ma+sɛː	0	1106 1107	m a + s ɛː -	1106 1107
458	louse	NyaungGone	masɛ	masɛ	m a + s ɛ		1-29	4 7 9 3 7	AX_AX	MA_SE	13	13.M.C 13.A.V 13._._ 13.S.C 13.E.V	2.0 1.5 0.0 2.0 1.5	ma+sɛ	0	1106 1107	m a + s ɛ -	1106 1107
459	louse	NoeLae	masɛ	masɛ	m a + s ɛ		1-29	4 7 9 3 7	AX_AX	MA_SE	12	12.M.C 12.A.V 12._._ 12.S.C 12.E.V	2.0 1.5 0.0 2.0 1.5	ma+sɛ	0	1106 1107	m a + s ɛ -	1106 1107
460	louse	BanPaw	masɛ	masɛ	m a + s ɛ		1-29	4 7 9 3 7	AX_AX	MA_SE	1	1.M.C 1.A.V 1._._ 1.S.C 1.E.V	2.0 1.5 0.0 2.0 1.5	ma+sɛ	0	1106 1107	m a + s ɛ -	1106 1107
461	louse	ChaYeQing	masaj	masaj	m a + s a j		2-29	4 7 9 3 7 6	AX_AXN	MA_SAJ	2	2.M.C 2.A.V 2._._ 2.S.C 2.A.V 2.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+saj	0	1106 1107	m a + s a j	1106 1107
462	louse	GuangKa	saj	saj	s a j	ruma1248	2-29	3 7 6	AXN	SAJ	4	4.S.C 4.A.V 4.J.c	2.0 1.5 0.8	saj	0	1107	s a j	1107
463	louse	MangBang	saj	saj	s a j	ruma1248	2-29	3 7 6	AXN	SAJ	7	7.S.C 7.A.V 7.J.c	2.0 1.5 0.8	saj	0	1107	s a j	1107
464	louse	NanSang	saiɁ	saiɁ	s ai ʔ	ruma1248	2-29	3 7 1	AXN	SAH	11	11.S.C 11.A.V 11.H.c	2.0 1.5 0.8	saiʔ	0	1107	s ai ʔ	1107
1302	many	NamHsan	bram	bram	b r a m		1-83	1 5 7 4	ACXN	PRAM	10	10.P.C 10.R.C 10.A.V 10.M.c	2.0 1.5 1.5 0.8	bram	0	1131	b - r a m	1131
1303	many	KhunHawt	sәp,	sәp	s ə p		2-83	3 7 1	AXN	SEP	6	6.S.C 6.E.V 6.P.c	2.0 1.5 0.8	səp	0	1133	s ə p	1133
1304	many	HtanHsan	pәrʨәɯ	pәrʨәɯ	p ə r + tɕ ə ɯ		3-83	1 7 5 9 2 7 7	AXN_AXZ	PER_CEI	5	5.P.C 5.E.V 5.R.c 5._._ 5.C.C 5.E.V 5.I.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	pər+tɕəɯ	0	1131 1132	p ə r - - + tɕ ə ɯ	1131 1132
1305	many	PangKham	rian	rian	r ia n		4-83	5 7 4	AXN	RIN	14	14.R.C 14.I.V 14.N.c	2.0 1.5 0.8	rian	0	1130	r ia n	1130
1306	many	ManLoi	rian	rian	r ia n		4-83	5 7 4	AXN	RIN	8	8.R.C 8.I.V 8.N.c	2.0 1.5 0.8	rian	0	1130	r ia n	1130
1307	many	MengDan	bram	bram	b r a m	khan1274	1-83	1 5 7 4	ACXN	PRAM	9	9.P.C 9.R.C 9.A.V 9.M.c	2.0 1.5 1.5 0.8	bram	0	1131	b - r a m	1131
1308	many	ChuDongGua	bram	bram	b r a m		1-83	1 5 7 4	ACXN	PRAM	3	3.P.C 3.R.C 3.A.V 3.M.c	2.0 1.5 1.5 0.8	bram	0	1131	b - r a m	1131
1309	many	NyaungGone	kɨn	kɨn	k ɨ n		5-83	1 7 4	AXN	KIN	13	13.K.C 13.I.V 13.N.c	2.0 1.5 0.8	kɨn	0	1130	k ɨ n	1130
1310	many	NoeLae	kɨn	kɨn	k ɨ n		5-83	1 7 4	AXN	KIN	12	12.K.C 12.I.V 12.N.c	2.0 1.5 0.8	kɨn	0	1130	k ɨ n	1130
1311	many	BanPaw	kɨn	kɨn	k ɨ n		5-83	1 7 4	AXN	KIN	1	1.K.C 1.I.V 1.N.c	2.0 1.5 0.8	kɨn	0	1130	k ɨ n	1130
1312	many	ChaYeQing	ɡɨn	ɡɨn	g ɨ n		5-83	1 7 4	AXN	KIN	2	2.K.C 2.I.V 2.N.c	2.0 1.5 0.8	gɨn	0	1130	g ɨ n	1130
1313	many	GuangKa	ɡɨn	ɡɨn	g ɨ n	ruma1248	5-83	1 7 4	AXN	KIN	4	4.K.C 4.I.V 4.N.c	2.0 1.5 0.8	gɨn	0	1130	g ɨ n	1130
1314	many	MangBang	ɡɨn	ɡɨn	g ɨ n	ruma1248	5-83	1 7 4	AXN	KIN	7	7.K.C 7.I.V 7.N.c	2.0 1.5 0.8	gɨn	0	1130	g ɨ n	1130
1315	many	NanSang	kɨn	kɨn	k ɨ n	ruma1248	5-83	1 7 4	AXN	KIN	11	11.K.C 11.I.V 11.N.c	2.0 1.5 0.8	kɨn	0	1130	k ɨ n	1130
17	moon	NamHsan	blaŋkiәːr	blaŋkiәːr	b l a ŋ + k i əː r		1-2	1 5 7 4 9 1 7 7 5	ACXN_AXYN	PLAN_KIER	10	10.P.C 10.L.C 10.A.V 10.N.c 10._._ 10.K.C 10.I.V 10.E.V 10.R.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 1.3 0.8	blaŋ+kiəːr	0	1148 1147	b l a ŋ + k i əː r	1148 1147
18	moon	KhunHawt	paŋkia	paŋkia	p a ŋ + k ia		2-2	1 7 4 9 1 7	AXN_AX	PAN_KI	6	6.P.C 6.A.V 6.N.c 6._._ 6.K.C 6.I.V	2.0 1.5 0.8 0.0 2.0 1.5	paŋ+kia	0	1148 1147	p - a ŋ + k ia - -	1148 1147
19	moon	HtanHsan	baŋkia	baŋkia	b a ŋ + k ia		2-2	1 7 4 9 1 7	AXN_AX	PAN_KI	5	5.P.C 5.A.V 5.N.c 5._._ 5.K.C 5.I.V	2.0 1.5 0.8 0.0 2.0 1.5	baŋ+kia	0	1148 1147	b - a ŋ + k ia - -	1148 1147
20	moon	PangKham	blaŋɡian	blaŋɡian	b l a ŋ + g ia n		1-2	1 5 7 4 9 1 7 4	ACXN_AXN	PLAN_KIN	14	14.P.C 14.L.C 14.A.V 14.N.c 14._._ 14.K.C 14.I.V 14.N.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 0.8	blaŋ+gian	0	1148 1147	b l a ŋ + g ia - n	1148 1147
21	moon	ManLoi	blaŋɡiaː	blaŋɡiaː	b l a ŋ + g iaː		2-2	1 5 7 4 9 1 7	ACXN_AX	PLAN_KI	8	8.P.C 8.L.C 8.A.V 8.N.c 8._._ 8.K.C 8.I.V	2.0 1.5 1.5 0.8 0.0 2.0 1.5	blaŋ+giaː	0	1148 1147	b l a ŋ + g iaː - -	1148 1147
22	moon	MengDan	blaŋɡiar	blaŋɡiar	b l a ŋ + g ia r	khan1274	1-2	1 5 7 4 9 1 7 5	ACXN_AXN	PLAN_KIR	9	9.P.C 9.L.C 9.A.V 9.N.c 9._._ 9.K.C 9.I.V 9.R.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 0.8	blaŋ+giar	0	1148 1147	b l a ŋ + g ia - r	1148 1147
23	moon	ChuDongGua	blaŋkiar	blaŋkiar	b l a ŋ + k ia r		1-2	1 5 7 4 9 1 7 5	ACXN_AXN	PLAN_KIR	3	3.P.C 3.L.C 3.A.V 3.N.c 3._._ 3.K.C 3.I.V 3.R.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 0.8	blaŋ+kiar	0	1148 1147	b l a ŋ + k ia - r	1148 1147
24	moon	XiangZhaiTang	məɡian	məɡian	m ə + g ia n	ruma1248	1-2	4 7 9 1 7 4	AX_AXN	ME_KIN	16	16.M.C 16.E.V 16._._ 16.K.C 16.I.V 16.N.c	2.0 1.5 0.0 2.0 1.5 0.8	mə+gian	0	1146 1147	m ə + g ia - n	1753 1147
25	moon	PongNuea	maɡian	maɡian	m a + g ia n		1-2	4 7 9 1 7 4	AX_AXN	MA_KIN	15	15.M.C 15.A.V 15._._ 15.K.C 15.I.V 15.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+gian	0	1146 1147	m a + g ia - n	1753 1147
26	moon	NyaungGone	maɡian	maɡian	m a + g ia n		1-2	4 7 9 1 7 4	AX_AXN	MA_KIN	13	13.M.C 13.A.V 13._._ 13.K.C 13.I.V 13.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+gian	0	1146 1147	m a + g ia - n	1753 1147
27	moon	NoeLae	maɡian	maɡian	m a + g ia n		1-2	4 7 9 1 7 4	AX_AXN	MA_KIN	12	12.M.C 12.A.V 12._._ 12.K.C 12.I.V 12.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+gian	0	1146 1147	m a + g ia - n	1753 1147
28	moon	BanPaw	maɡian	maɡian	m a + g ia n		1-2	4 7 9 1 7 4	AX_AXN	MA_KIN	1	1.M.C 1.A.V 1._._ 1.K.C 1.I.V 1.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+gian	0	1146 1147	m a + g ia - n	1753 1147
29	moon	ChaYeQing	lənlaːw	lənlaːw	l ə n + l aː w		3-2	5 7 4 9 5 7 6	AXN_AXN	LEN_LAW	2	2.L.C 2.E.V 2.N.c 2._._ 2.L.C 2.A.V 2.W.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	lən+laːw	0	1148 1149	- l ə n + l aː w	1148 1149
30	moon	GuangKa	pakjəː	pakjəː	p a + k j əː	ruma1248	4-2	1 7 9 1 6 7	AX_ACX	PA_KJE	4	4.P.C 4.A.V 4._._ 4.K.C 4.J.C 4.E.V	2.0 1.5 0.0 2.0 1.5 1.5	pa+kjəː	0	1148 1150	p - a - + k j əː	1148 1150
31	moon	MangBang	pakjəː	pakjəː	p a + k j əː	ruma1248	4-2	1 7 9 1 6 7	AX_ACX	PA_KJE	7	7.P.C 7.A.V 7._._ 7.K.C 7.J.C 7.E.V	2.0 1.5 0.0 2.0 1.5 1.5	pa+kjəː	0	1148 1150	p - a - + k j əː	1148 1150
32	moon	NanSang	pakjəː	pakjəː	p a + k j əː	ruma1248	4-2	1 7 9 1 6 7	AX_ACX	PA_KJE	11	11.P.C 11.A.V 11._._ 11.K.C 11.J.C 11.E.V	2.0 1.5 0.0 2.0 1.5 1.5	pa+kjəː	0	1148 1150	p - a - + k j əː	1148 1150
177	mountain	NamHsan	sur	sur	s u r		1-12	3 7 5	AXN	SYR	10	10.S.C 10.Y.V 10.R.c	2.0 1.5 0.8	sur	0	1182	s u r	1182
178	mountain	KhunHawt	sor	sor	s o r		1-12	3 7 5	AXN	SUR	6	6.S.C 6.U.V 6.R.c	2.0 1.5 0.8	sor	0	1182	s o r	1182
179	mountain	HtanHsan	sur̥	sur̥	s u r̥		1-12	3 7 5	AXN	SYR	5	5.S.C 5.Y.V 5.R.c	2.0 1.5 0.8	sur̥	0	1182	s u r̥	1182
180	mountain	PangKham	ŋɔːt	ŋɔːt	ŋ ɔː t		2-12	4 7 1	AXN	NUT	14	14.N.C 14.U.V 14.T.c	2.0 1.5 0.8	ŋɔːt	0	1179	ŋ ɔː t	1179
181	mountain	ManLoi	ŋauɁ	ŋauɁ	ŋ au ʔ		2-12	4 7 1	AXN	NAH	8	8.N.C 8.A.V 8.H.c	2.0 1.5 0.8	ŋauʔ	0	1179	ŋ au ʔ	1179
182	mountain	MengDan	sul	sul	s u l	khan1274	2-12	3 7 5	AXN	SYL	9	9.S.C 9.Y.V 9.L.c	2.0 1.5 0.8	sul	0	1182	s u l	1182
183	mountain	ChuDongGua	kədiaŋ	kədiaŋ	k ə + d ia ŋ		3-12	1 7 9 1 7 4	AX_AXN	KE_TIN	3	3.K.C 3.E.V 3._._ 3.T.C 3.I.V 3.N.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+diaŋ	0	1180 1181	k ə - + d ia ŋ	1180 1181
184	mountain	XiangZhaiTang	nɔn	nɔn	n ɔ n	ruma1248	2-12	4 7 4	AXN	NUN	16	16.N.C 16.U.V 16.N.c	2.0 1.5 0.8	nɔn	0	1179	n ɔ n	1179
185	mountain	PongNuea	nɔːn	nɔːn	n ɔː n		2-12	4 7 4	AXN	NUN	15	15.N.C 15.U.V 15.N.c	2.0 1.5 0.8	nɔːn	0	1179	n ɔː n	1179
186	mountain	NyaungGone	nɔn	nɔn	n ɔ n		2-12	4 7 4	AXN	NUN	13	13.N.C 13.U.V 13.N.c	2.0 1.5 0.8	nɔn	0	1179	n ɔ n	1179
187	mountain	NoeLae	nɔn	nɔn	n ɔ n		2-12	4 7 4	AXN	NUN	12	12.N.C 12.U.V 12.N.c	2.0 1.5 0.8	nɔn	0	1179	n ɔ n	1179
188	mountain	BanPaw	nɔn	nɔn	n ɔ n		2-12	4 7 4	AXN	NUN	1	1.N.C 1.U.V 1.N.c	2.0 1.5 0.8	nɔn	0	1179	n ɔ n	1179
189	mountain	ChaYeQing	noː	noː	n oː		4-12	4 7	AX	NU	2	2.N.C 2.U.V	2.0 1.5	noː	0	1179	n oː -	1179
190	mountain	GuangKa	koŋ	koŋ	k o ŋ	ruma1248	5-12	1 7 4	AXN	KUN	4	4.K.C 4.U.V 4.N.c	2.0 1.5 0.8	koŋ	0	1180	k o ŋ	1180
191	mountain	MangBang	nɔː	nɔː	n ɔː	ruma1248	4-12	4 7	AX	NU	7	7.N.C 7.U.V	2.0 1.5	nɔː	0	1179	n ɔː -	1179
192	mountain	NanSang	kɔŋ	kɔŋ	k ɔ ŋ	ruma1248	5-12	1 7 4	AXN	KUN	11	11.K.C 11.U.V 11.N.c	2.0 1.5 0.8	kɔŋ	0	1180	k ɔ ŋ	1180
545	mouth	NamHsan	moːɁ	moːɁ	m oː ʔ		1-35	4 7 1	AXN	MUH	10	10.M.C 10.U.V 10.H.c	2.0 1.5 0.8	moːʔ	0	1197	m oː ʔ	1197
546	mouth	KhunHawt	mur̥	mur̥	m u r̥		2-35	4 7 5	AXN	MYR	6	6.M.C 6.Y.V 6.R.c	2.0 1.5 0.8	mur̥	0	1197	m u r̥	1197
547	mouth	HtanHsan	mur̥	mur̥	m u r̥		2-35	4 7 5	AXN	MYR	5	5.M.C 5.Y.V 5.R.c	2.0 1.5 0.8	mur̥	0	1197	m u r̥	1197
548	mouth	PangKham	muaɁ	muaɁ	m ua ʔ		1-35	4 7 1	AXN	MYH	14	14.M.C 14.Y.V 14.H.c	2.0 1.5 0.8	muaʔ	0	1197	m ua ʔ	1197
549	mouth	ManLoi	muaɁ	muaɁ	m ua ʔ		1-35	4 7 1	AXN	MYH	8	8.M.C 8.Y.V 8.H.c	2.0 1.5 0.8	muaʔ	0	1197	m ua ʔ	1197
550	mouth	MengDan	mojɁ	mojɁ	m oi ʔ	khan1274	1-35	4 7 1	AXN	MUH	9	9.M.C 9.U.V 9.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ	1197
551	mouth	ChuDongGua	mojɁ	mojɁ	m oi ʔ		1-35	4 7 1	AXN	MUH	3	3.M.C 3.U.V 3.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ	1197
552	mouth	XiangZhaiTang	mojɁ	mojɁ	m oi ʔ	ruma1248	1-35	4 7 1	AXN	MUH	16	16.M.C 16.U.V 16.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ	1197
553	mouth	PongNuea	moːc	moːc	m oː c		1-35	4 7 1	AXN	MUC	15	15.M.C 15.U.V 15.C.c	2.0 1.5 0.8	moːc	0	1197	m oː c	1197
554	mouth	NyaungGone	moc	moc	m o c		1-35	4 7 1	AXN	MUC	13	13.M.C 13.U.V 13.C.c	2.0 1.5 0.8	moc	0	1197	m o c	1197
555	mouth	NoeLae	moc	moc	m o c		1-35	4 7 1	AXN	MUC	12	12.M.C 12.U.V 12.C.c	2.0 1.5 0.8	moc	0	1197	m o c	1197
556	mouth	BanPaw	mot	mot	m o t		1-35	4 7 1	AXN	MUT	1	1.M.C 1.U.V 1.T.c	2.0 1.5 0.8	mot	0	1197	m o t	1197
557	mouth	ChaYeQing	mojʔ	mojʔ	m oi ʔ		1-35	4 7 1	AXN	MUH	2	2.M.C 2.U.V 2.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ	1197
558	mouth	GuangKa	mojʔ	mojʔ	m oi ʔ	ruma1248	1-35	4 7 1	AXN	MUH	4	4.M.C 4.U.V 4.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ	1197
559	mouth	MangBang	mojʔ	mojʔ	m oi ʔ	ruma1248	1-35	4 7 1	AXN	MUH	7	7.M.C 7.U.V 7.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ	1197
560	mouth	NanSang	mojɁ	mojɁ	m oi ʔ	ruma1248	1-35	4 7 1	AXN	MUH	11	11.M.C 11.U.V 11.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ	1197
665	nail	NamHsan	rәnim	rәnim	r ə + n i m		1-43	5 7 9 4 7 4	AX_AXN	RE_NIM	10	10.R.C 10.E.V 10._._ 10.N.C 10.I.V 10.M.c	2.0 1.5 0.0 2.0 1.5 0.8	rə+nim	0	1217 1214	r ə + n i m	1217 1214
666	nail	KhunHawt	rәnimɗiː	rәnimɗiː	r ə + n i m + ɗ iː		1-43	5 7 9 4 7 4 9 1 7	AX_AXN_AX	RE_NIM_TI	6	6.R.C 6.E.V 6._._ 6.N.C 6.I.V 6.M.c 6._._ 6.T.C 6.I.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	rə+nim+ɗiː	0	1217 1214 1218	r ə + n i m + ɗ iː	1217 1214 1218
