ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	CROSSIDS
704	bone	XiangZhaiTang	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ	ruma1248	1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	16	16.K.C 16.A.V 16._._ 16.H.C 16.A.V 16.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a - + ʔ aː ŋ	176 141
705	bone	PongNuea	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ		1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	15	15.K.C 15.A.V 15._._ 15.H.C 15.A.V 15.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a - + ʔ aː ŋ	176 141
706	bone	NyaungGone	kaʔak	kaʔak	k a + ʔ a k		1-45	1 7 9 1 7 1	AX_AXN	KA_HAK	13	13.K.C 13.A.V 13._._ 13.H.C 13.A.V 13.K.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔak	0	140 141	k a - + ʔ a k	176 141
707	bone	NoeLae	kaɁaŋ	kaɁaŋ	k a + ʔ a ŋ		1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	12	12.K.C 12.A.V 12._._ 12.H.C 12.A.V 12.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaŋ	0	140 141	k a - + ʔ a ŋ	176 141
708	bone	BanPaw	kaɁaŋ	kaɁaŋ	k a + ʔ a ŋ		1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	1	1.K.C 1.A.V 1._._ 1.H.C 1.A.V 1.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaŋ	0	140 141	k a - + ʔ a ŋ	176 141
709	bone	ChaYeQing	kaʔaːŋ	kaʔaːŋ	k a + ʔ aː ŋ		1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	2	2.K.C 2.A.V 2._._ 2.H.C 2.A.V 2.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a - + ʔ aː ŋ	176 141
710	bone	GuangKa	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ	ruma1248	1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	4	4.K.C 4.A.V 4._._ 4.H.C 4.A.V 4.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a - + ʔ aː ŋ	176 141
711	bone	MangBang	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ	ruma1248	1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	7	7.K.C 7.A.V 7._._ 7.H.C 7.A.V 7.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a - + ʔ aː ŋ	176 141
712	bone	NanSang	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ	ruma1248	1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	11	11.K.C 11.A.V 11._._ 11.H.C 11.A.V 11.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a - + ʔ aː ŋ	176 141
966	breathe	NamHsan	khriɁ phә:m	khriɁ phә:m	kʰ r i ʔ + pʰ əː m		1-62	1 5 7 1 9 1 7 4	ACXN_AXN	KRIH_PEM	10	10.K.C 10.R.C 10.I.V 10.H.c 10._._ 10.P.C 10.E.V 10.M.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 0.8	kʰriʔ+pʰəːm	0	178 174	kʰ r i ʔ + pʰ əː m	178 174
967	breathe	KhunHawt	kanhɔh phә:m	kanhɔh phә:m	k a n + h ɔ h + pʰ əː m		1-62	1 7 4 9 3 7 3 9 1 7 4	AXN_AXN_AXN	KAN_HUH_PEM	6	6.K.C 6.A.V 6.N.c 6._._ 6.H.C 6.U.V 6.H.c 6._._ 6.P.C 6.E.V 6.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	kan+hɔh+pʰəːm	0	176 173 174	k a n + h ɔ h + pʰ əː m	176 173 174
968	breathe	HtanHsan	kәnɁɔh phәːm	kәnɁɔh phәːm	k ə n + ʔ ɔ h + pʰ əː m		1-62	1 7 4 9 1 7 3 9 1 7 4	AXN_AXN_AXN	KEN_HUH_PEM	5	5.K.C 5.E.V 5.N.c 5._._ 5.H.C 5.U.V 5.H.c 5._._ 5.P.C 5.E.V 5.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	kən+ʔɔh+pʰəːm	0	176 173 174	k ə n + ʔ ɔ h + pʰ əː m	176 173 174
969	breathe	PangKham	thuj phәːm	thuj phәːm	tʰ u j + pʰ əː m		1-62	1 7 6 9 1 7 4	AXN_AXN	TYJ_PEM	14	14.T.C 14.Y.V 14.J.c 14._._ 14.P.C 14.E.V 14.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	tʰuj+pʰəːm	0	179 174	tʰ u j + pʰ əː m	179 174
970	breathe	ManLoi	phәːm leh	phәːm leh	pʰ əː m + l e h		1-62	1 7 4 9 5 7 3	AXN_AXN	PEM_LEH	8	8.P.C 8.E.V 8.M.c 8._._ 8.L.C 8.E.V 8.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	pʰəːm+leh	0	174 177	pʰ əː m + l e h	174 177
971	breathe	MengDan	phəːm	phəːm	pʰ əː m	khan1274	1-62	1 7 4	AXN	PEM	9	9.P.C 9.E.V 9.M.c	2.0 1.5 0.8	pʰəːm	0	174	pʰ əː m	174
972	breathe	ChuDongGua	həh phəːm	həh phəːm	h ə h + pʰ əː m		1-62	3 7 3 9 1 7 4	AXN_AXN	HEH_PEM	3	3.H.C 3.E.V 3.H.c 3._._ 3.P.C 3.E.V 3.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	həh+pʰəːm	0	173 174	h ə h + pʰ əː m	173 174
973	breathe	XiangZhaiTang	hək phəːm	hək phəːm	h ə k + pʰ əː m	ruma1248	1-62	3 7 1 9 1 7 4	AXN_AXN	HEK_PEM	16	16.H.C 16.E.V 16.K.c 16._._ 16.P.C 16.E.V 16.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hək+pʰəːm	0	173 174	h ə k + pʰ əː m	173 174
974	breathe	PongNuea	hək phəːm	hək phəːm	h ə k + pʰ əː m		1-62	3 7 1 9 1 7 4	AXN_AXN	HEK_PEM	15	15.H.C 15.E.V 15.K.c 15._._ 15.P.C 15.E.V 15.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hək+pʰəːm	0	173 174	h ə k + pʰ əː m	173 174
975	breathe	NyaungGone	phəm	phəm	pʰ ə m		1-62	1 7 4	AXN	PEM	13	13.P.C 13.E.V 13.M.c	2.0 1.5 0.8	pʰəm	0	174	pʰ ə m	174
976	breathe	NoeLae	hə̆k phəm	hə̆k phəm	h ə̆ k + pʰ ə m		1-62	3 7 1 9 1 7 4	AXN_AXN	HEK_PEM	12	12.H.C 12.E.V 12.K.c 12._._ 12.P.C 12.E.V 12.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hə̆k+pʰəm	0	173 174	h ə̆ k + pʰ ə m	173 174
977	breathe	BanPaw	hə̆k phəm	hə̆k phəm	h ə̆ k + pʰ ə m		1-62	3 7 1 9 1 7 4	AXN_AXN	HEK_PEM	1	1.H.C 1.E.V 1.K.c 1._._ 1.P.C 1.E.V 1.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hə̆k+pʰəm	0	173 174	h ə̆ k + pʰ ə m	173 174
978	breathe	ChaYeQing	doh pheːm	doh pheːm	d o h + pʰ eː m		1-62	1 7 3 9 1 7 4	AXN_AXN	TUH_PEM	2	2.T.C 2.U.V 2.H.c 2._._ 2.P.C 2.E.V 2.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	doh+pʰeːm	0	175 174	d o h + pʰ eː m	175 174
979	breathe	GuangKa	toh phɛːm	toh phɛːm	t o h + pʰ ɛː m	ruma1248	1-62	1 7 3 9 1 7 4	AXN_AXN	TUH_PEM	4	4.T.C 4.U.V 4.H.c 4._._ 4.P.C 4.E.V 4.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	toh+pʰɛːm	0	175 174	t o h + pʰ ɛː m	175 174
980	breathe	MangBang	toh phəːm	toh phəːm	t o h + pʰ əː m	ruma1248	1-62	1 7 3 9 1 7 4	AXN_AXN	TUH_PEM	7	7.T.C 7.U.V 7.H.c 7._._ 7.P.C 7.E.V 7.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	toh+pʰəːm	0	175 174	t o h + pʰ əː m	175 174
981	breathe	NanSang	tohphəːm	tohphəːm	t o h + pʰ əː m	ruma1248	1-62	1 7 3 9 1 7 4	AXN_AXN	TUH_PEM	11	11.T.C 11.U.V 11.H.c 11._._ 11.P.C 11.E.V 11.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	toh+pʰəːm	0	175 174	t o h + pʰ əː m	175 174
1188	burn	NamHsan	ɡuɁ	ɡuɁ	g u ʔ		1-76	1 7 1	AXN	KYH	10	10.K.C 10.Y.V 10.H.c	2.0 1.5 0.8	guʔ	0	207	g u ʔ	207
1189	burn	KhunHawt	ɡuːt	ɡuːt	g uː t		1-76	1 7 1	AXN	KYT	6	6.K.C 6.Y.V 6.T.c	2.0 1.5 0.8	guːt	0	207	g uː t	207
1190	burn	HtanHsan	ɡuːɁ	ɡuːɁ	g uː ʔ		1-76	1 7 1	AXN	KYH	5	5.K.C 5.Y.V 5.H.c	2.0 1.5 0.8	guːʔ	0	207	g uː ʔ	207
1191	burn	PangKham	ɗɔk	ɗɔk	ɗ ɔ k		2-76	1 7 1	AXN	TUK	14	14.T.C 14.U.V 14.K.c	2.0 1.5 0.8	ɗɔk	0	206	ɗ ɔ k	206
1192	burn	ManLoi	ɗok	ɗok	ɗ o k		2-76	1 7 1	AXN	TUK	8	8.T.C 8.U.V 8.K.c	2.0 1.5 0.8	ɗok	0	206	ɗ o k	206
1193	burn	MengDan	ɗoʔ	ɗoʔ	ɗ o ʔ	khan1274	2-76	1 7 1	AXN	TUH	9	9.T.C 9.U.V 9.H.c	2.0 1.5 0.8	ɗoʔ	0	206	ɗ o ʔ	206
1194	burn	ChuDongGua	ɗoʔ	ɗoʔ	ɗ o ʔ		2-76	1 7 1	AXN	TUH	3	3.T.C 3.U.V 3.H.c	2.0 1.5 0.8	ɗoʔ	0	206	ɗ o ʔ	206
1195	burn	XiangZhaiTang	douɁ	douɁ	d ou ʔ	ruma1248	2-76	1 7 1	AXN	TUH	16	16.T.C 16.U.V 16.H.c	2.0 1.5 0.8	douʔ	0	206	d ou ʔ	206
1196	burn	PongNuea	douɁ	douɁ	d ou ʔ		2-76	1 7 1	AXN	TUH	15	15.T.C 15.U.V 15.H.c	2.0 1.5 0.8	douʔ	0	206	d ou ʔ	206
1197	burn	NyaungGone	douʔ	douʔ	d ou ʔ		2-76	1 7 1	AXN	TUH	13	13.T.C 13.U.V 13.H.c	2.0 1.5 0.8	douʔ	0	206	d ou ʔ	206
1198	burn	NoeLae	douɁ	douɁ	d ou ʔ		2-76	1 7 1	AXN	TUH	12	12.T.C 12.U.V 12.H.c	2.0 1.5 0.8	douʔ	0	206	d ou ʔ	206
1199	burn	BanPaw	douɁ	douɁ	d ou ʔ		2-76	1 7 1	AXN	TUH	1	1.T.C 1.U.V 1.H.c	2.0 1.5 0.8	douʔ	0	206	d ou ʔ	206
1200	burn	ChaYeQing	ɗok	ɗok	ɗ o k		2-76	1 7 1	AXN	TUK	2	2.T.C 2.U.V 2.K.c	2.0 1.5 0.8	ɗok	0	206	ɗ o k	206
1201	burn	GuangKa	tok	tok	t o k	ruma1248	2-76	1 7 1	AXN	TUK	4	4.T.C 4.U.V 4.K.c	2.0 1.5 0.8	tok	0	206	t o k	206
1202	burn	MangBang	tok	tok	t o k	ruma1248	2-76	1 7 1	AXN	TUK	7	7.T.C 7.U.V 7.K.c	2.0 1.5 0.8	tok	0	206	t o k	206
1203	burn	NanSang	tok	tok	t o k	ruma1248	2-76	1 7 1	AXN	TUK	11	11.T.C 11.U.V 11.K.c	2.0 1.5 0.8	tok	0	206	t o k	206
777	child	NamHsan	kuan	kuan	k ua n		1-50	1 7 4	AXN	KYN	10	10.K.C 10.Y.V 10.N.c	2.0 1.5 0.8	kuan	0	223	k ua n	223
778	child	HtanHsan	kuan	kuan	k ua n		1-50	1 7 4	AXN	KYN	5	5.K.C 5.Y.V 5.N.c	2.0 1.5 0.8	kuan	0	223	k ua n	223
779	child	PangKham	ɡɔːn	ɡɔːn	g ɔː n		1-50	1 7 4	AXN	KUN	14	14.K.C 14.U.V 14.N.c	2.0 1.5 0.8	gɔːn	0	223	g ɔː n	223
780	child	ManLoi	ɡɔːn	ɡɔːn	g ɔː n		1-50	1 7 4	AXN	KUN	8	8.K.C 8.U.V 8.N.c	2.0 1.5 0.8	gɔːn	0	223	g ɔː n	223
781	child	MengDan	kɔnɲɔm	kɔnɲɔm	k ɔ n + ɲ ɔ m	khan1274	1-50	1 7 4 9 4 7 4	AXN_AXN	KUN_NUM	9	9.K.C 9.U.V 9.N.c 9._._ 9.N.C 9.U.V 9.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kɔn+ɲɔm	0	223 224	k ɔ n + ɲ ɔ m	223 224
782	child	ChuDongGua	kɔːn	kɔːn	k ɔː n		1-50	1 7 4	AXN	KUN	3	3.K.C 3.U.V 3.N.c	2.0 1.5 0.8	kɔːn	0	223	k ɔː n	223
783	child	XiangZhaiTang	ɡɔːn	ɡɔːn	g ɔː n	ruma1248	1-50	1 7 4	AXN	KUN	16	16.K.C 16.U.V 16.N.c	2.0 1.5 0.8	gɔːn	0	223	g ɔː n	223
784	child	PongNuea	ɡɔːn	ɡɔːn	g ɔː n		1-50	1 7 4	AXN	KUN	15	15.K.C 15.U.V 15.N.c	2.0 1.5 0.8	gɔːn	0	223	g ɔː n	223
785	child	NyaungGone	ɡɔn	ɡɔn	g ɔ n		1-50	1 7 4	AXN	KUN	13	13.K.C 13.U.V 13.N.c	2.0 1.5 0.8	gɔn	0	223	g ɔ n	223
786	child	NoeLae	ɡɔn	ɡɔn	g ɔ n		1-50	1 7 4	AXN	KUN	12	12.K.C 12.U.V 12.N.c	2.0 1.5 0.8	gɔn	0	223	g ɔ n	223
787	child	BanPaw	ɡɔn	ɡɔn	g ɔ n		1-50	1 7 4	AXN	KUN	1	1.K.C 1.U.V 1.N.c	2.0 1.5 0.8	gɔn	0	223	g ɔ n	223
788	child	ChaYeQing	koːn	koːn	k oː n		1-50	1 7 4	AXN	KUN	2	2.K.C 2.U.V 2.N.c	2.0 1.5 0.8	koːn	0	223	k oː n	223
789	child	GuangKa	kɔːn	kɔːn	k ɔː n	ruma1248	1-50	1 7 4	AXN	KUN	4	4.K.C 4.U.V 4.N.c	2.0 1.5 0.8	kɔːn	0	223	k ɔː n	223
790	child	MangBang	kɔːn	kɔːn	k ɔː n	ruma1248	1-50	1 7 4	AXN	KUN	7	7.K.C 7.U.V 7.N.c	2.0 1.5 0.8	kɔːn	0	223	k ɔː n	223
791	child	NanSang	kɔːn	kɔːn	k ɔː n	ruma1248	1-50	1 7 4	AXN	KUN	11	11.K.C 11.U.V 11.N.c	2.0 1.5 0.8	kɔːn	0	223	k ɔː n	223
49	cloud	NamHsan	Ɂuːt	Ɂuːt	ʔ uː t		1-4	1 7 1	AXN	HYT	10	10.H.C 10.Y.V 10.T.c	2.0 1.5 0.8	ʔuːt	0	241	ʔ uː t	241
50	cloud	KhunHawt	Ɂuːt	Ɂuːt	ʔ uː t		1-4	1 7 1	AXN	HYT	6	6.H.C 6.Y.V 6.T.c	2.0 1.5 0.8	ʔuːt	0	241	ʔ uː t	241
51	cloud	HtanHsan	ɁuːɁ	ɁuːɁ	ʔ uː ʔ		1-4	1 7 1	AXN	HYH	5	5.H.C 5.Y.V 5.H.c	2.0 1.5 0.8	ʔuːʔ	0	241	ʔ uː ʔ	241
52	cloud	PangKham	ɁaɁuːt	ɁaɁuːt	ʔ a + ʔ uː t		1-4	1 7 9 1 7 1	AX_AXN	HA_HYT	14	14.H.C 14.A.V 14._._ 14.H.C 14.Y.V 14.T.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+ʔuːt	0	243 241	ʔ a - + ʔ uː t	243 241
53	cloud	ManLoi	ɁaɁut	ɁaɁut	ʔ a + ʔ u t		1-4	1 7 9 1 7 1	AX_AXN	HA_HYT	8	8.H.C 8.A.V 8._._ 8.H.C 8.Y.V 8.T.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+ʔut	0	243 241	ʔ a - + ʔ u t	243 241
54	cloud	MengDan	ʔuːt	ʔuːt	ʔ uː t	khan1274	1-4	1 7 1	AXN	HYT	9	9.H.C 9.Y.V 9.T.c	2.0 1.5 0.8	ʔuːt	0	241	ʔ uː t	241
55	cloud	ChuDongGua	kɨʔuːt	kɨʔuːt	k ɨ + ʔ uː t		1-4	1 7 9 1 7 1	AX_AXN	KI_HYT	3	3.K.C 3.I.V 3._._ 3.H.C 3.Y.V 3.T.c	2.0 1.5 0.0 2.0 1.5 0.8	kɨ+ʔuːt	0	242 241	k ɨ + ʔ uː t	242 241
56	cloud	XiangZhaiTang	ŋɁuɁ	ŋɁuɁ	ŋ + ʔ u ʔ	ruma1248	1-4	4 9 1 7 1	A_AXN	N_HYH	16	16.N.C 16._._ 16.H.C 16.Y.V 16.H.c	2.0 0.0 2.0 1.5 0.8	ŋ+ʔuʔ	0	240 241	ŋ - - + ʔ u ʔ	1214 241
57	cloud	PongNuea	ŋɁuɁ	ŋɁuɁ	ŋ + ʔ u ʔ		1-4	4 9 1 7 1	A_AXN	N_HYH	15	15.N.C 15._._ 15.H.C 15.Y.V 15.H.c	2.0 0.0 2.0 1.5 0.8	ŋ+ʔuʔ	0	240 241	ŋ - - + ʔ u ʔ	1214 241
58	cloud	NyaungGone	ŋ ʔuʔ	ŋ ʔuʔ	ŋ + ʔ u ʔ		1-4	4 9 1 7 1	A_AXN	N_HYH	13	13.N.C 13._._ 13.H.C 13.Y.V 13.H.c	2.0 0.0 2.0 1.5 0.8	ŋ+ʔuʔ	0	240 241	ŋ - - + ʔ u ʔ	1214 241
59	cloud	NoeLae	ŋ Ɂu	ŋ Ɂu	ŋ + ʔ u		1-4	4 9 1 7	A_AX	N_HY	12	12.N.C 12._._ 12.H.C 12.Y.V	2.0 0.0 2.0 1.5	ŋ+ʔu	0	240 241	ŋ - - + ʔ u -	1214 241
60	cloud	BanPaw	ŋ ɁuɁ	ŋ ɁuɁ	ŋ + ʔ u ʔ		1-4	4 9 1 7 1	A_AXN	N_HYH	1	1.N.C 1._._ 1.H.C 1.Y.V 1.H.c	2.0 0.0 2.0 1.5 0.8	ŋ+ʔuʔ	0	240 241	ŋ - - + ʔ u ʔ	1214 241
61	cloud	ChaYeQing	ŋɁuːɁ	ŋɁuːɁ	ŋ + ʔ uː ʔ		1-4	4 9 1 7 1	A_AXN	N_HYH	2	2.N.C 2._._ 2.H.C 2.Y.V 2.H.c	2.0 0.0 2.0 1.5 0.8	ŋ+ʔuːʔ	0	240 241	ŋ - - + ʔ uː ʔ	1214 241
62	cloud	GuangKa	ɁoŋɁuːɁ	ɁoŋɁuːɁ	ʔ o ŋ + ʔ uː ʔ	ruma1248	1-4	1 7 4 9 1 7 1	AXN_AXN	HUN_HYH	4	4.H.C 4.U.V 4.N.c 4._._ 4.H.C 4.Y.V 4.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ʔoŋ+ʔuːʔ	0	243 241	ʔ o ŋ + ʔ uː ʔ	243 241
63	cloud	MangBang	ŋɁuɁ	ŋɁuɁ	ŋ + ʔ u ʔ	ruma1248	1-4	4 9 1 7 1	A_AXN	N_HYH	7	7.N.C 7._._ 7.H.C 7.Y.V 7.H.c	2.0 0.0 2.0 1.5 0.8	ŋ+ʔuʔ	0	240 241	ŋ - - + ʔ u ʔ	1214 241
64	cloud	NanSang	ŋɁuːɁ	ŋɁuːɁ	ŋ + ʔ uː ʔ	ruma1248	1-4	4 9 1 7 1	A_AXN	N_HYH	11	11.N.C 11._._ 11.H.C 11.Y.V 11.H.c	2.0 0.0 2.0 1.5 0.8	ŋ+ʔuːʔ	0	240 241	ŋ - - + ʔ uː ʔ	1214 241
1491	cold	NamHsan	kat	kat	k a t		1-95	1 7 1	AXN	KAT	10	10.K.C 10.A.V 10.T.c	2.0 1.5 0.8	kat	0	269	k a t	269
1492	cold	KhunHawt	kat	kat	k a t		1-95	1 7 1	AXN	KAT	6	6.K.C 6.A.V 6.T.c	2.0 1.5 0.8	kat	0	269	k a t	269
1493	cold	HtanHsan	kat	kat	k a t		1-95	1 7 1	AXN	KAT	5	5.K.C 5.A.V 5.T.c	2.0 1.5 0.8	kat	0	269	k a t	269
1494	cold	PangKham	ɡiaɁ	ɡiaɁ	g ia ʔ		1-95	1 7 1	AXN	KIH	14	14.K.C 14.I.V 14.H.c	2.0 1.5 0.8	giaʔ	0	269	g ia ʔ	269
1495	cold	ManLoi	ɡaɁ	ɡaɁ	g a ʔ		1-95	1 7 1	AXN	KAH	8	8.K.C 8.A.V 8.H.c	2.0 1.5 0.8	gaʔ	0	269	g a ʔ	269
1496	cold	MengDan	ɡat	ɡat	g a t	khan1274	1-95	1 7 1	AXN	KAT	9	9.K.C 9.A.V 9.T.c	2.0 1.5 0.8	gat	0	269	g a t	269
1497	cold	ChuDongGua	kat	kat	k a t		1-95	1 7 1	AXN	KAT	3	3.K.C 3.A.V 3.T.c	2.0 1.5 0.8	kat	0	269	k a t	269
1498	cold	XiangZhaiTang	ɡat	ɡat	g a t	ruma1248	1-95	1 7 1	AXN	KAT	16	16.K.C 16.A.V 16.T.c	2.0 1.5 0.8	gat	0	269	g a t	269
1499	cold	PongNuea	ɡat	ɡat	g a t		1-95	1 7 1	AXN	KAT	15	15.K.C 15.A.V 15.T.c	2.0 1.5 0.8	gat	0	269	g a t	269
1500	cold	NyaungGone	ɡăt	ɡăt	g ă t		1-95	1 7 1	AXN	KAT	13	13.K.C 13.A.V 13.T.c	2.0 1.5 0.8	găt	0	269	g ă t	269
1501	cold	NoeLae	ɡăt	ɡăt	g ă t		1-95	1 7 1	AXN	KAT	12	12.K.C 12.A.V 12.T.c	2.0 1.5 0.8	găt	0	269	g ă t	269
1502	cold	BanPaw	ɡăt	ɡăt	g ă t		1-95	1 7 1	AXN	KAT	1	1.K.C 1.A.V 1.T.c	2.0 1.5 0.8	găt	0	269	g ă t	269
1503	cold	ChaYeQing	kok	kok	k o k		2-95	1 7 1	AXN	KUK	2	2.K.C 2.U.V 2.K.c	2.0 1.5 0.8	kok	0	270	k o k	270
1504	cold	GuangKa	kɔːɁ	kɔːɁ	k ɔː ʔ	ruma1248	2-95	1 7 1	AXN	KUH	4	4.K.C 4.U.V 4.H.c	2.0 1.5 0.8	kɔːʔ	0	269	k ɔː ʔ	269
1505	cold	MangBang	kɔːɁ	kɔːɁ	k ɔː ʔ	ruma1248	2-95	1 7 1	AXN	KUH	7	7.K.C 7.U.V 7.H.c	2.0 1.5 0.8	kɔːʔ	0	269	k ɔː ʔ	269
1506	cold	NanSang	kɔːɁ	kɔːɁ	k ɔː ʔ	ruma1248	2-95	1 7 1	AXN	KUH	11	11.K.C 11.U.V 11.H.c	2.0 1.5 0.8	kɔːʔ	0	269	k ɔː ʔ	269
1156	cut	NamHsan	ɡәp	ɡәp	g ə p		1-74	1 7 1	AXN	KEP	10	10.K.C 10.E.V 10.P.c	2.0 1.5 0.8	gəp	0	287	g ə p	287
1157	cut	KhunHawt	ɡәp	ɡәp	g ə p		1-74	1 7 1	AXN	KEP	6	6.K.C 6.E.V 6.P.c	2.0 1.5 0.8	gəp	0	287	g ə p	287
1158	cut	HtanHsan	ɡәp	ɡәp	g ə p		1-74	1 7 1	AXN	KEP	5	5.K.C 5.E.V 5.P.c	2.0 1.5 0.8	gəp	0	287	g ə p	287
1159	cut	PangKham	kap	kap	k a p		1-74	1 7 1	AXN	KAP	14	14.K.C 14.A.V 14.P.c	2.0 1.5 0.8	kap	0	287	k a p	287
1160	cut	ManLoi	kap	kap	k a p		1-74	1 7 1	AXN	KAP	8	8.K.C 8.A.V 8.P.c	2.0 1.5 0.8	kap	0	286	k a p	286
1161	cut	MengDan	kiap	kiap	k ia p	khan1274	1-74	1 7 1	AXN	KIP	9	9.K.C 9.I.V 9.P.c	2.0 1.5 0.8	kiap	0	287	k ia p	287
1162	cut	ChuDongGua	kap	kap	k a p		1-74	1 7 1	AXN	KAP	3	3.K.C 3.A.V 3.P.c	2.0 1.5 0.8	kap	0	287	k a p	287
1163	cut	XiangZhaiTang	kəp	kəp	k ə p	ruma1248	1-74	1 7 1	AXN	KEP	16	16.K.C 16.E.V 16.P.c	2.0 1.5 0.8	kəp	0	287	k ə p	287
1164	cut	PongNuea	kəp	kəp	k ə p		1-74	1 7 1	AXN	KEP	15	15.K.C 15.E.V 15.P.c	2.0 1.5 0.8	kəp	0	287	k ə p	287
1165	cut	NyaungGone	kăp	kăp	k ă p		1-74	1 7 1	AXN	KAP	13	13.K.C 13.A.V 13.P.c	2.0 1.5 0.8	kăp	0	287	k ă p	287
1166	cut	NoeLae	kə̆p	kə̆p	k ə̆ p		1-74	1 7 1	AXN	KEP	12	12.K.C 12.E.V 12.P.c	2.0 1.5 0.8	kə̆p	0	287	k ə̆ p	287
1167	cut	BanPaw	kakə̆p	kakə̆p	k a + k ə̆ p		1-74	1 7 9 1 7 1	AX_AXN	KA_KEP	1	1.K.C 1.A.V 1._._ 1.K.C 1.E.V 1.P.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+kə̆p	0	286 287	k a - + k ə̆ p	286 287
1168	cut	ChaYeQing	kep	kep	k e p		1-74	1 7 1	AXN	KEP	2	2.K.C 2.E.V 2.P.c	2.0 1.5 0.8	kep	0	287	k e p	287
1169	cut	GuangKa	kjap	kjap	k ia p	ruma1248	1-74	1 7 1	AXN	KIP	4	4.K.C 4.I.V 4.P.c	2.0 1.5 0.8	kiap	0	288	k ia p	288
1170	cut	MangBang	kiap	kiap	k ia p	ruma1248	1-74	1 7 1	AXN	KIP	7	7.K.C 7.I.V 7.P.c	2.0 1.5 0.8	kiap	0	289	k ia p	289
1171	cut	NanSang	kiap	kiap	k ia p	ruma1248	1-74	1 7 1	AXN	KIP	11	11.K.C 11.I.V 11.P.c	2.0 1.5 0.8	kiap	0	290	k ia p	290
1061	die	NamHsan	jam	jam	j a m		1-68	6 7 4	AXN	JAM	10	10.J.C 10.A.V 10.M.c	2.0 1.5 0.8	jam	0	305	j a m	305
1062	die	KhunHawt	jam	jam	j a m		1-68	6 7 4	AXN	JAM	6	6.J.C 6.A.V 6.M.c	2.0 1.5 0.8	jam	0	304	j a m	304
1063	die	HtanHsan	jam	jam	j a m		1-68	6 7 4	AXN	JAM	5	5.J.C 5.A.V 5.M.c	2.0 1.5 0.8	jam	0	304	j a m	304
1064	die	PangKham	jam	jam	j a m		1-68	6 7 4	AXN	JAM	14	14.J.C 14.A.V 14.M.c	2.0 1.5 0.8	jam	0	304	j a m	304
1065	die	ManLoi	jaːm	jaːm	j aː m		1-68	6 7 4	AXN	JAM	8	8.J.C 8.A.V 8.M.c	2.0 1.5 0.8	jaːm	0	304	j aː m	304
