ID	STRUCTURE	FREQUENCY	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang	COGNATESETS	CONCEPTS
299-2	c	2	n	n	k	k	ʔ	ʔ	n	ŋ	Ø	ʔ	k	n	n	ŋ	n	n	993:0, 1355:2	mountain / sit
19-1	c	1	n	m	n	n	n	n	m	n	n	n	n	n	n	n	n	n	569:4	four
38-1	c	1	n	n	ŋ	n	ɲ	ɲ	n	n	ŋ	ŋ	n	ɲ	n	ŋ	ɲ	ɲ	1335:4	sew
55-1	c	1	n	-	r	-	r	r	-	-	r	r	-	n	n	n	n	n	1738:2	wind
78-1	c	1	n	j	-	h	r	r	-	r	-	r	-	n	n	Ø	n	n	535:3	fly
161-1	c	1	n	-	ŋ	ŋ	Ø	Ø	-	Ø	Ø	Ø	ŋ	n	n	t	n	n	993:5	mountain
163-1	c	1	n	n	ɲ	Ø	ɲ	ɲ	Ø	Ø	n	ŋ	Ø	ɲ	n	Ø	ɲ	ɲ	1490:4	star
232-1	c	1	m̥	m̥	m̥	Ø	Ø	Ø	Ø	m̥	-	Ø	Ø	m̥	Ø	m̥	m̥	Ø	1097:3	night
2-28	c	28	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	54:4, 105:2, 256:2, 358:2, 724:5, 1010:0, 1080:3, 1507:0, 1664:2, 1755:4, 1772:0, 912:5, 1490:2, 1028:4, 976:0, 1681:0, 944:0, 1283:2, 89:2, 378:4, 822:3, 1030:4, 1355:0, 501:0, 1029:2, 1116:2, 962:3, 1098:4	bird / black / blood / breathe / die / eat / egg / fish / heart / kill / liver / louse / many / moon / mouth / nail / new / night / nose / salty / sit / star / stone / water / what? / year / you (sg.)
167-2	c	2	m	-	-	-	-	-	-	-	-	-	-	m	m	-	m	-	54:0, 290:0	bird / dog
41-1	c	1	m	-	-	-	-	-	-	-	-	-	-	m	-	-	m	-	1438:0	snake
104-1	c	1	m	m	Ø	-	m	m	-	m	Ø	m	m	m	m	m	m	m	1115:5	nose
305-2	c	2	l̥	Ø	l	-	-	-	-	l	l	l	-	l̥	Ø	l	l	Ø	978:1, 1152:0	moon / one
29-1	c	1	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	872:0	leaf
244-8	c	8	l	l	l	l	l	l	l	l	l	l	l	l	l	l	l	l	588:1, 1187:1, 1699:2, 399:1, 779:1, 1700:1, 275:0, 1491:0	dig / eye / fruit / heart / hunt / rain / star / white
222-3	c	3	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	1738:0, 1097:0, 1063:0	near / night / wind
214-9	c	9	k	k	k	k	k	k	k	k	k	k	k	k	k	k	k	k	122:0, 341:0, 855:0, 36:0, 276:0, 378:0, 723:3, 1098:0, 1353:2	ashes / bone / dig / earth, soil / egg / heart / laugh / night / sit
246-3	c	3	k	g	g	g	g	g	g	k	k	g	k	k	k	g	k	k	71:0, 961:0, 170:0	bite / burn / many
218-2	c	2	k	k	k	k	k	k	k	kʰ	k	k	Ø	k	k	k	k	k	912:0, 781:0	hunt / liver
267-2	c	2	k	g	g	g	k	k	g	k	k	g	g	k	k	k	k	k	1134:0, 1302:0	old-aged / scratch
31-1	c	1	k	l	k	t	k	k	t	k	k	k	t	k	k	k	k	k	1080:0	new
97-1	c	1	k	k	k	Ø	g	g	k	Ø	k	g	k	k	k	k	k	k	239:0	cut
99-1	c	1	k	-	-	Ø	-	-	-	Ø	-	-	-	-	-	-	-	-	239:2	cut
115-1	c	1	k	k	ʔ	k	ʔ	ʔ	Ø	k	ʔ	Ø	Ø	k	k	k	k	j	656:3	hair
128-1	c	1	k	k	k	k	Ø	Ø	k	k	ʔ	Ø	k	k	k	k	k	k	1420:2	smoke
309-1	c	1	k	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	Ø	k	k	139:2	breathe
336-2	c	2	j̊	Ø	j̊	h	Ø	Ø	h	Ø	j̊	Ø	Ø	j̊	j̊	Ø	j̊	j̊	324:2, 1116:4	ear / nose
134-5	c	5	j	j	j	j	j	j	j	j	j	-	j	j	j	j	j	j	341:5, 1080:5, 1187:3, 1318:0, 1627:4	earth, soil / new / rain / see / tree
301-4	c	4	j	j	-	-	j	j	-	-	-	-	-	-	-	-	j	j	1170:4, 399:3, 1558:2, 1302:3	eye / heart / person, human / scratch / this
139-3	c	3	j	j	j	j	j	j	j	j	j	j	j	j	j	j	j	j	398:2, 1575:3, 434:4	eye / far / three
10-1	c	1	j	dʑ	j	dʑ	j	j	j	j	dʑ	j	j	j	j	j	j	j	256:0	die
111-1	c	1	j	dʑ	j	j	dʑ	j	j	dʑ	dʑ	dʑ	j	Ø	Ø	dʑ	j	Ø	468:0	fear
165-1	c	1	j	j̊	Ø	j	Ø	Ø	j	j	Ø	Ø	j	j	j	j	j	j	1699:4	white
271-6	c	6	i	o	i	o	i	i	o	i	i	i	o	i	i	i	i	i	451:2, 307:1, 976:3, 308:1, 1063:2, 141:1	breathe / drink / fat / moon / near
303-5	c	5	i	iː	i	iː	i	i	iː	i	i	i	iː	i	i	i	iː	iː	54:3, 1030:3, 376:1, 1029:1, 822:1	bird / egg / kill / nail
275-3	c	3	i	a	a	a	a	a	a	a	a	a	a	i	i	a	Ø	Ø	978:2, 291:1, 1028:1	dog / moon / nail
201-2	c	2	i	-	-	-	i	i	-	-	-	-	-	i	i	-	i	-	622:2, 1152:2	give / one
247-2	c	2	i	Ø	i	ə	i	i	ə	i	i	i	a	i	i	i	i	i	1243:1, 723:4	heart / root
37-1	c	1	i	e	i	ə	i	e	ə	i	i	ɨ	ə	i	i	i	i	i	1335:3	sew
40-1	c	1	i	i	i	i	i	iː	i	i	i	i	i	i	i	iː	iː	i	1386:1	sleep
129-14	c	14	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	358:0, 1369:0, 1438:2, 417:3, 518:3, 656:0, 1626:0, 1204:4, 139:0, 873:0, 1245:0, 141:2, 723:7, 781:3	breathe / eat / fall, to drop / flower / hair / heart / hunt / leaf / right side / root / skin / snake / tree
243-2	c	2	h	h	Ø	-	h	r̥	-	h	ʔ	h	h	h	h	h	h	h	1115:7, 1152:3	nose / one
292-2	c	2	h	m	ʔ	Ø	ʔ	ʔ	Ø	ʔ	ʔ	ʔ	Ø	h	h	ʔ	Ø	Ø	291:0, 1028:0	dog / nail
23-1	c	1	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	j̊	622:3	give
106-1	c	1	h	Ø	hː	h	h	h	h	h	h	h	Ø	h	h	h	h	hː	1243:3	root
117-1	c	1	h	h	h	ʔ	Ø	Ø	j	h	h	Ø	-	h	h	h	h	h	821:3	kill
121-1	c	1	h	h	j̊	h	Ø	Ø	h	h	h	Ø	h	h	h	h	h	h	855:6	laugh
223-1	c	1	h	Ø	Ø	Ø	Ø	Ø	Ø	h	Ø	Ø	h	h	h	h	h	x	273:2	dig
209-5	c	5	g	k	g	k	k	k	k	g	k	k	k	g	g	g	g	g	702:0, 1115:0, 273:0, 976:2, 501:2	dig / fish / head / moon / nose
135-3	c	3	g	k	k	k	k	k	k	g	g	k	k	g	g	g	g	g	222:0, 186:0, 978:4	child / cold / moon
82-1	c	1	g	k	k	k	k	k	kk	g	k	k	kk	g	g	g	g	Ø	657:3	hair
122-1	c	1	g	k	k	k	Ø	Ø	k	g	k	Ø	k	g	g	k	g	g	894:2	left side
125-1	c	1	g	g	k	k	Ø	Ø	k	g	g	Ø	k	g	g	g	g	g	1187:0	rain
251-3	c	3	e	ɔː	iː	ɔː	e	e	ɔː	e	iː	eː	ɔː	e	e	eː	e	e	588:2, 1681:3, 1245:1	fruit / root / what?
291-3	c	3	e	ɔː	ə	ɔː	əː	əː	ɔː	eː	ə	ə	ɔː	e	ə	e	e	eː	552:1, 276:1, 1099:4	dig / foot / night
310-3	c	3	e	i	iː	ɔː	Ø	eː	ɔː	e	i	e	ɔ	e	e	eː	e	e	873:1, 1716:3, 1627:3	leaf / tree / who?
306-2	c	2	e	u	u	o	ə	ɔ	Ø	u	u	ə	əː	e	Ø	u	ə	Ø	1682:5, 1152:1	one / what?
90-1	c	1	e	ɔː	e	ɔː	eː	eː	ɔː	eː	Ø	eː	ɔ	e	e	eː	eː	eː	1223:3	road, path
148-1	c	1	e	ɔː	i	Ø	e	e	Ø	eː	i	eː	Ø	e	e	e	e	Ø	1626:1	tree
95-3	c	3	d	ɗ	ɗ	t	ɗ	ɗ	t	ɗ	ɗ	ɗ	t	d	d	ɗ	d	d	685:0, 169:0, 1420:0	burn / hand / smoke
265-3	c	3	d	d	ɗ	t	ɗ	d	t	ɗ	d	ɗ	t	d	d	ɗ	d	d	341:3, 1627:0, 141:0	breathe / earth, soil / tree
49-1	c	1	d	ɗ	d	t	ɗ	ɗ	t	ɗ	ɗ	ɗ	t	d	d	ɗ	d	d	1541:2	tail
52-1	c	1	d	d	ɗ	t	ɗ	ɗ	t	ɗ	d	ɗ	t	d	d	ɗ	d	d	1592:3	tongue
84-1	c	1	d	d	ɗ	t	ɗ	ɗ	t	ɗ	ɗ	ɗ	Ø	d	d	ɗ	d	d	912:3	liver
142-1	c	1	d	Ø	d	Ø	ɗ	t	Ø	ɗ	d	ɗ	Ø	d	d	ɗ	d	d	307:0	drink
145-1	c	1	d	d	d	t	Ø	Ø	t	ɗ	d	Ø	t	d	Ø	d	d	n	1170:0	person, human
62-5	c	5	c	dʑ	dʑ	dʑ	dʑ	dʑ	dʑ	tɕ	tɕ	dʑ	dʑ	c	c	tɕ	tɕ	tɕ	742:0, 1335:2, 1473:0, 417:0, 89:0	black / fall, to drop / heavy / sew / stand
219-2	c	2	c	dʑ	tɕ	Ø	dʑ	dʑ	dʑ	tɕ	tɕ	tɕ	tɕ	c	c	tɕ	tɕ	tɕ	1047:0, 1188:0	name / rain
79-1	c	1	c	dʑ	dʑ	dʑ	dʑ	dʑ	dʑ	tɕ	tɕ	dʑ	dʑ	c	Ø	tɕ	c	tɕ	552:0	foot
173-2	c	2	b	b	ɓ	p	ɓ	ɓ	p	ɓ	ɓ	ɓ	p	b	b	b	b	b	518:0, 1264:2	flower / rub hard with both hands
200-2	c	2	b	b	p	p	p	p	p	b	p	p	p	b	b	b	b	b	451:0, 34:0	ashes / fat
262-2	c	2	b	ɓ	b	p	b	p	p	b	b	b	p	b	b	b	b	b	978:0, 1301:0	moon / scratch
20-1	c	1	b	ɓ	ɓ	p	ɓ	p	p	b	b	ɓ	p	b	b	b	b	b	588:0	fruit
75-1	c	1	b	ɓ	pʰ	p	ɓ	b	p	b	pʰ	p	p	b	b	Ø	b	b	535:0	fly
216-11	c	11	a	a	a	a	ə	a	a	a	a	a	a	a	a	a	a	a	122:1, 855:5, 894:1, 1204:1, 1716:1, 976:4, 1681:1, 944:1, 1627:1, 962:2, 1099:1	bone / laugh / left side / louse / many / moon / night / right side / tree / what? / who?
150-6	c	6	a	aː	aː	aː	aː	aː	aː	aː	ɛː	aː	aː	a	a	aː	aː	aː	105:1, 122:4, 1609:1, 36:3, 434:3, 1491:1	ashes / blood / bone / far / star / tooth
273-5	c	5	a	-	-	-	-	-	-	-	-	-	-	a	a	-	a	-	54:1, 290:1, 501:1, 501:4, 1063:3	bird / dog / fish / near
61-3	c	3	a	aː	aː	aː	aː	aː	aː	ɛː	ɛː	aː	aː	a	a	aː	ɛ	aː	872:1, 1541:3, 502:1	fish / leaf / tail
94-3	c	3	a	-	a	-	a	a	-	a	a	a	-	a	a	a	a	a	451:3, 1243:2, 307:2	drink / fat / root
171-2	c	2	a	ə	ə	ə	Ø	Ø	ə	a	a	Ø	a	a	a	a	a	a	855:1, 1264:1	laugh / rub hard with both hands
190-2	c	2	a	-	-	-	-	-	-	-	-	-	-	a	-	-	a	-	1438:1, 324:1	ear / snake
194-2	c	2	a	a	a	a	a	a	a	a	ə	a	a	a	a	a	a	ə	1541:1, 976:1	moon / tail
198-2	c	2	a	a	a	a	a	a	ɔ	a	i	a	ɔ	a	a	a	a	ɔ	71:1, 376:2	bite / egg
272-2	c	2	a	ɔ	a	a	ɨ	ə	a	a	a	ɨ	a	a	a	ɔ	a	ɔ	821:1, 1628:1	kill / tree
293-2	c	2	a	e	Ø	ɛ	ɔ	o	ə	ɔ	Ø	ɔ	ə	a	a	ɔ	a	a	1204:3, 1355:1	right side / sit
297-2	c	2	a	a	ə	ɔ	a	ə	ɔ	Ø	ə	a	a	a	a	Ø	a	a	1490:1, 1353:1	sit / star
11-1	c	1	a	a	a	a	a	ə	a	a	ə	ə	a	a	a	a	a	a	341:1	earth, soil
13-1	c	1	a	aː	aː	aː	e	ɛ	aː	aː	a	ɛː	aː	a	a	aː	aː	ɛː	341:4	earth, soil
15-1	c	1	a	aː	aː	aː	aː	aː	aː	aː	aː	aː	aː	a	a	aː	aː	aː	398:1	eye
18-1	c	1	a	-	-	-	-	-	-	-	-	-	-	a	a	a	u	a	569:3	four
22-1	c	1	a	ɛ	ɛ	ɛ	a	a	ɛ	ɛ	e	ɛ	ɛ	a	a	e	a	a	622:1	give
28-1	c	1	a	ɔː	ɔː	ɔ	a	a	ɔː	ɔ	a	a	a	ă	ă	a	a	a	742:1	heavy
32-1	c	1	a	ə	a	a	ə	a	a	a	a	ə	a	a	a	a	a	a	1080:1	new
34-1	c	1	a	a	a	aː	e	e	aː	aː	a	ɛː	aː	a	a	aː	aː	aː	1080:4	new
44-1	c	1	a	aː	aː	aː	oː	oː	aː	aː	ɛː	oː	aː	a	a	aː	aː	aː	1507:1	stone
46-1	c	1	a	a	ə	a	a	a	a	a	-	a	a	a	a	a	a	a	1524:1	sun
57-1	c	1	a	a	a	a	ə	a	a	a	ə	a	a	a	a	a	a	a	1755:1	year
83-1	c	1	a	a	a	a	a	a	a	a	ə	ə	Ø	a	a	a	a	a	912:1	liver
92-1	c	1	a	eː	aː	ɛː	aː	a	ɛː	ɛː	ɛː	a	aː	a	Ø	aː	aː	aː	1647:1	two
98-1	c	1	a	e	a	Ø	ə	ə	i	Ø	i	ə	i	ə̆	ă	a	ə	ə	239:1	cut
126-1	c	1	a	aː	a	aː	Ø	Ø	aː	aː	aː	Ø	aː	a	a	aː	aː	aː	1187:2	rain
109-5	c	5	-	-	-	-	-	-	-	-	-	-	i	-	-	-	-	-	35:2, 685:2, 88:1, 1699:1, 945:2	ashes / black / fire / hand / louse / white
277-4	c	4	-	j	-	j	j	j	j	j	-	-	j	-	-	-	j	j	588:3, 873:2, 1681:4, 1245:2	fruit / leaf / root / what?
108-3	c	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	a	-	872:2, 1541:4, 375:2	egg / leaf / tail
242-3	c	3	-	-	-	-	i	i	-	i	-	-	-	-	-	-	i	-	1455:2, 806:5, 1352:2	intestines / sit / spit
96-2	c	2	-	-	-	-	-	-	-	-	-	r	-	-	-	-	-	-	912:2, 1151:2	liver / one
137-2	c	2	-	-	-	-	Ø	Ø	-	-	-	Ø	ʔ	-	-	-	-	-	88:0, 1699:0	black / white
151-2	c	2	-	-	-	-	a	-	-	-	Ø	a	-	-	-	-	-	-	186:2, 778:2	child / hunt
174-2	c	2	-	j	j	j	-	-	j	a	j	-	j	-	-	a	-	j	1010:2, 1403:2	mouth / smell
187-2	c	2	-	j	r	j	l	r	j	-	l	r	ʔ	-	-	-	-	-	35:3, 944:4	ashes / fire / louse
188-2	c	2	-	-	k	ʔ	-	-	-	ʔ	-	-	-	-	-	ʔ	-	-	203:0, 779:0	cloud / hunt
193-2	c	2	-	-	ɨ	o	-	-	-	a	-	-	-	-	-	a	-	-	203:1, 1302:4	cloud / scratch
195-2	c	2	-	-	-	-	a	a	-	a	-	a	-	-	-	a	-	-	1575:2, 1717:3	three / who?
196-2	c	2	-	-	-	-	r	r	-	-	-	r	-	-	-	-	-	-	1592:2, 1030:0	nail / tongue
199-2	c	2	-	ŋ	-	ŋ	-	-	ŋ	-	-	-	ŋ	-	-	-	ŋ	ŋ	203:2, 34:3	ashes / cloud
210-2	c	2	-	-	-	-	n	n	-	-	-	-	-	-	-	-	-	-	122:2, 1099:2	bone / night
211-2	c	2	-	-	-	-	-	-	-	-	-	-	o	-	-	-	-	-	724:1, 723:1	breathe / heart
215-2	c	2	-	w	-	-	-	-	w	-	-	-	w	-	-	-	w	w	1:3, 1319:2	I / see
217-2	c	2	-	-	-	-	-	-	h	-	-	h	h	-	-	-	-	Ø	657:0, 276:2	dig / hair
220-2	c	2	-	i	i	-	-	-	-	-	-	-	Ø	-	-	-	-	e	1243:4, 640:3	grass / root
239-2	c	2	-	w	-	w	-	w	w	-	-	-	w	-	-	-	w	w	468:2, 290:4	dog / fear
253-2	c	2	-	ɔ	Ø	Ø	-	-	Ø	-	-	-	-	-	-	-	-	ɔ	1282:3, 399:5	eye / heart / salty
268-2	c	2	-	-	-	-	-	Ø	-	ɯ	-	Ø	-	-	-	ɯ	ɯ	ɯ	1318:3, 1097:6	night / see
269-2	c	2	-	Ø	i	-	i	i	-	i	i	i	-	-	-	i	Ø	Ø	978:6, 1028:3	moon / nail
270-2	c	2	-	h	h	h	h	h	Ø	h	h	-	-	-	-	h	Ø	Ø	1682:6, 1028:2	nail / what?
302-2	c	2	-	-	n	-	n	-	n	-	n	n	n	-	-	-	-	-	1682:2, 806:2	intestines / what?
12-1	c	1	-	-	-	-	-	n	-	-	-	-	-	-	-	-	-	-	341:2	earth, soil
16-1	c	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	m	m	569:0	four
24-1	c	1	-	j	j	j	-	-	j	j	j	-	ʔ	-	-	j	-	-	685:3	hand
25-1	c	1	-	-	-	-	-	-	-	-	-	-	t	-	-	-	-	-	724:0	breathe / heart
26-1	c	1	-	-	-	-	-	-	-	-	-	-	h	-	-	-	-	-	724:2	breathe / heart
33-1	c	1	-	-	-	-	n	r	-	-	-	n	-	-	-	-	-	-	1080:2	new
35-1	c	1	-	-	-	k	-	-	-	-	-	-	-	-	-	-	-	-	1335:0	sew
36-1	c	1	-	-	-	a	-	-	-	-	-	-	-	-	-	-	-	-	1335:1	sew
48-1	c	1	-	j	j	j	-	-	j	j	j	-	j	-	-	j	j	-	1524:4	sun
60-1	c	1	-	j	j	j	-	-	j	j	j	-	j	-	-	j	-	-	1772:2	you (sg.)
65-1	c	1	-	-	-	u	-	-	-	-	-	-	-	-	-	Ø	-	-	1:2	I
67-1	c	1	-	-	-	-	i	-	-	i	-	-	-	-	-	Ø	i	-	17:2	abdomen
69-1	c	1	-	Ø	-	-	-	-	-	-	-	-	-	-	-	a	-	-	222:2	cold
76-1	c	1	-	-	r	-	-	-	-	-	r	-	-	-	-	Ø	-	-	535:1	fly
80-1	c	1	-	-	-	-	-	-	ɨ	-	-	u	ɨ	-	-	-	-	Ø	657:1	hair
81-1	c	1	-	-	-	-	-	-	-	-	-	ʔ	-	-	-	-	-	Ø	657:2	hair
87-1	c	1	-	n	-	n	-	r	n	n	Ø	r	-	-	-	n	n	n	1223:0	road, path
88-1	c	1	-	-	-	-	-	a	-	-	Ø	a	-	-	-	-	-	-	1223:1	road, path
93-1	c	1	-	-	-	-	-	r	-	-	-	r	-	-	Ø	-	-	-	1647:2	two
102-1	c	1	-	d	Ø	d	-	-	d	-	Ø	-	d	-	-	-	-	-	1115:2	nose
103-1	c	1	-	o	Ø	u	-	-	ɔ	-	Ø	-	u	-	-	-	-	-	1115:3	nose
107-1	c	1	-	Ø	-	-	-	-	-	-	-	-	Ø	-	-	-	-	j	1243:5	root
114-1	c	1	-	-	-	-	u	u	Ø	-	-	Ø	Ø	-	-	-	-	-	656:2	hair
118-1	c	1	-	-	-	-	Ø	Ø	-	-	-	Ø	-	-	-	n	-	-	855:2	laugh
120-1	c	1	-	-	-	-	Ø	Ø	-	-	i	Ø	-	-	-	-	-	-	855:4	laugh
149-1	c	1	-	j	-	Ø	j	j	Ø	-	-	-	Ø	-	-	j	j	Ø	1626:2	tree
152-1	c	1	-	-	-	-	l	-	Ø	-	Ø	Ø	Ø	-	-	-	Ø	l	778:0	hunt
153-1	c	1	-	-	-	-	u	-	Ø	-	Ø	Ø	Ø	-	-	-	Ø	ɨ	778:1	hunt
154-1	c	1	-	-	-	-	ŋ	-	Ø	-	Ø	Ø	Ø	-	-	-	Ø	-	778:3	hunt
156-1	c	1	-	j	-	-	j	-	Ø	j	Ø	Ø	Ø	-	-	j	Ø	-	778:7	hunt
157-1	c	1	-	-	i	i	-	-	Ø	-	Ø	Ø	Ø	-	-	-	Ø	-	778:8	hunt
158-1	c	1	-	-	d	-	Ø	Ø	-	Ø	Ø	Ø	-	-	-	-	-	-	993:2	mountain
159-1	c	1	-	-	i	-	Ø	Ø	-	Ø	Ø	Ø	-	-	-	-	-	-	993:3	mountain
160-1	c	1	-	-	a	-	Ø	Ø	-	Ø	Ø	Ø	-	-	-	-	-	-	993:4	mountain
179-1	c	1	-	Ø	Ø	Ø	-	-	Ø	-	-	Ø	-	-	k	Ø	-	ʔs	1282:2	salty
181-1	c	1	-	Ø	-	w	-	Ø	w	Ø	Ø	Ø	w	-	-	Ø	-	-	1318:2	see
208-1	c	1	-	-	Ø	Ø	Ø	Ø	Ø	j	Ø	-	Ø	-	-	-	j	j	1716:4	who?
231-1	c	1	-	-	-	Ø	Ø	Ø	Ø	-	-	Ø	Ø	-	Ø	m	-	Ø	1097:2	night
234-1	c	1	-	w	-	Ø	Ø	Ø	Ø	-	w	Ø	Ø	-	Ø	-	-	Ø	1097:5	night
259-1	c	1	-	Ø	Ø	Ø	Ø	Ø	s	Ø	Ø	Ø	s	-	-	Ø	-	-	806:0	intestines
260-1	c	1	-	Ø	Ø	Ø	Ø	Ø	ɔ	Ø	Ø	Ø	ɔ	-	-	Ø	-	-	806:1	intestines
329-1	c	1	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	Ø	ɔː	Ø	34:4	ashes
331-1	c	1	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	Ø	ɛ	Ø	501:3	fish
