ID	STRUCTURE	FREQUENCY	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang	COGNATESETS	CONCEPTS
244-2	c	2	n	n	Ø	n	-	Ø	n	n	Ø	ʔ	n	n	n	n	n	n	459:2, 1134:2	egg / many
35-1	c	1	n	j	-	h	r	r	-	r	-	r	-	n	n	n	n	n	631:3	fly
37-1	c	1	n	m	n	n	n	n	m	n	n	n	n	n	n	n	n	n	665:2	four
71-1	c	1	n	n	ŋ	n	ɲ	ɲ	n	n	ŋ	ŋ	n	ɲ	n	ŋ	ɲ	ɲ	1651:2	sew
73-1	c	1	n	-	r	-	r	r	-	r	r	r	-	n	n	n	n	n	1686:2	skin
107-1	c	1	n	-	r	-	r	r	-	-	r	r	-	n	n	n	n	n	2161:2	wind
172-1	c	1	n	-	d	-	Ø	Ø	-	-	ʔ	Ø	-	ʔ	-	-	-	-	1476:0	right side
185-1	c	1	n	n	d	k	Ø	Ø	n	ŋ	Ø	Ø	k	n	n	ŋ	n	n	1183:0	mountain
187-1	c	1	n	-	ŋ	ŋ	Ø	Ø	-	ʔ	Ø	Ø	ŋ	n	n	t	n	n	1183:2	mountain
201-1	c	1	n	n	ɲ	Ø	ɲ	ɲ	Ø	Ø	n	ŋ	Ø	ɲ	n	Ø	ɲ	ɲ	1813:2	star
165-1	c	1	m̥	m̥	m̥	Ø	m̥	m̥	Ø	m̥	m̥	m̥	Ø	m̥	m̥	m̥	m̥	m̥	1323:1	night
1-22	c	22	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	68:2, 123:2, 174:2, 442:2, 1201:0, 1290:0, 1356:0, 1840:0, 2058:2, 2179:2, 2211:0, 304:2, 1063:2, 1219:2, 1813:0, 1110:0, 1757:0, 106:2, 462:2, 941:2, 666:0, 1324:2	bird / black / blood / breathe / die / dog / eat / egg / fish / four / kill / liver / louse / moon / mouth / nail / new / night / nose / snake / star / stone / water / year / you (sg.)
243-2	c	2	m	m	m	m	m	m	-	m	m	m	m̥	m	m	m	m	m	2075:2, 2129:0	what? / who?
58-1	c	1	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	l̥	1004:0	leaf
334-1	c	1	l̥	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	l̥	Ø	Ø	l	Ø	1412:0	one
205-6	c	6	l	l	l	l	l	l	l	l	l	l	l	l	l	l	l	l	686:1, 2109:1, 1459:1, 892:0, 387:0, 1814:1	ear / fruit / hunt / rain / star / white
242-2	c	2	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	2161:0, 1029:0	left side / right side / wind
323-2	c	2	kʰ	Ø	Ø	-	k	k	k	k	Ø	g	k	kʰ	kʰ	k	kʰ	Ø	1264:0, 1617:0	near / scratch
188-1	c	1	kʰ	kʰ	kʰ	k	r	Ø	k	kʰ	kʰ	Ø	k	kʰ	Ø	Ø	kʰ	tɕ	1322:0	night
203-8	c	8	k	k	k	k	k	k	k	k	k	k	k	k	k	k	k	k	176:0, 409:0, 827:0, 36:0, 560:0, 1670:2, 286:0, 738:0	ashes / bone / breathe / cut / earth, soil / fear / grass / heart / laugh / new / sit / tongue
276-2	c	2	k	kʰ	k	k	g	g	Ø	k	k	g	Ø	k	k	k	k	k	287:0, 1967:0	cut / tongue
317-2	c	2	k	Ø	h	Ø	h	h	h	Ø	Ø	h	-	k	Ø	Ø	k	k	173:2, 2129:4	breathe / who?
13-1	c	1	k	g	g	g	g	g	g	k	k	g	k	k	k	g	k	k	88:0	bite
50-1	c	1	k	k	ʔ	k	ʔ	ʔ	k	k	ʔ	ʔ	k	k	k	k	k	j	756:2	hair
76-1	c	1	k	k	k	k	k	k	k	k	ʔ	ʔ	k	k	k	k	k	k	1737:2	smoke
128-1	c	1	k	k	k	k	k	k	k	kʰ	k	k	Ø	k	k	k	k	k	1062:0	liver
148-1	c	1	k	g	g	g	Ø	Ø	g	k	k	k	g	k	k	k	k	k	1391:0	old-aged
213-1	c	1	k	g	Ø	g	tɕ	Ø	g	r	Ø	Ø	k	k	k	r	Ø	Ø	1134:0	many
153-1	c	1	j̊	ʨʰ	j̊	ʨʰ	Ø	Ø	ʨʰ	j̊	Ø	ʨʰ	ʨʰ	j̊	j̊	j̊	j	j̊	386:0	ear
152-5	c	5	j	j	j	j	j	j	j	j	j	-	j	j	j	j	j	j	410:2, 1290:2, 1459:3, 1634:0, 558:0	earth, soil / fear / new / rain / see
4-2	c	2	j	j	j	j	j	j	j	j	j	j	j	j	j	j	j	j	485:2, 1948:2	eye / three
102-1	c	1	j	j	-	j	-	-	j	j	-	-	j	j	j	j	j	j	2109:3	white
120-1	c	1	j	dʑ	j	dʑ	j	j	j	j	dʑ	Ø	j	j	j	j	j	j	304:0	die
169-1	c	1	j	j	-	-	Ø	Ø	-	-	-	Ø	-	-	-	-	j	j	1431:2	person, human
176-1	c	1	j	n	Ø	-	n	n	-	ŋ	Ø	Ø	-	-	-	-	j	-	1922:2	this
249-1	c	1	j	Ø	Ø	Ø	pʰ	pʰ	Ø	pʰ	Ø	pʰ	Ø	b	Ø	pʰ	b	Ø	824:0	heart
274-3	c	3	ia	o	ia	o	ia	ia	o	ia	ia	ia	o	ia	ia	ia	ia	ia	368:1, 460:1, 941:1	drink / egg / kill
297-2	c	2	ia	a	a	ə	a	a	a	ɨː	ɯː	a	a	ia	ia	Ø	ia	a	1923:1, 1264:2	near / this
30-1	c	1	ia	io	ia	io	ia	ia	io	ia	ia	ia	io	ia	ia	ia	ia	ia	541:2	fat
64-1	c	1	ia	ə	ia	əː	ia	ia	əː	iaː	ia	iəː	əː	ia	ia	ia	ia	ia	1151:2	moon
69-1	c	1	ia	ə	ia	ə	ia	ia	ə	ia	ia	ia	ə	ia	ia	ia	ia	ia	1537:1	root
114-2	c	2	i	iː	i	iː	i	i	iː	i	i	i	iː	i	i	i	iː	iː	68:1, 1219:1	bird / nail
70-1	c	1	i	e	i	ə	i	e	ə	i	i	ɨ	ə	i	i	i	i	i	1651:1	sew
74-1	c	1	i	i	i	i	i	iː	i	i	i	i	i	i	i	iː	iː	i	1703:1	sleep
2-14	c	14	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	442:0, 720:2, 756:0, 1537:2, 1686:0, 1758:0, 2015:0, 504:2, 975:3, 1476:4, 1538:0, 1005:0, 1721:3, 1412:3	eat / fall, to drop / give / hair / laugh / leaf / one / right side / root / skin / smell / snake / tree
254-2	c	2	h	h	h	ʔ	ʔ	h	j	h	h	Ø	j	h	h	h	h	h	940:2, 173:0	breathe / kill
22-1	c	1	h	t	ʔ	k	ŋ	ŋ	k	h	ʔ	h	h	h	h	h	h	x	321:2	dig
32-1	c	1	h	x	h	h	h	h	h	h	h	h	h	h	h	h	h	h	614:2	flower
67-1	c	1	h	h	h	h	h	-	h	h	h	h	h	h	h	h	h	h	1356:3	nose
146-1	c	1	h	kʰ	h	kʰ	h	Ø	kʰ	h	h	Ø	k	h	h	h	h	h	1219:0	nail
9-3	c	3	g	k	k	k	k	k	k	g	k	k	k	g	g	g	g	g	594:0, 223:0, 757:0	child / fish / hair
115-2	c	2	g	k	k	k	k	k	k	g	g	k	k	g	g	g	g	g	269:0, 1355:0	cold / nose
21-1	c	1	g	kʰ	l	l	k	k	l	g	l	k	k	g	g	g	g	g	321:0	dig
53-1	c	1	g	k	g	k	k	k	k	g	k	k	k	g	g	g	g	g	805:0	head
62-1	c	1	g	l	k	k	k	k	k	g	g	k	k	g	g	g	g	g	1151:0	moon
125-1	c	1	g	k	k	k	k	k	k	g	k	Ø	k	g	g	k	g	g	1027:0	left side
170-1	c	1	g	g	k	k	Ø	Ø	k	g	g	Ø	k	g	g	g	g	g	1459:0	rain
335-1	c	1	ei	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ei	Ø	Ø	ə	Ø	1412:1	one
39-1	c	1	e	ɔː	iː	ɔː	e	e	ɔː	e	iː	eː	ɔː	e	e	eː	e	e	686:2	fruit
92-1	c	1	e	ɔː	i	ɔː	e	e	ɔː	eː	i	eː	ɔ	e	e	e	e	e	2015:1	tree
98-1	c	1	e	ə	iː	ə	ə	i	i	i	i	i	ə	e	e	i	e	e	2076:1	what?
104-1	c	1	e	i	iː	iː	i	i	i	e	iː	e	i	e	e	eː	e	e	2128:1	who?
124-1	c	1	e	ɔː	ə	ɔː	əː	əː	ɔː	eː	ə	ə	ɔː	e	Ø	e	e	eː	648:1	foot
136-1	c	1	e	ɔː	aː	ɔː	eː	eː	ɔː	eː	Ø	eː	ɔ	e	e	eː	eː	eː	1508:1	road, path
6-2	c	2	d	ɗ	ɗ	t	ɗ	ɗ	t	ɗ	ɗ	ɗ	t	d	d	ɗ	d	d	788:0, 1737:0	hand / smoke
16-1	c	1	d	ɗ	ɗ	t	g	g	t	ɗ	ɗ	g	t	d	d	ɗ	d	d	206:0	burn
23-1	c	1	d	tɕ	d	tɕ	ɗ	t	tɕ	ɗ	d	ɗ	tɕ	d	d	ɗ	d	d	368:0	drink
25-1	c	1	d	d	ɗ	t	ɗ	d	t	ɗ	d	ɗ	t	d	d	ɗ	d	d	410:0	earth, soil
89-1	c	1	d	d	ɗ	t	ɗ	ɗ	t	ɗ	d	ɗ	t	d	d	ɗ	d	d	1966:0	tongue
130-1	c	1	d	d	ɗ	t	ɗ	ɗ	t	ɗ	ɗ	ɗ	Ø	d	d	ɗ	d	d	1063:0	liver
196-1	c	1	d	d	d	t	Ø	Ø	t	ɗ	d	Ø	t	d	Ø	d	d	Ø	1292:0	new / person, human
112-5	c	5	c	dʑ	dʑ	dʑ	dʑ	dʑ	dʑ	tɕ	tɕ	dʑ	dʑ	c	c	tɕ	tɕ	tɕ	855:0, 1651:0, 1795:0, 504:0, 106:0	black / fall, to drop / heavy / sew / stand
245-2	c	2	c	dʑ	tɕ	Ø	dʑ	dʑ	dʑ	tɕ	tɕ	tɕ	tɕ	c	c	tɕ	tɕ	tɕ	1248:0, 1460:0	name / rain
123-1	c	1	c	dʑ	dʑ	dʑ	dʑ	dʑ	dʑ	tɕ	tɕ	dʑ	dʑ	c	Ø	tɕ	c	tɕ	648:0	foot
192-2	c	2	b	b	ɓ	p	ɓ	ɓ	p	ɓ	ɓ	ɓ	p	b	b	b	b	b	614:0, 1563:0	flower / rub hard with both hands
227-2	c	2	b	b	p	p	p	p	p	b	p	p	p	b	b	b	b	b	541:0, 34:0	ashes / fat
293-2	c	2	b	ɓ	b	p	p	Ø	p	Ø	b	b	b	b	b	Ø	b	b	1616:0, 1135:0	many / scratch
33-1	c	1	b	ɓ	pʰ	p	ɓ	b	p	b	pʰ	p	p	b	b	m	b	b	631:0	fly
38-1	c	1	b	ɓ	ɓ	p	ɓ	p	p	b	b	ɓ	p	b	b	b	b	b	686:0	fruit
240-2	c	2	au	a	a	a	a	a	ɔ	a	ia	a	ɔ	au	au	a	au	ɔ	88:1, 462:1	bite / egg
273-2	c	2	au	ɔ	a	ai	-	Ø	a	a	a	a	a	au	au	ɔ	au	ɔ	940:1, 1135:3	kill / many
43-1	c	1	ai	ɛ	ɛ	ɛ	ai	ai	ɛ	ɛ	e	ɛ	ɛ	ai	ai	e	ai	ai	720:1	give
144-5	c	5	a	aː	aː	aː	aː	aː	aː	aː	ɛː	aː	aː	a	a	aː	aː	aː	123:1, 141:1, 1998:1, 37:1, 1814:2	ashes / blood / bone / star / tooth
295-3	c	3	a	e	a	o	ə	a	Ø	a	a	ə	Ø	a	a	a	a	a	560:1, 243:1, 286:1	cloud / cut / fear / nail / new
5-2	c	2	a	aː	aː	aː	aː	aː	aː	ɛː	ɛː	aː	aː	a	a	aː	ɛa	aː	594:1, 1004:1	fish / leaf
191-2	c	2	a	a	ə	a	a	a	a	a	i	a	a	a	a	a	a	a	1857:1, 385:1	ear / sun / who?
220-2	c	2	a	a	a	a	ə	a	a	a	a	a	a	a	a	a	a	a	176:1, 1110:1	bone / breathe / louse
221-2	c	2	a	a	a	a	a	ə	a	a	ə	ə	a	a	a	a	a	a	409:1, 1967:1	earth, soil / tongue
234-2	c	2	a	a	a	a	a	a	a	a	ə	ə	Ø	a	a	a	a	a	1062:1, 1477:1	left side / liver / right side
253-2	c	2	a	a	a	a	ɨ	ə	a	a	i	ɨ	a	a	a	a	a	a	975:1, 2016:1	laugh / tree
279-2	c	2	a	ə	ə	ə	Ø	-	ə	a	a	-	a	a	a	a	a	a	827:1, 1325:3	heart / laugh / night
281-2	c	2	a	a	a	a	Ø	Ø	a	a	a	i	a	a	a	a	a	ə	1478:1, 1757:1	bird / dog / fish / left side / moon / right side / snake
300-2	c	2	a	a	ə	ɔ	a	ə	ɔ	Ø	ə	a	a	a	a	Ø	a	a	1812:1, 1670:1	sit / star
26-1	c	1	a	aː	aː	aː	e	ɛ	aː	aː	a	ɛː	aː	a	a	aː	aː	ɛː	410:1	earth, soil
28-1	c	1	a	aː	aː	aː	aː	aː	aː	aː	aː	aː	aː	a	a	aː	aː	aː	485:1	eye
54-1	c	1	a	ɔː	ɔː	ɔ	a	a	ɔː	ɔ	a	a	a	ă	ă	a	a	a	855:1	heavy
66-1	c	1	a	a	a	aː	e	e	aː	aː	a	ɛː	aː	a	a	aː	aː	aː	1290:1	new
82-1	c	1	a	aː	aː	aː	oː	oː	aː	aː	ɛː	oː	aː	a	a	aː	aː	aː	1840:1	stone
87-1	c	1	a	aː	aː	a	a	a	a	a	ɛː	aː	aː	a	a	a	a	aː	1889:1	tail
95-1	c	1	a	eː	aː	ɛː	aː	a	ɛː	ɛː	ɛː	a	aː	a	a	aː	aː	aː	2040:1	two
108-1	c	1	a	a	a	a	ə	a	a	a	ə	a	a	a	a	a	a	a	2178:1	year
137-1	c	1	a	ə	ə	Ø	u	u	iː	a	a	a	iː	a	a	a	a	a	1562:1	rub hard with both hands
141-1	c	1	a	u	u	o	ə	ɔ	Ø	u	u	ə	əː	a	a	u	a	a	2075:3	what?
171-1	c	1	a	aː	a	aː	Ø	Ø	aː	aː	aː	Ø	aː	a	a	aː	aː	aː	1459:2	rain
173-1	c	1	a	-	ua	-	Ø	Ø	-	-	a	Ø	-	a	-	-	-	-	1476:1	right side
174-1	c	1	a	e	ɔi	ɛ	Ø	Ø	ə	ɔ	ɔi	Ø	ə	a	a	ɔ	a	a	1476:3	right side
246-3	c	3	-	j	-	j	j	j	j	j	-	-	j	-	-	-	j	j	686:3, 1538:2, 1005:2	fruit / leaf / root
258-3	c	3	-	w	-	-	-	-	w	-	-	-	w	-	-	-	w	w	1:3, 559:2, 1635:2	I / fear / see
315-3	c	3	-	p	Ø	-	ŋ	Ø	-	p	p	Ø	-	-	-	p	Ø	p	1814:0, 892:2, 286:2	cut / hunt / star
177-2	c	2	-	-	-	-	n	n	-	-	-	-	-	-	-	-	-	-	176:2, 385:2	bone / breathe / ear / who?
230-2	c	2	-	-	j	-	-	r̥	-	-	j	-	-	-	-	-	-	-	1356:2, 1721:2	nose / smell
232-2	c	2	-	-	-	-	-	-	-	ɯ	ɯ	ɯ	-	-	-	ɯ	ɯ	ɯ	1323:4, 1634:3	night / see
259-2	c	2	-	-	Ø	Ø	m	m	-	m	Ø	m	-	-	-	m	-	-	1218:2, 824:2	cloud / heart / nail
280-2	c	2	-	Ø	-	w	Ø	w	w	Ø	Ø	Ø	w	-	-	Ø	w	w	340:2, 558:2	dog / fear
294-2	c	2	-	Ø	-	w	-	Ø	w	ŋ	Ø	Ø	w	-	-	ŋ	-	-	1634:2, 1814:3	see / star
303-2	c	2	-	-	Ø	i	ei	i	-	Ø	u	i	-	-	-	Ø	-	-	1218:1, 1566:1	cloud / nail / rub hard with both hands
329-2	c	2	-	-	Ø	Ø	p	p	Ø	Ø	Ø	-	Ø	Ø	p	Ø	Ø	-	1477:2, 1325:2	left side / night / right side
24-1	c	1	-	-	-	-	-	n	-	-	-	-	-	-	-	-	-	-	409:2	earth, soil
34-1	c	1	-	-	r	-	-	-	-	-	r	-	-	-	-	-	-	-	631:1	fly
45-1	c	1	-	-	r	-	r	-	-	r	r	-	-	-	-	r	-	-	737:1	grass
48-1	c	1	-	i	-	-	-	-	-	-	-	-	-	-	-	-	-	-	737:4	grass
52-1	c	1	-	j	j	j	-	-	j	j	j	-	ʔ	-	-	j	-	-	788:2	hand
61-1	c	1	-	j	j	j	j	-	j	j	-	-	ʔ	-	-	j	-	-	1111:2	louse
63-1	c	1	-	-	-	j	-	-	j	-	-	-	j	-	-	-	-	-	1151:1	moon
77-1	c	1	-	j	r	j	l	r	j	-	l	r	ʔ	-	-	-	-	-	1738:2	fire / smoke
85-1	c	1	-	j	j	j	-	-	j	j	j	-	j	-	-	j	j	-	1858:2	sun
93-1	c	1	-	j	-	j	j	j	j	-	-	-	j	-	-	j	j	j	2015:2	tree
96-1	c	1	-	-	-	-	-	r	-	-	-	r	-	-	-	-	-	-	2040:2	two
99-1	c	1	-	-	n	-	n	-	-	-	-	n	n	-	-	-	j	j	2076:2	what?
100-1	c	1	-	-	b	-	p	b	-	-	p	b	-	-	-	-	-	-	2109:0	white
103-1	c	1	-	h	ʔ	-	ʔ	ʔ	-	-	ʔ	ʔ	-	-	-	-	-	-	2109:4	white
105-1	c	1	-	-	n	-	-	-	-	j	-	-	-	-	-	-	j	j	2128:2	who?
111-1	c	1	-	j	j	j	-	-	j	j	j	-	j	-	-	j	-	-	2211:2	you (sg.)
117-1	c	1	-	-	-	u	-	-	-	-	-	-	-	-	-	Ø	-	-	1:2	I
129-1	c	1	-	-	-	-	-	-	-	-	-	r	Ø	-	-	-	-	-	1062:2	liver
134-1	c	1	-	-	-	-	-	-	-	-	ʔ	r	-	-	-	-	Ø	-	1411:2	one
138-1	c	1	-	-	-	Ø	-	-	-	-	j	-	-	-	-	-	-	-	1562:2	rub hard with both hands
139-1	c	1	-	-	-	-	-	-	Ø	-	n	-	-	-	-	-	-	-	2075:0	what?
140-1	c	1	-	-	-	-	-	-	Ø	-	ə	-	-	-	-	-	-	-	2075:1	what?
142-1	c	1	-	h	h	h	h	h	Ø	h	h	-	-	-	-	h	-	-	2075:4	what?
155-1	c	1	-	-	-	-	Ø	Ø	-	-	Ø	-	-	-	-	-	j̊	-	386:2	ear
156-1	c	1	-	-	-	-	Ø	Ø	-	-	Ø	-	-	-	-	-	au	-	386:3	ear
157-1	c	1	-	-	-	-	Ø	Ø	-	-	-	Ø	-	-	-	n	-	-	827:2	heart / laugh
161-1	c	1	-	j	j	-	j	-	Ø	j	ŋ	m	Ø	-	-	j	Ø	-	891:3	hunt
163-1	c	1	-	-	j	-	Ø	Ø	-	-	a	Ø	-	-	-	-	-	-	975:2	laugh
167-1	c	1	-	w	-	Ø	-	-	Ø	-	-	-	Ø	-	-	-	-	-	1323:3	night
183-1	c	1	-	Ø	-	Ø	n	r	Ø	-	-	n	Ø	-	-	-	-	-	560:2	fear / new
190-1	c	1	-	-	-	-	n	Ø	-	-	w	Ø	-	-	Ø	Ø	-	ŋ	1322:2	night
214-1	c	1	-	-	Ø	-	ɯ	Ø	-	-	Ø	Ø	-	-	-	-	Ø	Ø	1134:3	many
266-1	c	1	-	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	n	-	-	Ø	-	-	922:0	intestines
272-1	c	1	-	Ø	Ø	-	Ø	Ø	j	Ø	Ø	Ø	-	-	-	Ø	-	Ø	1720:2	smell
336-1	c	1	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	i	Ø	1412:2	one
164-1	+	1	-	-	-	Ø	-	-	Ø	-	+	-	Ø	-	-	-	-	-	1323:0	night
