ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	CROSSIDS	STRUCTURE	PATTERNS
151	earth, soil	ChuDongGua	kaɗaːj	kaɗaːj	k a + ɗ aː j		2-10	1 7 9 1 7 6	AX_AXN	KA_TAJ	3	3.K.C 3.A.V 3._._ 3.T.C 3.A.V 3.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗaːj	0	408 409	k a - + ɗ aː j	408 409	c c + c c c	222-5/k 242-2/a 24-1/- + 25-1/d 26-1/a 152-4/j
152	earth, soil	XiangZhaiTang	kadɛːj	kadɛːj	k a + d ɛː j	ruma1248	2-10	1 7 9 1 7 6	AX_AXN	KA_TEJ	16	16.K.C 16.A.V 16._._ 16.T.C 16.E.V 16.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+dɛːj	0	408 409	k a - + d ɛː j	408 409	c c + c c c	222-5/k 242-2/a 24-1/- + 25-1/d 26-1/a 152-4/j
153	earth, soil	PongNuea	kadaːj	kadaːj	k a + d aː j		2-10	1 7 9 1 7 6	AX_AXN	KA_TAJ	15	15.K.C 15.A.V 15._._ 15.T.C 15.A.V 15.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+daːj	0	408 409	k a - + d aː j	408 409	c c + c c c	222-5/k 242-2/a 24-1/- + 25-1/d 26-1/a 152-4/j
154	earth, soil	NyaungGone	kadaj	kadaj	k a + d a j		2-10	1 7 9 1 7 6	AX_AXN	KA_TAJ	13	13.K.C 13.A.V 13._._ 13.T.C 13.A.V 13.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+daj	0	408 409	k a - + d a j	408 409	c c + c c c	222-5/k 242-2/a 24-1/- + 25-1/d 26-1/a 152-4/j
155	earth, soil	NoeLae	kadaj	kadaj	k a + d a j		2-10	1 7 9 1 7 6	AX_AXN	KA_TAJ	12	12.K.C 12.A.V 12._._ 12.T.C 12.A.V 12.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+daj	0	408 409	k a - + d a j	408 409	c c + c c c	222-5/k 242-2/a 24-1/- + 25-1/d 26-1/a 152-4/j
156	earth, soil	BanPaw	kadaj	kadaj	k a + d a j		2-10	1 7 9 1 7 6	AX_AXN	KA_TAJ	1	1.K.C 1.A.V 1._._ 1.T.C 1.A.V 1.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+daj	0	408 409	k a - + d a j	408 409	c c + c c c	222-5/k 242-2/a 24-1/- + 25-1/d 26-1/a 152-4/j
157	earth, soil	ChaYeQing	kadaːj	kadaːj	k a + d aː j		2-10	1 7 9 1 7 6	AX_AXN	KA_TAJ	2	2.K.C 2.A.V 2._._ 2.T.C 2.A.V 2.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+daːj	0	408 409	k a - + d aː j	408 409	c c + c c c	222-5/k 242-2/a 24-1/- + 25-1/d 26-1/a 152-4/j
158	earth, soil	GuangKa	kataːj	kataːj	k a + t aː j	ruma1248	2-10	1 7 9 1 7 6	AX_AXN	KA_TAJ	4	4.K.C 4.A.V 4._._ 4.T.C 4.A.V 4.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+taːj	0	408 409	k a - + t aː j	408 409	c c + c c c	222-5/k 242-2/a 24-1/- + 25-1/d 26-1/a 152-4/j
159	earth, soil	MangBang	kataːj	kataːj	k a + t aː j	ruma1248	2-10	1 7 9 1 7 6	AX_AXN	KA_TAJ	7	7.K.C 7.A.V 7._._ 7.T.C 7.A.V 7.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+taːj	0	408 409	k a - + t aː j	408 409	c c + c c c	222-5/k 242-2/a 24-1/- + 25-1/d 26-1/a 152-4/j
160	earth, soil	NanSang	kataːj	kataːj	k a + t aː j	ruma1248	2-10	1 7 9 1 7 6	AX_AXN	KA_TAJ	11	11.K.C 11.A.V 11._._ 11.T.C 11.A.V 11.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+taːj	0	408 409	k a - + t aː j	408 409	c c + c c c	222-5/k 242-2/a 24-1/- + 25-1/d 26-1/a 152-4/j
918	eat	NamHsan	hɔːm	hɔːm	h ɔː m		1-59	3 7 4	AXN	HUM	10	10.H.C 10.U.V 10.M.c	2.0 1.5 0.8	hɔːm	0	441	h ɔː m	441	c c c	2-13/h 27-1/o 1-22/m
919	eat	KhunHawt	hɔːm	hɔːm	h ɔː m		1-59	3 7 4	AXN	HUM	6	6.H.C 6.U.V 6.M.c	2.0 1.5 0.8	hɔːm	0	441	h ɔː m	441	c c c	2-13/h 27-1/o 1-22/m
920	eat	HtanHsan	hɔm	hɔm	h ɔ m		1-59	3 7 4	AXN	HUM	5	5.H.C 5.U.V 5.M.c	2.0 1.5 0.8	hɔm	0	441	h ɔ m	441	c c c	2-13/h 27-1/o 1-22/m
921	eat	PangKham	hɔːm	hɔːm	h ɔː m		1-59	3 7 4	AXN	HUM	14	14.H.C 14.U.V 14.M.c	2.0 1.5 0.8	hɔːm	0	441	h ɔː m	441	c c c	2-13/h 27-1/o 1-22/m
922	eat	ManLoi	hɔːm	hɔːm	h ɔː m		1-59	3 7 4	AXN	HUM	8	8.H.C 8.U.V 8.M.c	2.0 1.5 0.8	hɔːm	0	441	h ɔː m	441	c c c	2-13/h 27-1/o 1-22/m
923	eat	MengDan	hɔːm	hɔːm	h ɔː m	khan1274	1-59	3 7 4	AXN	HUM	9	9.H.C 9.U.V 9.M.c	2.0 1.5 0.8	hɔːm	0	441	h ɔː m	441	c c c	2-13/h 27-1/o 1-22/m
924	eat	ChuDongGua	hoːm	hoːm	h oː m		1-59	3 7 4	AXN	HUM	3	3.H.C 3.U.V 3.M.c	2.0 1.5 0.8	hoːm	0	441	h oː m	441	c c c	2-13/h 27-1/o 1-22/m
925	eat	XiangZhaiTang	hoːm	hoːm	h oː m	ruma1248	1-59	3 7 4	AXN	HUM	16	16.H.C 16.U.V 16.M.c	2.0 1.5 0.8	hoːm	0	441	h oː m	441	c c c	2-13/h 27-1/o 1-22/m
926	eat	PongNuea	hoːm	hoːm	h oː m		1-59	3 7 4	AXN	HUM	15	15.H.C 15.U.V 15.M.c	2.0 1.5 0.8	hoːm	0	441	h oː m	441	c c c	2-13/h 27-1/o 1-22/m
927	eat	NyaungGone	hom	hom	h o m		1-59	3 7 4	AXN	HUM	13	13.H.C 13.U.V 13.M.c	2.0 1.5 0.8	hom	0	441	h o m	441	c c c	2-13/h 27-1/o 1-22/m
928	eat	NoeLae	hom	hom	h o m		1-59	3 7 4	AXN	HUM	12	12.H.C 12.U.V 12.M.c	2.0 1.5 0.8	hom	0	441	h o m	441	c c c	2-13/h 27-1/o 1-22/m
929	eat	BanPaw	hom	hom	h o m		1-59	3 7 4	AXN	HUM	1	1.H.C 1.U.V 1.M.c	2.0 1.5 0.8	hom	0	441	h o m	441	c c c	2-13/h 27-1/o 1-22/m
930	eat	ChaYeQing	hoːm	hoːm	h oː m		1-59	3 7 4	AXN	HUM	2	2.H.C 2.U.V 2.M.c	2.0 1.5 0.8	hoːm	0	441	h oː m	441	c c c	2-13/h 27-1/o 1-22/m
931	eat	GuangKa	hoːm	hoːm	h oː m	ruma1248	1-59	3 7 4	AXN	HUM	4	4.H.C 4.U.V 4.M.c	2.0 1.5 0.8	hoːm	0	441	h oː m	441	c c c	2-13/h 27-1/o 1-22/m
932	eat	MangBang	hom	hom	h o m	ruma1248	1-59	3 7 4	AXN	HUM	7	7.H.C 7.U.V 7.M.c	2.0 1.5 0.8	hom	0	441	h o m	441	c c c	2-13/h 27-1/o 1-22/m
933	eat	NanSang	hoːm	hoːm	h oː m	ruma1248	1-59	3 7 4	AXN	HUM	11	11.H.C 11.U.V 11.M.c	2.0 1.5 0.8	hoːm	0	441	h oː m	441	c c c	2-13/h 27-1/o 1-22/m
401	egg	NamHsan	kadam ɓeɁ	kadam ɓeɁ	k a + d a m + ɓ e ʔ		1-26	1 7 9 1 7 4 9 1 7 1	AX_AXN_AXN	KA_TAM_PEH	10	10.K.C 10.A.V 10._._ 10.T.C 10.A.V 10.M.c 10._._ 10.P.C 10.E.V 10.H.c	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	ka+dam+ɓeʔ	0	460 461 458	k - a - + d a m + ɓ e ʔ	460 461 458	c c + c c c + c c c	291-1/Ø 292-1/Ø 293-1/Ø 294-1/Ø + 351-1/Ø 227-6/a 1-22/m + 231-1/p 232-1/ə 225-3/n
402	egg	KhunHawt	kaɗam	kaɗam	k a + ɗ a m		1-26	1 7 9 1 7 4	AX_AXN	KA_TAM	6	6.K.C 6.A.V 6._._ 6.T.C 6.A.V 6.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗam	0	460 461	k - a - + ɗ a m	460 461	c c + c c c	291-1/Ø 292-1/Ø 293-1/Ø 294-1/Ø + 351-1/Ø 227-6/a 1-22/m
403	egg	HtanHsan	kaɗam	kaɗam	k a + ɗ a m		1-26	1 7 9 1 7 4	AX_AXN	KA_TAM	5	5.K.C 5.A.V 5._._ 5.T.C 5.A.V 5.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗam	0	460 461	k - a - + ɗ a m	460 461	c c + c c c	291-1/Ø 292-1/Ø 293-1/Ø 294-1/Ø + 351-1/Ø 227-6/a 1-22/m
404	egg	PangKham	ɡlaw	ɡlaw	g l a w		2-26	1 5 7 6	ACXN	KLAW	14	14.K.C 14.L.C 14.A.V 14.W.c	2.0 1.5 1.5 0.8	glaw	0	460	g l a w	460	c c c c	291-1/Ø 292-1/Ø 293-1/Ø 294-1/Ø
405	egg	ManLoi	klaw khaj	klaw khaj	k l a w + kʰ a j		2-26	1 5 7 6 9 1 7 6	ACXN_AXN	KLAW_KAJ	8	8.K.C 8.L.C 8.A.V 8.W.c 8._._ 8.K.C 8.A.V 8.J.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 0.8	klaw+kʰaj	0	462 460	k l a w + kʰ - a j	462 460	c c c c + c c c	0/n 0/n 0/n 0/n + 291-1/Ø 292-1/Ø 293-1/Ø 294-1/Ø
406	egg	MengDan	ɡlɛːw	ɡlɛːw	g l ɛː w	khan1274	2-26	1 5 7 6	ACXN	KLEW	9	9.K.C 9.L.C 9.E.V 9.W.c	2.0 1.5 1.5 0.8	glɛːw	0	460	g l ɛː w	460	c c c c	291-1/Ø 292-1/Ø 293-1/Ø 294-1/Ø
407	egg	ChuDongGua	ɡraːw ʔiar	ɡraːw ʔiar	g r aː w + ʔ i a r		2-26	1 5 7 6 9 1 7 7 5	ACXN_AXYN	KRAW_HIAR	3	3.K.C 3.R.C 3.A.V 3.W.c 3._._ 3.H.C 3.I.V 3.A.V 3.R.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 1.3 0.8	graːw+ʔiar	0	460 459	g r aː w + ʔ i a r	460 459	c c c c + c c c c	291-1/Ø 292-1/Ø 293-1/Ø 294-1/Ø + 4-20/ʔ 244-4/i 227-6/a 256-2/n
408	egg	XiangZhaiTang	pəːn	pəːn	p əː n	ruma1248	3-26	1 7 4	AXN	PEN	16	16.P.C 16.E.V 16.N.c	2.0 1.5 0.8	pəːn	0	458	p əː n	458	c c c	231-1/p 232-1/ə 225-3/n
409	egg	PongNuea	pəan	pəan	p əa n		3-26	1 7 4	AXN	PEN	15	15.P.C 15.E.V 15.N.c	2.0 1.5 0.8	pəan	0	458	p əa n	458	c c c	231-1/p 232-1/ə 225-3/n
410	egg	NyaungGone	pən ʔian	pən ʔian	p ə n + ʔ i a n		3-26	1 7 4 9 1 7 7 4	AXN_AXYN	PEN_HIAN	13	13.P.C 13.E.V 13.N.c 13._._ 13.H.C 13.I.V 13.A.V 13.N.c	2.0 1.5 0.8 0.0 2.0 1.5 1.3 0.8	pən+ʔian	0	458 459	p ə n + ʔ i a n	458 459	c c c + c c c c	231-1/p 232-1/ə 225-3/n + 4-20/ʔ 244-4/i 227-6/a 256-2/n
411	egg	NoeLae	pən Ɂian	pən Ɂian	p ə n + ʔ i a n		3-26	1 7 4 9 1 7 7 4	AXN_AXYN	PEN_HIAN	12	12.P.C 12.E.V 12.N.c 12._._ 12.H.C 12.I.V 12.A.V 12.N.c	2.0 1.5 0.8 0.0 2.0 1.5 1.3 0.8	pən+ʔian	0	458 459	p ə n + ʔ i a n	458 459	c c c + c c c c	231-1/p 232-1/ə 225-3/n + 4-20/ʔ 244-4/i 227-6/a 256-2/n
412	egg	BanPaw	pən Ɂian	pən Ɂian	p ə n + ʔ i a n		3-26	1 7 4 9 1 7 7 4	AXN_AXYN	PEN_HIAN	1	1.P.C 1.E.V 1.N.c 1._._ 1.H.C 1.I.V 1.A.V 1.N.c	2.0 1.5 0.8 0.0 2.0 1.5 1.3 0.8	pən+ʔian	0	458 459	p ə n + ʔ i a n	458 459	c c c + c c c c	231-1/p 232-1/ə 225-3/n + 4-20/ʔ 244-4/i 227-6/a 256-2/n
413	egg	ChaYeQing	bəːn	bəːn	b əː n		3-26	1 7 4	AXN	PEN	2	2.P.C 2.E.V 2.N.c	2.0 1.5 0.8	bəːn	0	458	b əː n	458	c c c	231-1/p 232-1/ə 225-3/n
414	egg	GuangKa	bəːn	bəːn	b əː n	ruma1248	3-26	1 7 4	AXN	PEN	4	4.P.C 4.E.V 4.N.c	2.0 1.5 0.8	bəːn	0	458	b əː n	458	c c c	231-1/p 232-1/ə 225-3/n
415	egg	MangBang	bəːn	bəːn	b əː n	ruma1248	3-26	1 7 4	AXN	PEN	7	7.P.C 7.E.V 7.N.c	2.0 1.5 0.8	bəːn	0	458	b əː n	458	c c c	231-1/p 232-1/ə 225-3/n
416	egg	NanSang	bəːn	bəːn	b əː n	ruma1248	3-26	1 7 4	AXN	PEN	11	11.P.C 11.E.V 11.N.c	2.0 1.5 0.8	bəːn	0	458	b əː n	458	c c c	231-1/p 232-1/ə 225-3/n
497	eye	NamHsan	ŋaːj	ŋaːj	ŋ aː j		1-32	4 7 6	AXN	NAJ	10	10.N.C 10.A.V 10.J.c	2.0 1.5 0.8	ŋaːj	0	484	ŋ aː j	484	c c c	164-6/ŋ 28-1/a 8-2/j
498	eye	KhunHawt	ŋaːj	ŋaːj	ŋ aː j		1-32	4 7 6	AXN	NAJ	6	6.N.C 6.A.V 6.J.c	2.0 1.5 0.8	ŋaːj	0	484	ŋ aː j	484	c c c	164-6/ŋ 28-1/a 8-2/j
499	eye	HtanHsan	ŋaːj	ŋaːj	ŋ aː j		1-32	4 7 6	AXN	NAJ	5	5.N.C 5.A.V 5.J.c	2.0 1.5 0.8	ŋaːj	0	484	ŋ aː j	484	c c c	164-6/ŋ 28-1/a 8-2/j
500	eye	PangKham	bleː ŋaːj	bleː ŋaːj	b l eː + ŋ aː j		1-32	1 5 7 9 4 7 6	ACX_AXN	PLE_NAJ	14	14.P.C 14.L.C 14.E.V 14._._ 14.N.C 14.A.V 14.J.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	bleː+ŋaːj	0	485 484	b l eː - + ŋ aː j	485 484	c c c + c c c	208-1/Ø 209-1/Ø 210-1/Ø 211-1/Ø + 164-6/ŋ 28-1/a 8-2/j
501	eye	ManLoi	bleː ŋaːj	bleː ŋaːj	b l eː + ŋ aː j		1-32	1 5 7 9 4 7 6	ACX_AXN	PLE_NAJ	8	8.P.C 8.L.C 8.E.V 8._._ 8.N.C 8.A.V 8.J.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	bleː+ŋaːj	0	485 484	b l eː - + ŋ aː j	485 484	c c c + c c c	208-1/Ø 209-1/Ø 210-1/Ø 211-1/Ø + 164-6/ŋ 28-1/a 8-2/j
502	eye	MengDan	ŋaːj	ŋaːj	ŋ aː j	khan1274	1-32	4 7 6	AXN	NAJ	9	9.N.C 9.A.V 9.J.c	2.0 1.5 0.8	ŋaːj	0	484	ŋ aː j	484	c c c	164-6/ŋ 28-1/a 8-2/j
503	eye	ChuDongGua	ŋaːj	ŋaːj	ŋ aː j		1-32	4 7 6	AXN	NAJ	3	3.N.C 3.A.V 3.J.c	2.0 1.5 0.8	ŋaːj	0	484	ŋ aː j	484	c c c	164-6/ŋ 28-1/a 8-2/j
504	eye	XiangZhaiTang	ŋaːj	ŋaːj	ŋ aː j	ruma1248	1-32	4 7 6	AXN	NAJ	16	16.N.C 16.A.V 16.J.c	2.0 1.5 0.8	ŋaːj	0	484	ŋ aː j	484	c c c	164-6/ŋ 28-1/a 8-2/j
505	eye	PongNuea	ŋaːj	ŋaːj	ŋ aː j		1-32	4 7 6	AXN	NAJ	15	15.N.C 15.A.V 15.J.c	2.0 1.5 0.8	ŋaːj	0	484	ŋ aː j	484	c c c	164-6/ŋ 28-1/a 8-2/j
506	eye	NyaungGone	ŋaj	ŋaj	ŋ a j		1-32	4 7 6	AXN	NAJ	13	13.N.C 13.A.V 13.J.c	2.0 1.5 0.8	ŋaj	0	484	ŋ a j	484	c c c	164-6/ŋ 28-1/a 8-2/j
507	eye	NoeLae	ŋaj	ŋaj	ŋ a j		1-32	4 7 6	AXN	NAJ	12	12.N.C 12.A.V 12.J.c	2.0 1.5 0.8	ŋaj	0	484	ŋ a j	484	c c c	164-6/ŋ 28-1/a 8-2/j
508	eye	BanPaw	ŋaj	ŋaj	ŋ a j		1-32	4 7 6	AXN	NAJ	1	1.N.C 1.A.V 1.J.c	2.0 1.5 0.8	ŋaj	0	484	ŋ a j	484	c c c	164-6/ŋ 28-1/a 8-2/j
509	eye	ChaYeQing	ŋaːj	ŋaːj	ŋ aː j		1-32	4 7 6	AXN	NAJ	2	2.N.C 2.A.V 2.J.c	2.0 1.5 0.8	ŋaːj	0	484	ŋ aː j	484	c c c	164-6/ŋ 28-1/a 8-2/j
510	eye	GuangKa	ŋaːj	ŋaːj	ŋ aː j	ruma1248	1-32	4 7 6	AXN	NAJ	4	4.N.C 4.A.V 4.J.c	2.0 1.5 0.8	ŋaːj	0	484	ŋ aː j	484	c c c	164-6/ŋ 28-1/a 8-2/j
511	eye	MangBang	ŋaːj	ŋaːj	ŋ aː j	ruma1248	1-32	4 7 6	AXN	NAJ	7	7.N.C 7.A.V 7.J.c	2.0 1.5 0.8	ŋaːj	0	484	ŋ aː j	484	c c c	164-6/ŋ 28-1/a 8-2/j
512	eye	NanSang	ŋaːj	ŋaːj	ŋ aː j	ruma1248	1-32	4 7 6	AXN	NAJ	11	11.N.C 11.A.V 11.J.c	2.0 1.5 0.8	ŋaːj	0	484	ŋ aː j	484	c c c	164-6/ŋ 28-1/a 8-2/j
1109	fall, to drop	NamHsan	ʥɔh	ʥɔh	dʑ ɔ h		1-71	2 7 3	AXN	CUH	10	10.C.C 10.U.V 10.H.c	2.0 1.5 0.8	dʑɔh	0	503	dʑ ɔ h	503	c c c	120-5/c 129-1/ou 2-13/h
1110	fall, to drop	KhunHawt	ʥoh	ʥoh	dʑ o h		1-71	2 7 3	AXN	CUH	6	6.C.C 6.U.V 6.H.c	2.0 1.5 0.8	dʑoh	0	503	dʑ o h	503	c c c	120-5/c 129-1/ou 2-13/h
1111	fall, to drop	HtanHsan	ʥɔh	ʥɔh	dʑ ɔ h		1-71	2 7 3	AXN	CUH	5	5.C.C 5.U.V 5.H.c	2.0 1.5 0.8	dʑɔh	0	503	dʑ ɔ h	503	c c c	120-5/c 129-1/ou 2-13/h
1112	fall, to drop	PangKham	ʨoh	ʨoh	tɕ o h		1-71	2 7 3	AXN	CUH	14	14.C.C 14.U.V 14.H.c	2.0 1.5 0.8	tɕoh	0	503	tɕ o h	503	c c c	120-5/c 129-1/ou 2-13/h
1113	fall, to drop	ManLoi	ʨɔh	ʨɔh	tɕ ɔ h		1-71	2 7 3	AXN	CUH	8	8.C.C 8.U.V 8.H.c	2.0 1.5 0.8	tɕɔh	0	503	tɕ ɔ h	503	c c c	120-5/c 129-1/ou 2-13/h
1114	fall, to drop	MengDan	ʨɔh	ʨɔh	tɕ ɔ h	khan1274	1-71	2 7 3	AXN	CUH	9	9.C.C 9.U.V 9.H.c	2.0 1.5 0.8	tɕɔh	0	503	tɕ ɔ h	503	c c c	120-5/c 129-1/ou 2-13/h
1115	fall, to drop	ChuDongGua	ʥɔh	ʥɔh	dʑ ɔ h		1-71	2 7 3	AXN	CUH	3	3.C.C 3.U.V 3.H.c	2.0 1.5 0.8	dʑɔh	0	503	dʑ ɔ h	503	c c c	120-5/c 129-1/ou 2-13/h
1116	fall, to drop	PongNuea	ʨouh	ʨouh	tɕ ou h		1-71	2 7 3	AXN	CUH	15	15.C.C 15.U.V 15.H.c	2.0 1.5 0.8	tɕouh	0	503	tɕ ou h	503	c c c	120-5/c 129-1/ou 2-13/h
1117	fall, to drop	NyaungGone	couh	couh	c ou h		1-71	1 7 3	AXN	CUH	13	13.C.C 13.U.V 13.H.c	2.0 1.5 0.8	couh	0	503	c ou h	503	c c c	120-5/c 129-1/ou 2-13/h
1118	fall, to drop	NoeLae	coh	coh	c o h		1-71	1 7 3	AXN	CUH	12	12.C.C 12.U.V 12.H.c	2.0 1.5 0.8	coh	0	503	c o h	503	c c c	120-5/c 129-1/ou 2-13/h
1119	fall, to drop	BanPaw	couh	couh	c ou h		1-71	1 7 3	AXN	CUH	1	1.C.C 1.U.V 1.H.c	2.0 1.5 0.8	couh	0	503	c ou h	503	c c c	120-5/c 129-1/ou 2-13/h
1120	fall, to drop	ChaYeQing	ʥɔh	ʥɔh	dʑ ɔ h		1-71	2 7 3	AXN	CUH	2	2.C.C 2.U.V 2.H.c	2.0 1.5 0.8	dʑɔh	0	503	dʑ ɔ h	503	c c c	120-5/c 129-1/ou 2-13/h
1121	fall, to drop	GuangKa	ʥoh	ʥoh	dʑ o h	ruma1248	1-71	2 7 3	AXN	CUH	4	4.C.C 4.U.V 4.H.c	2.0 1.5 0.8	dʑoh	0	503	dʑ o h	503	c c c	120-5/c 129-1/ou 2-13/h
1122	fall, to drop	MangBang	ʥoh	ʥoh	dʑ o h	ruma1248	1-71	2 7 3	AXN	CUH	7	7.C.C 7.U.V 7.H.c	2.0 1.5 0.8	dʑoh	0	503	dʑ o h	503	c c c	120-5/c 129-1/ou 2-13/h
1123	fall, to drop	NanSang	ʥoh	ʥoh	dʑ o h	ruma1248	1-71	2 7 3	AXN	CUH	11	11.C.C 11.U.V 11.H.c	2.0 1.5 0.8	dʑoh	0	503	dʑ o h	503	c c c	120-5/c 129-1/ou 2-13/h
1379	far	NamHsan	saŋaːj	saŋaːj	s a + ŋ aː j		1-88	3 7 9 4 7 6	AX_AXN	SA_NAJ	10	10.S.C 10.A.V 10._._ 10.N.C 10.A.V 10.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaːj	0	519 520	s a - + ŋ aː j	519 520	c c + c c c	29-1/t 30-1/o 31-1/ŋ + 223-3/ɲ 343-1/Ø 341-2/j
1380	far	KhunHawt	saŋaːj	saŋaːj	s a + ŋ aː j		1-88	3 7 9 4 7 6	AX_AXN	SA_NAJ	6	6.S.C 6.A.V 6._._ 6.N.C 6.A.V 6.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaːj	0	519 520	s a - + ŋ aː j	519 520	c c + c c c	29-1/t 30-1/o 31-1/ŋ + 223-3/ɲ 343-1/Ø 341-2/j
1381	far	HtanHsan	saŋaːj	saŋaːj	s a + ŋ aː j		1-88	3 7 9 4 7 6	AX_AXN	SA_NAJ	5	5.S.C 5.A.V 5._._ 5.N.C 5.A.V 5.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaːj	0	519 520	s a - + ŋ aː j	519 520	c c + c c c	29-1/t 30-1/o 31-1/ŋ + 223-3/ɲ 343-1/Ø 341-2/j
1382	far	PangKham	doŋ	doŋ	d o ŋ		2-88	1 7 4	AXN	TUN	14	14.T.C 14.U.V 14.N.c	2.0 1.5 0.8	doŋ	0	519	d o ŋ	519	c c c	29-1/t 30-1/o 31-1/ŋ
1383	far	ManLoi	toŋ	toŋ	t o ŋ		2-88	1 7 4	AXN	TUN	8	8.T.C 8.U.V 8.N.c	2.0 1.5 0.8	toŋ	1	519	t o ŋ	519	c c c	29-1/t 30-1/o 31-1/ŋ
1384	far	MengDan	doŋ	doŋ	d o ŋ	khan1274	2-88	1 7 4	AXN	TUN	9	9.T.C 9.U.V 9.N.c	2.0 1.5 0.8	doŋ	1	519	d o ŋ	519	c c c	29-1/t 30-1/o 31-1/ŋ
1385	far	ChuDongGua	doŋ	doŋ	d o ŋ		2-88	1 7 4	AXN	TUN	3	3.T.C 3.U.V 3.N.c	2.0 1.5 0.8	doŋ	1	519	d o ŋ	519	c c c	29-1/t 30-1/o 31-1/ŋ
1386	far	XiangZhaiTang	toŋ	toŋ	t o ŋ	ruma1248	2-88	1 7 4	AXN	TUN	16	16.T.C 16.U.V 16.N.c	2.0 1.5 0.8	toŋ	0	519	t o ŋ	519	c c c	29-1/t 30-1/o 31-1/ŋ
1387	far	PongNuea	toŋ	toŋ	t o ŋ		2-88	1 7 4	AXN	TUN	15	15.T.C 15.U.V 15.N.c	2.0 1.5 0.8	toŋ	1	519	t o ŋ	519	c c c	29-1/t 30-1/o 31-1/ŋ
1388	far	NyaungGone	n tok	n tok	n + t o k		2-88	4 9 1 7 1	A_AXN	N_TUK	13	13.N.C 13._._ 13.T.C 13.U.V 13.K.c	2.0 0.0 2.0 1.5 0.8	n+tok	0	520 519	n - - + t o k	520 519	c + c c c	223-3/ɲ 343-1/Ø 341-2/j + 29-1/t 30-1/o 31-1/ŋ
1389	far	NoeLae	toŋ	toŋ	t o ŋ		2-88	1 7 4	AXN	TUN	12	12.T.C 12.U.V 12.N.c	2.0 1.5 0.8	toŋ	1	519	t o ŋ	519	c c c	29-1/t 30-1/o 31-1/ŋ
1390	far	BanPaw	toŋ	toŋ	t o ŋ		2-88	1 7 4	AXN	TUN	1	1.T.C 1.U.V 1.N.c	2.0 1.5 0.8	toŋ	1	519	t o ŋ	519	c c c	29-1/t 30-1/o 31-1/ŋ
1391	far	ChaYeQing	doŋ	doŋ	d o ŋ		2-88	1 7 4	AXN	TUN	2	2.T.C 2.U.V 2.N.c	2.0 1.5 0.8	doŋ	1	519	d o ŋ	519	c c c	29-1/t 30-1/o 31-1/ŋ
1392	far	GuangKa	doŋ	doŋ	d o ŋ	ruma1248	2-88	1 7 4	AXN	TUN	4	4.T.C 4.U.V 4.N.c	2.0 1.5 0.8	doŋ	1	519	d o ŋ	519	c c c	29-1/t 30-1/o 31-1/ŋ
1393	far	MangBang	doŋ	doŋ	d o ŋ	ruma1248	2-88	1 7 4	AXN	TUN	7	7.T.C 7.U.V 7.N.c	2.0 1.5 0.8	doŋ	1	519	d o ŋ	519	c c c	29-1/t 30-1/o 31-1/ŋ
1394	far	NanSang	doŋ	doŋ	d o ŋ	ruma1248	2-88	1 7 4	AXN	TUN	11	11.T.C 11.U.V 11.N.c	2.0 1.5 0.8	doŋ	1	519	d o ŋ	519	c c c	29-1/t 30-1/o 31-1/ŋ
713	fat	NamHsan	priaŋ	priaŋ	p r i a ŋ		1-46	1 5 7 7 4	ACXYN	PRIAN	10	10.P.C 10.R.C 10.I.V 10.A.V 10.N.c	2.0 1.5 1.5 1.3 0.8	priaŋ	0	540	p r i a ŋ	540	c c c c c	253-2/b 321-5/r 7-2/i 227-6/a 5-11/ŋ
714	fat	KhunHawt	priaŋ	priaŋ	p r i a ŋ		1-46	1 5 7 7 4	ACXYN	PRIAN	6	6.P.C 6.R.C 6.I.V 6.A.V 6.N.c	2.0 1.5 1.5 1.3 0.8	priaŋ	0	540	p r i a ŋ	540	c c c c c	253-2/b 321-5/r 7-2/i 227-6/a 5-11/ŋ
