ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	CROSSIDS	STRUCTURE	PATTERNS
1442	black	NanSang	Ɂivɔŋ	Ɂivɔŋ	ʔ i + v ɔ ŋ	ruma1248	2-91	1 7 9 3 7 4	AX_AXN	HI_BUN	11	11.H.C 11.I.V 11._._ 11.B.C 11.U.V 11.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔi+vɔŋ	0	107 105	ʔ i + v ɔ ŋ	107 105	c c + c c c	0/n 0/n + 226-3/v 230-4/ɔ 5-11/ŋ
745	blood	NamHsan	n̥aːm	n̥aːm	n̥ aː m		1-48	4 7 4	AXN	NAM	10	10.N.C 10.A.V 10.M.c	2.0 1.5 0.8	n̥aːm	0	123	n̥ aː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
746	blood	KhunHawt	n̥aːm	n̥aːm	n̥ aː m		1-48	4 7 4	AXN	NAM	6	6.N.C 6.A.V 6.M.c	2.0 1.5 0.8	n̥aːm	0	123	n̥ aː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
747	blood	HtanHsan	n̥aːm	n̥aːm	n̥ aː m		1-48	4 7 4	AXN	NAM	5	5.N.C 5.A.V 5.M.c	2.0 1.5 0.8	n̥aːm	0	123	n̥ aː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
748	blood	PangKham	n̥a:m	n̥a:m	n̥ aː m		1-48	4 7 4	AXN	NAM	14	14.N.C 14.A.V 14.M.c	2.0 1.5 0.8	n̥aːm	0	123	n̥ aː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
749	blood	ManLoi	n̥aːm	n̥aːm	n̥ aː m		1-48	4 7 4	AXN	NAM	8	8.N.C 8.A.V 8.M.c	2.0 1.5 0.8	n̥aːm	0	123	n̥ aː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
750	blood	MengDan	n̥ɛːm	n̥ɛːm	n̥ ɛː m	khan1274	1-48	4 7 4	AXN	NEM	9	9.N.C 9.E.V 9.M.c	2.0 1.5 0.8	n̥ɛːm	0	123	n̥ ɛː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
751	blood	ChuDongGua	n̥aːm	n̥aːm	n̥ aː m		1-48	4 7 4	AXN	NAM	3	3.N.C 3.A.V 3.M.c	2.0 1.5 0.8	n̥aːm	0	123	n̥ aː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
752	blood	XiangZhaiTang	n̥aːm	n̥aːm	n̥ aː m	ruma1248	1-48	4 7 4	AXN	NAM	16	16.N.C 16.A.V 16.M.c	2.0 1.5 0.8	n̥aːm	0	123	n̥ aː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
753	blood	PongNuea	n̥aːm	n̥aːm	n̥ aː m		1-48	4 7 4	AXN	NAM	15	15.N.C 15.A.V 15.M.c	2.0 1.5 0.8	n̥aːm	0	123	n̥ aː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
754	blood	NyaungGone	n̥am	n̥am	n̥ a m		1-48	4 7 4	AXN	NAM	13	13.N.C 13.A.V 13.M.c	2.0 1.5 0.8	n̥am	0	123	n̥ a m	123	c c c	16-1/n̥ 153-5/a 1-22/m
755	blood	NoeLae	n̥am	n̥am	n̥ a m		1-48	4 7 4	AXN	NAM	12	12.N.C 12.A.V 12.M.c	2.0 1.5 0.8	n̥am	0	123	n̥ a m	123	c c c	16-1/n̥ 153-5/a 1-22/m
756	blood	BanPaw	n̥am	n̥am	n̥ a m		1-48	4 7 4	AXN	NAM	1	1.N.C 1.A.V 1.M.c	2.0 1.5 0.8	n̥am	0	123	n̥ a m	123	c c c	16-1/n̥ 153-5/a 1-22/m
757	blood	ChaYeQing	n̥aːm	n̥aːm	n̥ aː m		1-48	4 7 4	AXN	NAM	2	2.N.C 2.A.V 2.M.c	2.0 1.5 0.8	n̥aːm	0	123	n̥ aː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
758	blood	GuangKa	n̥aːm	n̥aːm	n̥ aː m	ruma1248	1-48	4 7 4	AXN	NAM	4	4.N.C 4.A.V 4.M.c	2.0 1.5 0.8	n̥aːm	0	123	n̥ aː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
759	blood	MangBang	n̥aːm	n̥aːm	n̥ aː m	ruma1248	1-48	4 7 4	AXN	NAM	7	7.N.C 7.A.V 7.M.c	2.0 1.5 0.8	n̥aːm	0	123	n̥ aː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
760	blood	NanSang	n̥aːm	n̥aːm	n̥ aː m	ruma1248	1-48	4 7 4	AXN	NAM	11	11.N.C 11.A.V 11.M.c	2.0 1.5 0.8	n̥aːm	0	123	n̥ aː m	123	c c c	16-1/n̥ 153-5/a 1-22/m
697	bone	NamHsan	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ		1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	10	10.K.C 10.A.V 10._._ 10.H.C 10.A.V 10.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a + - - - ʔ aː ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
698	bone	KhunHawt	kanɁaːŋ	kanɁaːŋ	k a n ʔ aː ŋ		1-45	1 7 4 1 7 4	AXMBYN	KANHAN	6	6.K.C 6.A.V 6.N.c 6.H.C 6.A.V 6.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kanʔaːŋ	0	141	k a n ʔ aː ŋ	141	c c c c c c	246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
699	bone	HtanHsan	kәnɁaːŋ	kәnɁaːŋ	k ə n ʔ aː ŋ		1-45	1 7 4 1 7 4	AXMBYN	KENHAN	5	5.K.C 5.E.V 5.N.c 5.H.C 5.A.V 5.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kənʔaːŋ	0	141	k ə n ʔ aː ŋ	141	c c c c c c	246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
700	bone	PangKham	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ		1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	14	14.K.C 14.A.V 14._._ 14.H.C 14.A.V 14.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a + - - - ʔ aː ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
701	bone	ManLoi	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ		1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	8	8.K.C 8.A.V 8._._ 8.H.C 8.A.V 8.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a + - - - ʔ aː ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
702	bone	MengDan	kaʔɛːŋ	kaʔɛːŋ	k a + ʔ ɛː ŋ	khan1274	1-45	1 7 9 1 7 4	AX_AXN	KA_HEN	9	9.K.C 9.A.V 9._._ 9.H.C 9.E.V 9.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔɛːŋ	0	140 141	k a + - - - ʔ ɛː ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
703	bone	ChuDongGua	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ		1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	3	3.K.C 3.A.V 3._._ 3.H.C 3.A.V 3.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a + - - - ʔ aː ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
704	bone	XiangZhaiTang	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ	ruma1248	1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	16	16.K.C 16.A.V 16._._ 16.H.C 16.A.V 16.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a + - - - ʔ aː ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
705	bone	PongNuea	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ		1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	15	15.K.C 15.A.V 15._._ 15.H.C 15.A.V 15.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a + - - - ʔ aː ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
706	bone	NyaungGone	kaʔak	kaʔak	k a + ʔ a k		1-45	1 7 9 1 7 1	AX_AXN	KA_HAK	13	13.K.C 13.A.V 13._._ 13.H.C 13.A.V 13.K.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔak	0	140 141	k a + - - - ʔ a k	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
707	bone	NoeLae	kaɁaŋ	kaɁaŋ	k a + ʔ a ŋ		1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	12	12.K.C 12.A.V 12._._ 12.H.C 12.A.V 12.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaŋ	0	140 141	k a + - - - ʔ a ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
708	bone	BanPaw	kaɁaŋ	kaɁaŋ	k a + ʔ a ŋ		1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	1	1.K.C 1.A.V 1._._ 1.H.C 1.A.V 1.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaŋ	0	140 141	k a + - - - ʔ a ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
709	bone	ChaYeQing	kaʔaːŋ	kaʔaːŋ	k a + ʔ aː ŋ		1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	2	2.K.C 2.A.V 2._._ 2.H.C 2.A.V 2.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a + - - - ʔ aː ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
710	bone	GuangKa	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ	ruma1248	1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	4	4.K.C 4.A.V 4._._ 4.H.C 4.A.V 4.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a + - - - ʔ aː ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
711	bone	MangBang	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ	ruma1248	1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	7	7.K.C 7.A.V 7._._ 7.H.C 7.A.V 7.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a + - - - ʔ aː ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
712	bone	NanSang	kaɁaːŋ	kaɁaːŋ	k a + ʔ aː ŋ	ruma1248	1-45	1 7 9 1 7 4	AX_AXN	KA_HAN	11	11.K.C 11.A.V 11._._ 11.H.C 11.A.V 11.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ʔaːŋ	0	140 141	k a + - - - ʔ aː ŋ	140 141	c c + c c c	222-5/k 245-3/a + 246-2/- 250-2/- 188-2/- 4-20/ʔ 153-5/a 5-11/ŋ
966	breathe	NamHsan	khriɁ phә:m	khriɁ phә:m	kʰ r i ʔ + pʰ əː m		1-62	1 5 7 1 9 1 7 4	ACXN_AXN	KRIH_PEM	10	10.K.C 10.R.C 10.I.V 10.H.c 10._._ 10.P.C 10.E.V 10.M.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 0.8	kʰriʔ+pʰəːm	0	173 172	kʰ r i ʔ + pʰ əː m	173 172	c c c c + c c c	289-1/Ø 348-2/Ø 290-1/Ø 316-2/Ø + 6-2/pʰ 17-1/ə 1-22/m
967	breathe	KhunHawt	kanhɔh phә:m	kanhɔh phә:m	k a n + h ɔ h + pʰ əː m		1-62	1 7 4 9 3 7 3 9 1 7 4	AXN_AXN_AXN	KAN_HUH_PEM	6	6.K.C 6.A.V 6.N.c 6._._ 6.H.C 6.U.V 6.H.c 6._._ 6.P.C 6.E.V 6.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	kan+hɔh+pʰəːm	0	174 171 172	k a n + h ɔ h + pʰ əː m	174 171 172	c c c + c c c + c c c	0/n 0/n 0/n + 285-2/h 288-1/ə̆ 346-2/k + 6-2/pʰ 17-1/ə 1-22/m
968	breathe	HtanHsan	kәnɁɔh phәːm	kәnɁɔh phәːm	k ə n + ʔ ɔ h + pʰ əː m		1-62	1 7 4 9 1 7 3 9 1 7 4	AXN_AXN_AXN	KEN_HUH_PEM	5	5.K.C 5.E.V 5.N.c 5._._ 5.H.C 5.U.V 5.H.c 5._._ 5.P.C 5.E.V 5.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	kən+ʔɔh+pʰəːm	0	174 171 172	k ə n + ʔ ɔ h + pʰ əː m	174 171 172	c c c + c c c + c c c	0/n 0/n 0/n + 285-2/h 288-1/ə̆ 346-2/k + 6-2/pʰ 17-1/ə 1-22/m
969	breathe	PangKham	thuj phәːm	thuj phәːm	tʰ u j + pʰ əː m		1-62	1 7 6 9 1 7 4	AXN_AXN	TYJ_PEM	14	14.T.C 14.Y.V 14.J.c 14._._ 14.P.C 14.E.V 14.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	tʰuj+pʰəːm	0	173 172	- tʰ u j + pʰ əː m	173 172	c c c + c c c	289-1/Ø 348-2/Ø 290-1/Ø 316-2/Ø + 6-2/pʰ 17-1/ə 1-22/m
970	breathe	ManLoi	phәːm leh	phәːm leh	pʰ əː m + l e h		1-62	1 7 4 9 5 7 3	AXN_AXN	PEM_LEH	8	8.P.C 8.E.V 8.M.c 8._._ 8.L.C 8.E.V 8.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	pʰəːm+leh	0	172 173	pʰ əː m + - l e h	172 173	c c c + c c c	6-2/pʰ 17-1/ə 1-22/m + 289-1/Ø 348-2/Ø 290-1/Ø 316-2/Ø
971	breathe	MengDan	phəːm	phəːm	pʰ əː m	khan1274	1-62	1 7 4	AXN	PEM	9	9.P.C 9.E.V 9.M.c	2.0 1.5 0.8	pʰəːm	0	172	pʰ əː m	172	c c c	6-2/pʰ 17-1/ə 1-22/m
972	breathe	ChuDongGua	həh phəːm	həh phəːm	h ə h + pʰ əː m		1-62	3 7 3 9 1 7 4	AXN_AXN	HEH_PEM	3	3.H.C 3.E.V 3.H.c 3._._ 3.P.C 3.E.V 3.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	həh+pʰəːm	0	171 172	h ə h + pʰ əː m	171 172	c c c + c c c	285-2/h 288-1/ə̆ 346-2/k + 6-2/pʰ 17-1/ə 1-22/m
973	breathe	XiangZhaiTang	hək phəːm	hək phəːm	h ə k + pʰ əː m	ruma1248	1-62	3 7 1 9 1 7 4	AXN_AXN	HEK_PEM	16	16.H.C 16.E.V 16.K.c 16._._ 16.P.C 16.E.V 16.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hək+pʰəːm	0	171 172	h ə k + pʰ əː m	171 172	c c c + c c c	285-2/h 288-1/ə̆ 346-2/k + 6-2/pʰ 17-1/ə 1-22/m
974	breathe	PongNuea	hək phəːm	hək phəːm	h ə k + pʰ əː m		1-62	3 7 1 9 1 7 4	AXN_AXN	HEK_PEM	15	15.H.C 15.E.V 15.K.c 15._._ 15.P.C 15.E.V 15.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hək+pʰəːm	0	171 172	h ə k + pʰ əː m	171 172	c c c + c c c	285-2/h 288-1/ə̆ 346-2/k + 6-2/pʰ 17-1/ə 1-22/m
975	breathe	NyaungGone	phəm	phəm	pʰ ə m		1-62	1 7 4	AXN	PEM	13	13.P.C 13.E.V 13.M.c	2.0 1.5 0.8	pʰəm	0	172	pʰ ə m	172	c c c	6-2/pʰ 17-1/ə 1-22/m
976	breathe	NoeLae	hə̆k phəm	hə̆k phəm	h ə̆ k + pʰ ə m		1-62	3 7 1 9 1 7 4	AXN_AXN	HEK_PEM	12	12.H.C 12.E.V 12.K.c 12._._ 12.P.C 12.E.V 12.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hə̆k+pʰəm	0	171 172	h ə̆ k + pʰ ə m	171 172	c c c + c c c	285-2/h 288-1/ə̆ 346-2/k + 6-2/pʰ 17-1/ə 1-22/m
977	breathe	BanPaw	hə̆k phəm	hə̆k phəm	h ə̆ k + pʰ ə m		1-62	3 7 1 9 1 7 4	AXN_AXN	HEK_PEM	1	1.H.C 1.E.V 1.K.c 1._._ 1.P.C 1.E.V 1.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hə̆k+pʰəm	0	171 172	h ə̆ k + pʰ ə m	171 172	c c c + c c c	285-2/h 288-1/ə̆ 346-2/k + 6-2/pʰ 17-1/ə 1-22/m
978	breathe	ChaYeQing	doh pheːm	doh pheːm	d o h + pʰ eː m		1-62	1 7 3 9 1 7 4	AXN_AXN	TUH_PEM	2	2.T.C 2.U.V 2.H.c 2._._ 2.P.C 2.E.V 2.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	doh+pʰeːm	0	173 172	- d o h + pʰ eː m	173 172	c c c + c c c	289-1/Ø 348-2/Ø 290-1/Ø 316-2/Ø + 6-2/pʰ 17-1/ə 1-22/m
979	breathe	GuangKa	toh phɛːm	toh phɛːm	t o h + pʰ ɛː m	ruma1248	1-62	1 7 3 9 1 7 4	AXN_AXN	TUH_PEM	4	4.T.C 4.U.V 4.H.c 4._._ 4.P.C 4.E.V 4.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	toh+pʰɛːm	0	173 172	- t o h + pʰ ɛː m	173 172	c c c + c c c	289-1/Ø 348-2/Ø 290-1/Ø 316-2/Ø + 6-2/pʰ 17-1/ə 1-22/m
980	breathe	MangBang	toh phəːm	toh phəːm	t o h + pʰ əː m	ruma1248	1-62	1 7 3 9 1 7 4	AXN_AXN	TUH_PEM	7	7.T.C 7.U.V 7.H.c 7._._ 7.P.C 7.E.V 7.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	toh+pʰəːm	0	173 172	- t o h + pʰ əː m	173 172	c c c + c c c	289-1/Ø 348-2/Ø 290-1/Ø 316-2/Ø + 6-2/pʰ 17-1/ə 1-22/m
981	breathe	NanSang	tohphəːm	tohphəːm	t o h + pʰ əː m	ruma1248	1-62	1 7 3 9 1 7 4	AXN_AXN	TUH_PEM	11	11.T.C 11.U.V 11.H.c 11._._ 11.P.C 11.E.V 11.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	toh+pʰəːm	0	173 172	- t o h + pʰ əː m	173 172	c c c + c c c	289-1/Ø 348-2/Ø 290-1/Ø 316-2/Ø + 6-2/pʰ 17-1/ə 1-22/m
1188	burn	NamHsan	ɡuɁ	ɡuɁ	g u ʔ		1-76	1 7 1	AXN	KYH	10	10.K.C 10.Y.V 10.H.c	2.0 1.5 0.8	guʔ	0	204	g u ʔ	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1189	burn	KhunHawt	ɡuːt	ɡuːt	g uː t		1-76	1 7 1	AXN	KYT	6	6.K.C 6.Y.V 6.T.c	2.0 1.5 0.8	guːt	0	204	g uː t	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1190	burn	HtanHsan	ɡuːɁ	ɡuːɁ	g uː ʔ		1-76	1 7 1	AXN	KYH	5	5.K.C 5.Y.V 5.H.c	2.0 1.5 0.8	guːʔ	0	204	g uː ʔ	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1191	burn	PangKham	ɗɔk	ɗɔk	ɗ ɔ k		2-76	1 7 1	AXN	TUK	14	14.T.C 14.U.V 14.K.c	2.0 1.5 0.8	ɗɔk	0	204	ɗ ɔ k	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1192	burn	ManLoi	ɗok	ɗok	ɗ o k		2-76	1 7 1	AXN	TUK	8	8.T.C 8.U.V 8.K.c	2.0 1.5 0.8	ɗok	0	204	ɗ o k	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1193	burn	MengDan	ɗoʔ	ɗoʔ	ɗ o ʔ	khan1274	2-76	1 7 1	AXN	TUH	9	9.T.C 9.U.V 9.H.c	2.0 1.5 0.8	ɗoʔ	0	204	ɗ o ʔ	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1194	burn	ChuDongGua	ɗoʔ	ɗoʔ	ɗ o ʔ		2-76	1 7 1	AXN	TUH	3	3.T.C 3.U.V 3.H.c	2.0 1.5 0.8	ɗoʔ	0	204	ɗ o ʔ	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1195	burn	XiangZhaiTang	douɁ	douɁ	d ou ʔ	ruma1248	2-76	1 7 1	AXN	TUH	16	16.T.C 16.U.V 16.H.c	2.0 1.5 0.8	douʔ	0	204	d ou ʔ	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1196	burn	PongNuea	douɁ	douɁ	d ou ʔ		2-76	1 7 1	AXN	TUH	15	15.T.C 15.U.V 15.H.c	2.0 1.5 0.8	douʔ	0	204	d ou ʔ	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1197	burn	NyaungGone	douʔ	douʔ	d ou ʔ		2-76	1 7 1	AXN	TUH	13	13.T.C 13.U.V 13.H.c	2.0 1.5 0.8	douʔ	0	204	d ou ʔ	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1198	burn	NoeLae	douɁ	douɁ	d ou ʔ		2-76	1 7 1	AXN	TUH	12	12.T.C 12.U.V 12.H.c	2.0 1.5 0.8	douʔ	0	204	d ou ʔ	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1199	burn	BanPaw	douɁ	douɁ	d ou ʔ		2-76	1 7 1	AXN	TUH	1	1.T.C 1.U.V 1.H.c	2.0 1.5 0.8	douʔ	0	204	d ou ʔ	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1200	burn	ChaYeQing	ɗok	ɗok	ɗ o k		2-76	1 7 1	AXN	TUK	2	2.T.C 2.U.V 2.K.c	2.0 1.5 0.8	ɗok	0	204	ɗ o k	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1201	burn	GuangKa	tok	tok	t o k	ruma1248	2-76	1 7 1	AXN	TUK	4	4.T.C 4.U.V 4.K.c	2.0 1.5 0.8	tok	0	204	t o k	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1202	burn	MangBang	tok	tok	t o k	ruma1248	2-76	1 7 1	AXN	TUK	7	7.T.C 7.U.V 7.K.c	2.0 1.5 0.8	tok	0	204	t o k	204	c c c	18-1/d 19-1/ou 20-1/ʔ
1203	burn	NanSang	tok	tok	t o k	ruma1248	2-76	1 7 1	AXN	TUK	11	11.T.C 11.U.V 11.K.c	2.0 1.5 0.8	tok	0	204	t o k	204	c c c	18-1/d 19-1/ou 20-1/ʔ
777	child	NamHsan	kuan	kuan	k u a n		1-50	1 7 7 4	AXYN	KYAN	10	10.K.C 10.Y.V 10.A.V 10.N.c	2.0 1.5 1.3 0.8	kuan	0	221	k u a n	221	c c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n
778	child	HtanHsan	kuan	kuan	k u a n		1-50	1 7 7 4	AXYN	KYAN	5	5.K.C 5.Y.V 5.A.V 5.N.c	2.0 1.5 1.3 0.8	kuan	0	221	k u a n	221	c c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n
779	child	PangKham	ɡɔːn	ɡɔːn	g ɔː n		1-50	1 7 4	AXN	KUN	14	14.K.C 14.U.V 14.N.c	2.0 1.5 0.8	gɔːn	0	221	g ɔː - n	221	c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n
780	child	ManLoi	ɡɔːn	ɡɔːn	g ɔː n		1-50	1 7 4	AXN	KUN	8	8.K.C 8.U.V 8.N.c	2.0 1.5 0.8	gɔːn	0	221	g ɔː - n	221	c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n
781	child	MengDan	kɔnɲɔm	kɔnɲɔm	k ɔ n + ɲ ɔ m	khan1274	1-50	1 7 4 9 4 7 4	AXN_AXN	KUN_NUM	9	9.K.C 9.U.V 9.N.c 9._._ 9.N.C 9.U.V 9.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kɔn+ɲɔm	0	221 222	k ɔ - n + ɲ ɔ m	221 222	c c c + c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n + 0/n 0/n 0/n
782	child	ChuDongGua	kɔːn	kɔːn	k ɔː n		1-50	1 7 4	AXN	KUN	3	3.K.C 3.U.V 3.N.c	2.0 1.5 0.8	kɔːn	0	221	k ɔː - n	221	c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n
783	child	XiangZhaiTang	ɡɔːn	ɡɔːn	g ɔː n	ruma1248	1-50	1 7 4	AXN	KUN	16	16.K.C 16.U.V 16.N.c	2.0 1.5 0.8	gɔːn	0	221	g ɔː - n	221	c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n
784	child	PongNuea	ɡɔːn	ɡɔːn	g ɔː n		1-50	1 7 4	AXN	KUN	15	15.K.C 15.U.V 15.N.c	2.0 1.5 0.8	gɔːn	0	221	g ɔː - n	221	c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n
785	child	NyaungGone	ɡɔn	ɡɔn	g ɔ n		1-50	1 7 4	AXN	KUN	13	13.K.C 13.U.V 13.N.c	2.0 1.5 0.8	gɔn	0	221	g ɔ - n	221	c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n
786	child	NoeLae	ɡɔn	ɡɔn	g ɔ n		1-50	1 7 4	AXN	KUN	12	12.K.C 12.U.V 12.N.c	2.0 1.5 0.8	gɔn	0	221	g ɔ - n	221	c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n
787	child	BanPaw	ɡɔn	ɡɔn	g ɔ n		1-50	1 7 4	AXN	KUN	1	1.K.C 1.U.V 1.N.c	2.0 1.5 0.8	gɔn	0	221	g ɔ - n	221	c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n
788	child	ChaYeQing	koːn	koːn	k oː n		1-50	1 7 4	AXN	KUN	2	2.K.C 2.U.V 2.N.c	2.0 1.5 0.8	koːn	0	221	k oː - n	221	c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n
789	child	GuangKa	kɔːn	kɔːn	k ɔː n	ruma1248	1-50	1 7 4	AXN	KUN	4	4.K.C 4.U.V 4.N.c	2.0 1.5 0.8	kɔːn	0	221	k ɔː - n	221	c c c	10-3/g 124-1/ɔ 204-2/- 151-10/n
