ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	STRUCTURE	CROSSIDS
906	58_see	see	ManLoi	Man Loi	ʥәː	ʥәː	dʑ əː		1409	22.636019	97.139264		2 7	AX	CE	8	8.C.C 8.E.V	2.0 1.5	dʑəː	0	1319	dʑ əː	i n	1319
907	58_see	see	MengDan	Meng Dan	ʥɨː	ʥɨː	dʑ ɨː	khan1274	1409	24.296522	98.379886		2 7	AX	CI	9	9.C.C 9.I.V	2.0 1.5	dʑɨː	0	1319	dʑ ɨː	i n	1319
908	58_see	see	ChuDongGua	Chu Dong Gua	jɨː	jɨː	j ɨː		1409	24.330889	98.393125		6 7	AX	JI	3	3.J.C 3.I.V	2.0 1.5	jɨː	0	1318	j ɨː	m n	1318
911	58_see	see	NyaungGone	Nyaung Gone	jə	jə	j ə		1409	20.635025	96.545772		6 7	AX	JE	13	13.J.C 13.E.V	2.0 1.5	jə	0	1318	j ə	m n	1318
912	58_see	see	NoeLae	Noe Lae	jə	jə	j ə		1409	19.941803	99.044742		6 7	AX	JE	12	12.J.C 12.E.V	2.0 1.5	jə	0	1318	j ə	m n	1318
913	58_see	see	BanPaw	Ban Paw	jə	jə	j ə		1409	21.311225	99.557550		6 7	AX	JE	1	1.J.C 1.E.V	2.0 1.5	jə	0	1318	j ə	m n	1318
741	47_skin	skin	ChaYeQing	Cha Ye Qing	huː	huː	h uː		763	24.305717	98.463661		3 7	AX	HY	2	2.H.C 2.Y.V	2.0 1.5	huː	0	1369	h uː	i n	1369
742	47_skin	skin	GuangKa	Guang Ka	huː	huː	h uː	ruma1248	763	24.065714	97.796281		3 7	AX	HY	4	4.H.C 4.Y.V	2.0 1.5	huː	0	1369	h uː	i n	1369
743	47_skin	skin	MangBang	Mang Bang	huː	huː	h uː	ruma1248	763	24.416392	98.399078		3 7	AX	HY	7	7.H.C 7.Y.V	2.0 1.5	huː	0	1369	h uː	i n	1369
744	47_skin	skin	NanSang	Nan Sang	huː	huː	h uː	ruma1248	763	24.019728	97.819736		3 7	AX	HY	11	11.H.C 11.Y.V	2.0 1.5	huː	0	1369	h uː	i n	1369
161	11_stone	stone	NamHsan	Namhsan	moː	moː	m oː		1762	22.965064	97.163239		4 7	AX	MU	10	10.M.C 10.U.V	2.0 1.5	moː	0	1507	m oː	i n	1507
1414	90_this	this	PangKham	Pangkham	niː	niː	n iː		1214	22.672097	97.161167		4 7	AX	NI	14	14.N.C 14.I.V	2.0 1.5	niː	0	1558	n iː	i n	1558
1420	90_this	this	NyaungGone	Nyaung Gone	ni	ni	n i		1214	20.635025	96.545772		4 7	AX	NI	13	13.N.C 13.I.V	2.0 1.5	ni	0	1558	n i	i n	1558
1421	90_this	this	NoeLae	Noe Lae	ni	ni	n i		1214	19.941803	99.044742		4 7	AX	NI	12	12.N.C 12.I.V	2.0 1.5	ni	0	1558	n i	i n	1558
1424	90_this	this	GuangKa	Guang Ka	niː	niː	n iː	ruma1248	1214	24.065714	97.796281		4 7	AX	NI	4	4.N.C 4.I.V	2.0 1.5	niː	0	1558	n iː	i n	1558
198	13_tree	tree	MengDan	Meng Dan	hi	hi	h i	khan1274	906	24.296522	98.379886		3 7	AX	HI	9	9.H.C 9.I.V	2.0 1.5	hi	0	1626	h i	i n	1626
199	13_tree	tree	ChuDongGua	Chu Dong Gua	hi	hi	h i		906	24.330889	98.393125		3 7	AX	HI	3	3.H.C 3.I.V	2.0 1.5	hi	0	1626	h i	i n	1626
202	13_tree	tree	NyaungGone	Nyaung Gone	he	he	h e		906	20.635025	96.545772		3 7	AX	HE	13	13.H.C 13.E.V	2.0 1.5	he	0	1626	h e	i n	1626
203	13_tree	tree	NoeLae	Noe Lae	he	he	h e		906	19.941803	99.044742		3 7	AX	HE	12	12.H.C 12.E.V	2.0 1.5	he	0	1626	h e	i n	1626
204	13_tree	tree	BanPaw	Ban Paw	he	he	h e		906	21.311225	99.557550		3 7	AX	HE	1	1.H.C 1.E.V	2.0 1.5	he	0	1626	h e	i n	1626
1256	80_two	two	HtanHsan	Htan Hsan	Ɂa:	Ɂa:	ʔ aː		1498	22.675133	97.289942		1 7	AX	HA	5	5.H.C 5.A.V	2.0 1.5	ʔaː	0	1647	ʔ aː	i n	1647
1257	80_two	two	PangKham	Pangkham	Ɂaː	Ɂaː	ʔ aː		1498	22.672097	97.161167		1 7	AX	HA	14	14.H.C 14.A.V	2.0 1.5	ʔaː	0	1647	ʔ aː	i n	1647
1258	80_two	two	ManLoi	Man Loi	Ɂɛː	Ɂɛː	ʔ ɛː		1498	22.636019	97.139264		1 7	AX	HE	8	8.H.C 8.E.V	2.0 1.5	ʔɛː	0	1647	ʔ ɛː	i n	1647
1259	80_two	two	MengDan	Meng Dan	ʔɛː	ʔɛː	ʔ ɛː	khan1274	1498	24.296522	98.379886		1 7	AX	HE	9	9.H.C 9.E.V	2.0 1.5	ʔɛː	0	1647	ʔ ɛː	i n	1647
1260	80_two	two	ChuDongGua	Chu Dong Gua	Ɂaː	Ɂaː	ʔ aː		1498	24.330889	98.393125		1 7	AX	HA	3	3.H.C 3.A.V	2.0 1.5	ʔaː	0	1647	ʔ aː	i n	1647
1261	80_two	two	XiangZhaiTang	Xiang Zhai Tang	Ɂaː	Ɂaː	ʔ aː	ruma1248	1498	24.323819	98.556639		1 7	AX	HA	16	16.H.C 16.A.V	2.0 1.5	ʔaː	0	1647	ʔ aː	i n	1647
1262	80_two	two	PongNuea	Pong Nuea	Ɂaː	Ɂaː	ʔ aː		1498	20.321525	99.866817		1 7	AX	HA	15	15.H.C 15.A.V	2.0 1.5	ʔaː	0	1647	ʔ aː	i n	1647
1264	80_two	two	NoeLae	Noe Lae	Ɂa	Ɂa	ʔ a		1498	19.941803	99.044742		1 7	AX	HA	12	12.H.C 12.A.V	2.0 1.5	ʔa	0	1647	ʔ a	i n	1647
1265	80_two	two	BanPaw	Ban Paw	Ɂa	Ɂa	ʔ a		1498	21.311225	99.557550		1 7	AX	HA	1	1.H.C 1.A.V	2.0 1.5	ʔa	0	1647	ʔ a	i n	1647
1266	80_two	two	ChaYeQing	Cha Ye Qing	ʔeː	ʔeː	ʔ eː		1498	24.305717	98.463661		1 7	AX	HE	2	2.H.C 2.E.V	2.0 1.5	ʔeː	0	1647	ʔ eː	i n	1647
1267	80_two	two	GuangKa	Guang Ka	ʔɛː	ʔɛː	ʔ ɛː	ruma1248	1498	24.065714	97.796281		1 7	AX	HE	4	4.H.C 4.E.V	2.0 1.5	ʔɛː	0	1647	ʔ ɛː	i n	1647
1268	80_two	two	MangBang	Mang Bang	ʔɛː	ʔɛː	ʔ ɛː	ruma1248	1498	24.416392	98.399078		1 7	AX	HE	7	7.H.C 7.E.V	2.0 1.5	ʔɛː	0	1647	ʔ ɛː	i n	1647
1269	80_two	two	NanSang	Nan Sang	Ɂaː	Ɂaː	ʔ aː	ruma1248	1498	24.019728	97.819736		1 7	AX	HA	11	11.H.C 11.A.V	2.0 1.5	ʔaː	0	1647	ʔ aː	i n	1647
1553	98_what	what?	MangBang	Mang Bang	si	si	s i	ruma1248	1236	24.416392	98.399078		3 7	AX	SI	7	7.S.C 7.I.V	2.0 1.5	si	0	1683	s i	i n	1683
1528	97_who	who?	MengDan	Meng Dan	ʔi siː	ʔi siː	ʔ i + s iː	khan1274	1235	24.296522	98.379886		1 7 9 3 7	AX_AX	HI_SI	9	9.H.C 9.I.V 9._._ 9.S.C 9.I.V	2.0 1.5 0.0 2.0 1.5	ʔi+siː	0	1721 1717	ʔ i + s iː	i n + i n	1721 1717
1536	97_who	who?	GuangKa	Guang Ka	siː	siː	s iː	ruma1248	1235	24.065714	97.796281		3 7	AX	SI	4	4.S.C 4.I.V	2.0 1.5	siː	0	1717	s iː	i n	1717
85	6_wind	wind	ManLoi	Man Loi	khuː	khuː	kʰ uː		960	22.636019	97.139264		1 7	AX	KY	8	8.K.C 8.Y.V	2.0 1.5	kʰuː	0	1738	kʰ uː	i n	1738
93	6_wind	wind	ChaYeQing	Cha Ye Qing	khuː	khuː	kʰ uː		960	24.305717	98.463661		1 7	AX	KY	2	2.K.C 2.Y.V	2.0 1.5	kʰuː	0	1738	kʰ uː	i n	1738
94	6_wind	wind	GuangKa	Guang Ka	khuː	khuː	kʰ uː	ruma1248	960	24.065714	97.796281		1 7	AX	KY	4	4.K.C 4.Y.V	2.0 1.5	kʰuː	0	1738	kʰ uː	i n	1738
95	6_wind	wind	MangBang	Mang Bang	khuː	khuː	kʰ uː	ruma1248	960	24.416392	98.399078		1 7	AX	KY	7	7.K.C 7.Y.V	2.0 1.5	kʰuː	0	1738	kʰ uː	i n	1738
96	6_wind	wind	NanSang	Nan Sang	khuː	khuː	kʰ uː	ruma1248	960	24.019728	97.819736		1 7	AX	KY	11	11.K.C 11.Y.V	2.0 1.5	kʰuː	0	1738	kʰ uː	i n	1738
1570	100_yousg	you (sg.)	NamHsan	Namhsan	miː	miː	m iː		1213	22.965064	97.163239		4 7	AX	MI	10	10.M.C 10.I.V	2.0 1.5	miː	0	1772	m iː	i n	1772
1571	100_yousg	you (sg.)	KhunHawt	Khun Hawt	miː	miː	m iː		1213	22.965064	97.163239		4 7	AX	MI	6	6.M.C 6.I.V	2.0 1.5	miː	0	1772	m iː	i n	1772
1572	100_yousg	you (sg.)	HtanHsan	Htan Hsan	miː	miː	m iː		1213	22.675133	97.289942		4 7	AX	MI	5	5.M.C 5.I.V	2.0 1.5	miː	0	1772	m iː	i n	1772
1577	100_yousg	you (sg.)	XiangZhaiTang	Xiang Zhai Tang	mɛː	mɛː	m ɛː	ruma1248	1213	24.323819	98.556639		4 7	AX	ME	16	16.M.C 16.E.V	2.0 1.5	mɛː	0	1772	m ɛː	i n	1772
1578	100_yousg	you (sg.)	PongNuea	Pong Nuea	mɛː	mɛː	m ɛː		1213	20.321525	99.866817		4 7	AX	ME	15	15.M.C 15.E.V	2.0 1.5	mɛː	0	1772	m ɛː	i n	1772
1579	100_yousg	you (sg.)	NyaungGone	Nyaung Gone	mɛ	mɛ	m ɛ		1213	20.635025	96.545772		4 7	AX	ME	13	13.M.C 13.E.V	2.0 1.5	mɛ	0	1772	m ɛ	i n	1772
1580	100_yousg	you (sg.)	NoeLae	Noe Lae	mɛ	mɛ	m ɛ		1213	19.941803	99.044742		4 7	AX	ME	12	12.M.C 12.E.V	2.0 1.5	mɛ	0	1772	m ɛ	i n	1772
1581	100_yousg	you (sg.)	BanPaw	Ban Paw	mɛ	mɛ	m ɛ		1213	21.311225	99.557550		4 7	AX	ME	1	1.M.C 1.E.V	2.0 1.5	mɛ	0	1772	m ɛ	i n	1772
