ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
909	58_see	see	XiangZhaiTang	Xiang Zhai Tang	jəɯ	jəɯ	j ə ɯ	ruma1248	1409	24.323819	98.556639		6 7 7	AXZ	JEI	16	16.J.C 16.E.V 16.I.V	2.0 1.5 0.8	jəɯ	0	1318	j ə - ɯ
910	58_see	see	PongNuea	Pong Nuea	jəɯ	jəɯ	j ə ɯ		1409	20.321525	99.866817		6 7 7	AXZ	JEI	15	15.J.C 15.E.V 15.I.V	2.0 1.5 0.8	jəɯ	0	1318	j ə - ɯ
911	58_see	see	NyaungGone	Nyaung Gone	jə	jə	j ə		1409	20.635025	96.545772		6 7	AX	JE	13	13.J.C 13.E.V	2.0 1.5	jə	0	1318	j ə - -
912	58_see	see	NoeLae	Noe Lae	jə	jə	j ə		1409	19.941803	99.044742		6 7	AX	JE	12	12.J.C 12.E.V	2.0 1.5	jə	0	1318	j ə - -
913	58_see	see	BanPaw	Ban Paw	jə	jə	j ə		1409	21.311225	99.557550		6 7	AX	JE	1	1.J.C 1.E.V	2.0 1.5	jə	0	1318	j ə - -
914	58_see	see	ChaYeQing	Cha Ye Qing	ʥeːw	ʥeːw	dʑ eː w		1409	24.305717	98.463661		2 7 6	AXN	CEW	2	2.C.C 2.E.V 2.W.c	2.0 1.5 0.8	dʑeːw	0	1319	dʑ eː w -
915	58_see	see	GuangKa	Guang Ka	jew	jew	j e w	ruma1248	1409	24.065714	97.796281		6 7 6	AXN	JEW	4	4.J.C 4.E.V 4.W.c	2.0 1.5 0.8	jew	0	1318	j e w -
916	58_see	see	MangBang	Mang Bang	jew	jew	j e w	ruma1248	1409	24.416392	98.399078		6 7 6	AXN	JEW	7	7.J.C 7.E.V 7.W.c	2.0 1.5 0.8	jew	0	1318	j e w -
917	58_see	see	NanSang	Nan Sang	jew	jew	j e w	ruma1248	1409	24.019728	97.819736		6 7 6	AXN	JEW	11	11.J.C 11.E.V 11.W.c	2.0 1.5 0.8	jew	0	1318	j e w -
822	53_sew	sew	NamHsan	Namhsan	ʥɨŋ	ʥɨŋ	dʑ ɨ ŋ		1457	22.965064	97.163239		2 7 4	AXN	CIN	10	10.C.C 10.I.V 10.N.c	2.0 1.5 0.8	dʑɨŋ	0	1335	- - dʑ ɨ ŋ
823	53_sew	sew	KhunHawt	Khun Hawt	ʥeɲ	ʥeɲ	dʑ e ɲ		1457	22.965064	97.163239		2 7 4	AXN	CEN	6	6.C.C 6.E.V 6.N.c	2.0 1.5 0.8	dʑeɲ	0	1335	- - dʑ e ɲ
824	53_sew	sew	HtanHsan	Htan Hsan	ʥiɲ	ʥiɲ	dʑ i ɲ		1457	22.675133	97.289942		2 7 4	AXN	CIN	5	5.C.C 5.I.V 5.N.c	2.0 1.5 0.8	dʑiɲ	0	1335	- - dʑ i ɲ
825	53_sew	sew	PangKham	Pangkham	ʨiŋ	ʨiŋ	tɕ i ŋ		1457	22.672097	97.161167		2 7 4	AXN	CIN	14	14.C.C 14.I.V 14.N.c	2.0 1.5 0.8	tɕiŋ	0	1335	- - tɕ i ŋ
826	53_sew	sew	ManLoi	Man Loi	ʨin	ʨin	tɕ i n		1457	22.636019	97.139264		2 7 4	AXN	CIN	8	8.C.C 8.I.V 8.N.c	2.0 1.5 0.8	tɕin	0	1335	- - tɕ i n
827	53_sew	sew	MengDan	Meng Dan	ʨiŋ	ʨiŋ	tɕ i ŋ	khan1274	1457	24.296522	98.379886		2 7 4	AXN	CIN	9	9.C.C 9.I.V 9.N.c	2.0 1.5 0.8	tɕiŋ	0	1335	- - tɕ i ŋ
828	53_sew	sew	ChuDongGua	Chu Dong Gua	ʥiŋ	ʥiŋ	dʑ i ŋ		1457	24.330889	98.393125		2 7 4	AXN	CIN	3	3.C.C 3.I.V 3.N.c	2.0 1.5 0.8	dʑiŋ	0	1335	- - dʑ i ŋ
829	53_sew	sew	XiangZhaiTang	Xiang Zhai Tang	ʨiɲ	ʨiɲ	tɕ i ɲ	ruma1248	1457	24.323819	98.556639		2 7 4	AXN	CIN	16	16.C.C 16.I.V 16.N.c	2.0 1.5 0.8	tɕiɲ	0	1335	- - tɕ i ɲ
830	53_sew	sew	PongNuea	Pong Nuea	ʨiɲ	ʨiɲ	tɕ i ɲ		1457	20.321525	99.866817		2 7 4	AXN	CIN	15	15.C.C 15.I.V 15.N.c	2.0 1.5 0.8	tɕiɲ	0	1335	- - tɕ i ɲ
831	53_sew	sew	NyaungGone	Nyaung Gone	cin	cin	c i n		1457	20.635025	96.545772		1 7 4	AXN	CIN	13	13.C.C 13.I.V 13.N.c	2.0 1.5 0.8	cin	0	1335	- - c i n
832	53_sew	sew	NoeLae	Noe Lae	ciɲ	ciɲ	c i ɲ		1457	19.941803	99.044742		1 7 4	AXN	CIN	12	12.C.C 12.I.V 12.N.c	2.0 1.5 0.8	ciɲ	0	1335	- - c i ɲ
833	53_sew	sew	BanPaw	Ban Paw	cin	cin	c i n		1457	21.311225	99.557550		1 7 4	AXN	CIN	1	1.C.C 1.I.V 1.N.c	2.0 1.5 0.8	cin	0	1335	- - c i n
834	53_sew	sew	ChaYeQing	Cha Ye Qing	ʥen	ʥen	dʑ e n		1457	24.305717	98.463661		2 7 4	AXN	CEN	2	2.C.C 2.E.V 2.N.c	2.0 1.5 0.8	dʑen	0	1335	- - dʑ e n
835	53_sew	sew	GuangKa	Guang Ka	kaʥən	kaʥən	k a dʑ ə n	ruma1248	1457	24.065714	97.796281		1 7 2 7 4	AXBYN	KACEN	4	4.K.C 4.A.V 4.C.C 4.E.V 4.N.c	2.0 1.5 1.75 1.3 0.8	kadʑən	0	1335	k a dʑ ə n
836	53_sew	sew	MangBang	Mang Bang	ʥən	ʥən	dʑ ə n	ruma1248	1457	24.416392	98.399078		2 7 4	AXN	CEN	7	7.C.C 7.E.V 7.N.c	2.0 1.5 0.8	dʑən	0	1335	- - dʑ ə n
837	53_sew	sew	NanSang	Nan Sang	ʥən	ʥən	dʑ ə n	ruma1248	1457	24.019728	97.819736		2 7 4	AXN	CEN	11	11.C.C 11.E.V 11.N.c	2.0 1.5 0.8	dʑən	0	1335	- - dʑ ə n
1077	69_sit	sit	NamHsan	Namhsan	mɔɁ	mɔɁ	m ɔ ʔ		1416	22.965064	97.163239		4 7 1	AXN	MUH	10	10.M.C 10.U.V 10.H.c	2.0 1.5 0.8	mɔʔ	0	1355	m ɔ ʔ
1078	69_sit	sit	KhunHawt	Khun Hawt	moɁ	moɁ	m o ʔ		1416	22.965064	97.163239		4 7 1	AXN	MUH	6	6.M.C 6.U.V 6.H.c	2.0 1.5 0.8	moʔ	0	1355	m o ʔ
1079	69_sit	sit	HtanHsan	Htan Hsan	mɔɁ	mɔɁ	m ɔ ʔ		1416	22.675133	97.289942		4 7 1	AXN	MUH	5	5.M.C 5.U.V 5.H.c	2.0 1.5 0.8	mɔʔ	0	1355	m ɔ ʔ
1080	69_sit	sit	PangKham	Pangkham	mɔŋ	mɔŋ	m ɔ ŋ		1416	22.672097	97.161167		4 7 4	AXN	MUN	14	14.M.C 14.U.V 14.N.c	2.0 1.5 0.8	mɔŋ	0	1355	m ɔ ŋ
1081	69_sit	sit	ManLoi	Man Loi	mɔŋ	mɔŋ	m ɔ ŋ		1416	22.636019	97.139264		4 7 4	AXN	MUN	8	8.M.C 8.U.V 8.N.c	2.0 1.5 0.8	mɔŋ	0	1355	m ɔ ŋ
1082	69_sit	sit	MengDan	Meng Dan	ŋoːj	ŋoːj	ŋ oː j	khan1274	1416	24.296522	98.379886		4 7 6	AXN	NUJ	9	9.N.C 9.U.V 9.J.c	2.0 1.5 0.8	ŋoːj	0	1354	ŋ oː j
1083	69_sit	sit	ChuDongGua	Chu Dong Gua	ŋoːj	ŋoːj	ŋ oː j		1416	24.330889	98.393125		4 7 6	AXN	NUJ	3	3.N.C 3.U.V 3.J.c	2.0 1.5 0.8	ŋoːj	0	1354	ŋ oː j
1084	69_sit	sit	XiangZhaiTang	Xiang Zhai Tang	kɔj	kɔj	k ɔ j	ruma1248	1416	24.323819	98.556639		1 7 6	AXN	KUJ	16	16.K.C 16.U.V 16.J.c	2.0 1.5 0.8	kɔj	0	1356	k ɔ j
1085	69_sit	sit	PongNuea	Pong Nuea	tuic	tuic	t u i c		1416	20.321525	99.866817		1 7 7 1	AXYN	TYIC	15	15.T.C 15.Y.V 15.I.V 15.C.c	2.0 1.5 1.3 0.8	tuic	0	1352	t u i c
1086	69_sit	sit	NyaungGone	Nyaung Gone	tuc	tuc	t u c		1416	20.635025	96.545772		1 7 1	AXN	TYC	13	13.T.C 13.Y.V 13.C.c	2.0 1.5 0.8	tuc	0	1352	t u - c
1087	69_sit	sit	NoeLae	Noe Lae	tuc	tuc	t u c		1416	19.941803	99.044742		1 7 1	AXN	TYC	12	12.T.C 12.Y.V 12.C.c	2.0 1.5 0.8	tuc	0	1352	t u - c
1088	69_sit	sit	BanPaw	Ban Paw	tut	tut	t u t		1416	21.311225	99.557550		1 7 1	AXN	TYT	1	1.T.C 1.Y.V 1.T.c	2.0 1.5 0.8	tut	0	1352	t u - t
1089	69_sit	sit	ChaYeQing	Cha Ye Qing	Ɂak	Ɂak	ʔ a k		1416	24.305717	98.463661		1 7 1	AXN	HAK	2	2.H.C 2.A.V 2.K.c	2.0 1.5 0.8	ʔak	0	1353	ʔ a k
1090	69_sit	sit	GuangKa	Guang Ka	Ɂɔk	Ɂɔk	ʔ ɔ k	ruma1248	1416	24.065714	97.796281		1 7 1	AXN	HUK	4	4.H.C 4.U.V 4.K.c	2.0 1.5 0.8	ʔɔk	0	1353	ʔ ɔ k
1091	69_sit	sit	MangBang	Mang Bang	Ɂɔk	Ɂɔk	ʔ ɔ k	ruma1248	1416	24.416392	98.399078		1 7 1	AXN	HUK	7	7.H.C 7.U.V 7.K.c	2.0 1.5 0.8	ʔɔk	0	1353	ʔ ɔ k
1092	69_sit	sit	NanSang	Nan Sang	Ɂak	Ɂak	ʔ a k	ruma1248	1416	24.019728	97.819736		1 7 1	AXN	HAK	11	11.H.C 11.A.V 11.K.c	2.0 1.5 0.8	ʔak	0	1353	ʔ a k
729	47_skin	skin	NamHsan	Namhsan	hur	hur	h u r		763	22.965064	97.163239		3 7 5	AXN	HYR	10	10.H.C 10.Y.V 10.R.c	2.0 1.5 0.8	hur	0	1369	h u r
730	47_skin	skin	KhunHawt	Khun Hawt	hur	hur	h u r		763	22.965064	97.163239		3 7 5	AXN	HYR	6	6.H.C 6.Y.V 6.R.c	2.0 1.5 0.8	hur	0	1369	h u r
731	47_skin	skin	HtanHsan	Htan Hsan	huːr	huːr	h uː r		763	22.675133	97.289942		3 7 5	AXN	HYR	5	5.H.C 5.Y.V 5.R.c	2.0 1.5 0.8	huːr	0	1369	h uː r
732	47_skin	skin	PangKham	Pangkham	huːn	huːn	h uː n		763	22.672097	97.161167		3 7 4	AXN	HYN	14	14.H.C 14.Y.V 14.N.c	2.0 1.5 0.8	huːn	0	1369	h uː n
733	47_skin	skin	ManLoi	Man Loi	hur	hur	h u r		763	22.636019	97.139264		3 7 5	AXN	HYR	8	8.H.C 8.Y.V 8.R.c	2.0 1.5 0.8	hur	0	1369	h u r
734	47_skin	skin	MengDan	Meng Dan	hur	hur	h u r	khan1274	763	24.296522	98.379886		3 7 5	AXN	HYR	9	9.H.C 9.Y.V 9.R.c	2.0 1.5 0.8	hur	0	1369	h u r
735	47_skin	skin	ChuDongGua	Chu Dong Gua	hur	hur	h u r		763	24.330889	98.393125		3 7 5	AXN	HYR	3	3.H.C 3.Y.V 3.R.c	2.0 1.5 0.8	hur	0	1369	h u r
736	47_skin	skin	XiangZhaiTang	Xiang Zhai Tang	huːn	huːn	h uː n	ruma1248	763	24.323819	98.556639		3 7 4	AXN	HYN	16	16.H.C 16.Y.V 16.N.c	2.0 1.5 0.8	huːn	0	1369	h uː n
737	47_skin	skin	PongNuea	Pong Nuea	huːn	huːn	h uː n		763	20.321525	99.866817		3 7 4	AXN	HYN	15	15.H.C 15.Y.V 15.N.c	2.0 1.5 0.8	huːn	0	1369	h uː n
738	47_skin	skin	NyaungGone	Nyaung Gone	hun	hun	h u n		763	20.635025	96.545772		3 7 4	AXN	HYN	13	13.H.C 13.Y.V 13.N.c	2.0 1.5 0.8	hun	0	1369	h u n
739	47_skin	skin	NoeLae	Noe Lae	hun	hun	h u n		763	19.941803	99.044742		3 7 4	AXN	HYN	12	12.H.C 12.Y.V 12.N.c	2.0 1.5 0.8	hun	0	1369	h u n
740	47_skin	skin	BanPaw	Ban Paw	hun	hun	h u n		763	21.311225	99.557550		3 7 4	AXN	HYN	1	1.H.C 1.Y.V 1.N.c	2.0 1.5 0.8	hun	0	1369	h u n
741	47_skin	skin	ChaYeQing	Cha Ye Qing	huː	huː	h uː		763	24.305717	98.463661		3 7	AX	HY	2	2.H.C 2.Y.V	2.0 1.5	huː	0	1369	h uː -
742	47_skin	skin	GuangKa	Guang Ka	huː	huː	h uː	ruma1248	763	24.065714	97.796281		3 7	AX	HY	4	4.H.C 4.Y.V	2.0 1.5	huː	0	1369	h uː -
743	47_skin	skin	MangBang	Mang Bang	huː	huː	h uː	ruma1248	763	24.416392	98.399078		3 7	AX	HY	7	7.H.C 7.Y.V	2.0 1.5	huː	0	1369	h uː -
744	47_skin	skin	NanSang	Nan Sang	huː	huː	h uː	ruma1248	763	24.019728	97.819736		3 7	AX	HY	11	11.H.C 11.Y.V	2.0 1.5	huː	0	1369	h uː -
1029	66_sleep	sleep	NamHsan	Namhsan	ɁiɁ	ɁiɁ	ʔ i ʔ		1585	22.965064	97.163239		1 7 1	AXN	HIH	10	10.H.C 10.I.V 10.H.c	2.0 1.5 0.8	ʔiʔ	0	1386	ʔ i ʔ
1030	66_sleep	sleep	KhunHawt	Khun Hawt	Ɂiːt	Ɂiːt	ʔ iː t		1585	22.965064	97.163239		1 7 1	AXN	HIT	6	6.H.C 6.I.V 6.T.c	2.0 1.5 0.8	ʔiːt	0	1386	ʔ iː t
1031	66_sleep	sleep	HtanHsan	Htan Hsan	ɁiɁ	ɁiɁ	ʔ i ʔ		1585	22.675133	97.289942		1 7 1	AXN	HIH	5	5.H.C 5.I.V 5.H.c	2.0 1.5 0.8	ʔiʔ	0	1386	ʔ i ʔ
1032	66_sleep	sleep	PangKham	Pangkham	Ɂiːt	Ɂiːt	ʔ iː t		1585	22.672097	97.161167		1 7 1	AXN	HIT	14	14.H.C 14.I.V 14.T.c	2.0 1.5 0.8	ʔiːt	0	1386	ʔ iː t
1033	66_sleep	sleep	ManLoi	Man Loi	Ɂit	Ɂit	ʔ i t		1585	22.636019	97.139264		1 7 1	AXN	HIT	8	8.H.C 8.I.V 8.T.c	2.0 1.5 0.8	ʔit	0	1386	ʔ i t
1034	66_sleep	sleep	MengDan	Meng Dan	ʔit	ʔit	ʔ i t	khan1274	1585	24.296522	98.379886		1 7 1	AXN	HIT	9	9.H.C 9.I.V 9.T.c	2.0 1.5 0.8	ʔit	0	1386	ʔ i t
1035	66_sleep	sleep	ChuDongGua	Chu Dong Gua	ʔit	ʔit	ʔ i t		1585	24.330889	98.393125		1 7 1	AXN	HIT	3	3.H.C 3.I.V 3.T.c	2.0 1.5 0.8	ʔit	0	1386	ʔ i t
1036	66_sleep	sleep	XiangZhaiTang	Xiang Zhai Tang	ʔiʔ	ʔiʔ	ʔ i ʔ	ruma1248	1585	24.323819	98.556639		1 7 1	AXN	HIH	16	16.H.C 16.I.V 16.H.c	2.0 1.5 0.8	ʔiʔ	0	1386	ʔ i ʔ
1037	66_sleep	sleep	PongNuea	Pong Nuea	ʔiːʔ	ʔiːʔ	ʔ iː ʔ		1585	20.321525	99.866817		1 7 1	AXN	HIH	15	15.H.C 15.I.V 15.H.c	2.0 1.5 0.8	ʔiːʔ	0	1386	ʔ iː ʔ
1038	66_sleep	sleep	NyaungGone	Nyaung Gone	ʔiʔ	ʔiʔ	ʔ i ʔ		1585	20.635025	96.545772		1 7 1	AXN	HIH	13	13.H.C 13.I.V 13.H.c	2.0 1.5 0.8	ʔiʔ	0	1386	ʔ i ʔ
1039	66_sleep	sleep	NoeLae	Noe Lae	ɁiɁ	ɁiɁ	ʔ i ʔ		1585	19.941803	99.044742		1 7 1	AXN	HIH	12	12.H.C 12.I.V 12.H.c	2.0 1.5 0.8	ʔiʔ	0	1386	ʔ i ʔ
1040	66_sleep	sleep	BanPaw	Ban Paw	ʔit	ʔit	ʔ i t		1585	21.311225	99.557550		1 7 1	AXN	HIT	1	1.H.C 1.I.V 1.T.c	2.0 1.5 0.8	ʔit	0	1386	ʔ i t
1041	66_sleep	sleep	ChaYeQing	Cha Ye Qing	ɁiɁ	ɁiɁ	ʔ i ʔ		1585	24.305717	98.463661		1 7 1	AXN	HIH	2	2.H.C 2.I.V 2.H.c	2.0 1.5 0.8	ʔiʔ	0	1386	ʔ i ʔ
1042	66_sleep	sleep	GuangKa	Guang Ka	ɁiɁ	ɁiɁ	ʔ i ʔ	ruma1248	1585	24.065714	97.796281		1 7 1	AXN	HIH	4	4.H.C 4.I.V 4.H.c	2.0 1.5 0.8	ʔiʔ	0	1386	ʔ i ʔ
1043	66_sleep	sleep	MangBang	Mang Bang	ɁiɁ	ɁiɁ	ʔ i ʔ	ruma1248	1585	24.416392	98.399078		1 7 1	AXN	HIH	7	7.H.C 7.I.V 7.H.c	2.0 1.5 0.8	ʔiʔ	0	1386	ʔ i ʔ
1044	66_sleep	sleep	NanSang	Nan Sang	ɁiɁ	ɁiɁ	ʔ i ʔ	ruma1248	1585	24.019728	97.819736		1 7 1	AXN	HIH	11	11.H.C 11.I.V 11.H.c	2.0 1.5 0.8	ʔiʔ	0	1386	ʔ i ʔ
886	57_smell	smell	NamHsan	Namhsan	khriɁ	khriɁ	kʰ r i ʔ		1586	22.965064	97.163239		1 5 7 1	ACXN	KRIH	10	10.K.C 10.R.C 10.I.V 10.H.c	2.0 1.5 1.5 0.8	kʰriʔ	0	1405	kʰ r i - ʔ
887	57_smell	smell	KhunHawt	Khun Hawt	kruət	kruət	k r u ə t		1586	22.965064	97.163239		1 5 7 7 1	ACXYN	KRYET	6	6.K.C 6.R.C 6.Y.V 6.E.V 6.T.c	2.0 1.5 1.5 1.3 0.8	kruət	0	1405	k r u ə t
888	57_smell	smell	HtanHsan	Htan Hsan	khrɨʔ	khrɨʔ	kʰ r ɨ ʔ		1586	22.675133	97.289942		1 5 7 1	ACXN	KRIH	5	5.K.C 5.R.C 5.I.V 5.H.c	2.0 1.5 1.5 0.8	kʰrɨʔ	0	1405	kʰ r ɨ - ʔ
889	57_smell	smell	PangKham	Pangkham	khrɔːt	khrɔːt	kʰ r ɔː t		1586	22.672097	97.161167		1 5 7 1	ACXN	KRUT	14	14.K.C 14.R.C 14.U.V 14.T.c	2.0 1.5 1.5 0.8	kʰrɔːt	0	1405	kʰ r ɔː - t
890	57_smell	smell	ManLoi	Man Loi	khrit	khrit	kʰ r i t		1586	22.636019	97.139264		1 5 7 1	ACXN	KRIT	8	8.K.C 8.R.C 8.I.V 8.T.c	2.0 1.5 1.5 0.8	kʰrit	0	1405	kʰ r i - t
891	57_smell	smell	MengDan	Meng Dan	ʔujh	ʔujh	ʔ u j̊	khan1274	1586	24.296522	98.379886		1 7 6	AXN	HYJ	9	9.H.C 9.Y.V 9.J.c	2.0 1.5 0.8	ʔuj̊	0	1404	ʔ u j̊
892	57_smell	smell	ChuDongGua	Chu Dong Gua	ʔujh	ʔujh	ʔ u j̊		1586	24.330889	98.393125		1 7 6	AXN	HYJ	3	3.H.C 3.Y.V 3.J.c	2.0 1.5 0.8	ʔuj̊	0	1404	ʔ u j̊
893	57_smell	smell	XiangZhaiTang	Xiang Zhai Tang	Ɂuh	Ɂuh	ʔ u h	ruma1248	1586	24.323819	98.556639		1 7 3	AXN	HYH	16	16.H.C 16.Y.V 16.H.c	2.0 1.5 0.8	ʔuh	0	1404	ʔ u h
894	57_smell	smell	PongNuea	Pong Nuea	ɲ̥ɔːɁ	ɲ̥ɔːɁ	ɲ̊ ɔː ʔ		1586	20.321525	99.866817		4 7 1	AXN	NUH	15	15.N.C 15.U.V 15.H.c	2.0 1.5 0.8	ɲ̊ɔːʔ	0	1403	ɲ̊ ɔː - ʔ
895	57_smell	smell	NyaungGone	Nyaung Gone	ɲ̥ɔʔ	ɲ̥ɔʔ	ɲ̊ ɔ ʔ		1586	20.635025	96.545772		4 7 1	AXN	NUH	13	13.N.C 13.U.V 13.H.c	2.0 1.5 0.8	ɲ̊ɔʔ	0	1403	ɲ̊ ɔ - ʔ
896	57_smell	smell	NoeLae	Noe Lae	ɲ̥ɔɁ	ɲ̥ɔɁ	ɲ̊ ɔ ʔ		1586	19.941803	99.044742		4 7 1	AXN	NUH	12	12.N.C 12.U.V 12.H.c	2.0 1.5 0.8	ɲ̊ɔʔ	0	1403	ɲ̊ ɔ - ʔ
897	57_smell	smell	BanPaw	Ban Paw	ɲ̥ɔɁ	ɲ̥ɔɁ	ɲ̊ ɔ ʔ		1586	21.311225	99.557550		4 7 1	AXN	NUH	1	1.N.C 1.U.V 1.H.c	2.0 1.5 0.8	ɲ̊ɔʔ	0	1403	ɲ̊ ɔ - ʔ
898	57_smell	smell	ChaYeQing	Cha Ye Qing	ʔuh	ʔuh	ʔ u h		1586	24.305717	98.463661		1 7 3	AXN	HYH	2	2.H.C 2.Y.V 2.H.c	2.0 1.5 0.8	ʔuh	0	1404	ʔ u h
899	57_smell	smell	GuangKa	Guang Ka	ɲɔjɁ	ɲɔjɁ	ɲ ɔ j ʔ	ruma1248	1586	24.065714	97.796281		4 7 6 1	AXLN	NUJH	4	4.N.C 4.U.V 4.J.c 4.H.c	2.0 1.5 1.1 0.8	ɲɔjʔ	0	1403	ɲ ɔ j ʔ
900	57_smell	smell	MangBang	Mang Bang	ɲɔːj?	ɲɔːj?	ɲ ɔː j ʔ	ruma1248	1586	24.416392	98.399078		4 7 6 1	AXLN	NUJH	7	7.N.C 7.U.V 7.J.c 7.H.c	2.0 1.5 1.1 0.8	ɲɔːjʔ	0	1403	ɲ ɔː j ʔ
901	57_smell	smell	NanSang	Nan Sang	ɲɔjɁ	ɲɔjɁ	ɲ ɔ j ʔ	ruma1248	1586	24.019728	97.819736		4 7 6 1	AXLN	NUJH	11	11.N.C 11.U.V 11.J.c 11.H.c	2.0 1.5 1.1 0.8	ɲɔjʔ	0	1403	ɲ ɔ j ʔ
870	56_smoke	smoke	NamHsan	Namhsan	ɗɨʔŋar	ɗɨʔŋar	ɗ ɨ ʔ ŋ a r		778	22.965064	97.163239		1 7 1 4 7 5	AXBCYN	TIHNAR	10	10.T.C 10.I.V 10.H.C 10.N.C 10.A.V 10.R.c	2.0 1.5 1.75 1.5 1.3 0.8	ɗɨʔŋar	0	1421	ɗ ɨ ʔ ŋ a r
871	56_smoke	smoke	KhunHawt	Khun Hawt	ɗәk	ɗәk	ɗ ə k		778	22.965064	97.163239		1 7 1	AXN	TEK	6	6.T.C 6.E.V 6.K.c	2.0 1.5 0.8	ɗək	0	1422	ɗ ə k
872	56_smoke	smoke	HtanHsan	Htan Hsan	ɗәkŋal	ɗәkŋal	ɗ ə k ŋ a l		778	22.675133	97.289942		1 7 1 4 7 5	AXBCYN	TEKNAL	5	5.T.C 5.E.V 5.K.C 5.N.C 5.A.V 5.L.c	2.0 1.5 1.75 1.5 1.3 0.8	ɗəkŋal	0	1421	ɗ ə k ŋ a l
873	56_smoke	smoke	PangKham	Pangkham	ɗɔk ŋɔː	ɗɔk ŋɔː	ɗ ɔ k + ŋ ɔː		778	22.672097	97.161167		1 7 1 9 4 7	AXN_AX	TUK_NU	14	14.T.C 14.U.V 14.K.c 14._._ 14.N.C 14.U.V	2.0 1.5 0.8 0.0 2.0 1.5	ɗɔk+ŋɔː	0	1420 1423	ɗ ɔ k + ŋ ɔː
874	56_smoke	smoke	ManLoi	Man Loi	ɗak	ɗak	ɗ a k		778	22.636019	97.139264		1 7 1	AXN	TAK	8	8.T.C 8.A.V 8.K.c	2.0 1.5 0.8	ɗak	0	1420	ɗ a k
875	56_smoke	smoke	MengDan	Meng Dan	ɗɔʔ	ɗɔʔ	ɗ ɔ ʔ	khan1274	778	24.296522	98.379886		1 7 1	AXN	TUH	9	9.T.C 9.U.V 9.H.c	2.0 1.5 0.8	ɗɔʔ	0	1420	ɗ ɔ ʔ
876	56_smoke	smoke	ChuDongGua	Chu Dong Gua	ɗɔːk	ɗɔːk	ɗ ɔː k		778	24.330889	98.393125		1 7 1	AXN	TUK	3	3.T.C 3.U.V 3.K.c	2.0 1.5 0.8	ɗɔːk	0	1420	ɗ ɔː k
877	56_smoke	smoke	XiangZhaiTang	Xiang Zhai Tang	dak	dak	d a k	ruma1248	778	24.323819	98.556639		1 7 1	AXN	TAK	16	16.T.C 16.A.V 16.K.c	2.0 1.5 0.8	dak	0	1420	d a k
878	56_smoke	smoke	PongNuea	Pong Nuea	dak	dak	d a k		778	20.321525	99.866817		1 7 1	AXN	TAK	15	15.T.C 15.A.V 15.K.c	2.0 1.5 0.8	dak	0	1420	d a k
879	56_smoke	smoke	NyaungGone	Nyaung Gone	dăk	dăk	d ă k		778	20.635025	96.545772		1 7 1	AXN	TAK	13	13.T.C 13.A.V 13.K.c	2.0 1.5 0.8	dăk	0	1420	d ă k
880	56_smoke	smoke	NoeLae	Noe Lae	dăk	dăk	d ă k		778	19.941803	99.044742		1 7 1	AXN	TAK	12	12.T.C 12.A.V 12.K.c	2.0 1.5 0.8	dăk	0	1420	d ă k
881	56_smoke	smoke	BanPaw	Ban Paw	dăk	dăk	d ă k		778	21.311225	99.557550		1 7 1	AXN	TAK	1	1.T.C 1.A.V 1.K.c	2.0 1.5 0.8	dăk	0	1420	d ă k
882	56_smoke	smoke	ChaYeQing	Cha Ye Qing	ɗak	ɗak	ɗ a k		778	24.305717	98.463661		1 7 1	AXN	TAK	2	2.T.C 2.A.V 2.K.c	2.0 1.5 0.8	ɗak	0	1420	ɗ a k
883	56_smoke	smoke	GuangKa	Guang Ka	tak	tak	t a k	ruma1248	778	24.065714	97.796281		1 7 1	AXN	TAK	4	4.T.C 4.A.V 4.K.c	2.0 1.5 0.8	tak	0	1420	t a k
884	56_smoke	smoke	MangBang	Mang Bang	tak	tak	t a k	ruma1248	778	24.416392	98.399078		1 7 1	AXN	TAK	7	7.T.C 7.A.V 7.K.c	2.0 1.5 0.8	tak	0	1420	t a k
885	56_smoke	smoke	NanSang	Nan Sang	tak	tak	t a k	ruma1248	778	24.019728	97.819736		1 7 1	AXN	TAK	11	11.T.C 11.A.V 11.K.c	2.0 1.5 0.8	tak	0	1420	t a k
433	28_snake	snake	NamHsan	Namhsan	haɲ	haɲ	h a ɲ		730	22.965064	97.163239		3 7 4	AXN	HAN	10	10.H.C 10.A.V 10.N.c	2.0 1.5 0.8	haɲ	0	1438	- - h a ɲ
434	28_snake	snake	KhunHawt	Khun Hawt	heɲ	heɲ	h e ɲ		730	22.965064	97.163239		3 7 4	AXN	HEN	6	6.H.C 6.E.V 6.N.c	2.0 1.5 0.8	heɲ	0	1438	- - h e ɲ
435	28_snake	snake	HtanHsan	Htan Hsan	heɲ	heɲ	h e ɲ		730	22.675133	97.289942		3 7 4	AXN	HEN	5	5.H.C 5.E.V 5.N.c	2.0 1.5 0.8	heɲ	0	1438	- - h e ɲ
