ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
1388	88_far	far	NyaungGone	Nyaung Gone	n tok	n tok	n + t o k		1406	20.635025	96.545772		4 9 1 7 1	A_AXN	N_TUK	13	13.N.C 13._._ 13.T.C 13.U.V 13.K.c	2.0 0.0 2.0 1.5 0.8	n+tok	0	435 433	n + t o k
1389	88_far	far	NoeLae	Noe Lae	toŋ	toŋ	t o ŋ		1406	19.941803	99.044742		1 7 4	AXN	TUN	12	12.T.C 12.U.V 12.N.c	2.0 1.5 0.8	toŋ	0	433	t o ŋ
1390	88_far	far	BanPaw	Ban Paw	toŋ	toŋ	t o ŋ		1406	21.311225	99.557550		1 7 4	AXN	TUN	1	1.T.C 1.U.V 1.N.c	2.0 1.5 0.8	toŋ	0	433	t o ŋ
1391	88_far	far	ChaYeQing	Cha Ye Qing	doŋ	doŋ	d o ŋ		1406	24.305717	98.463661		1 7 4	AXN	TUN	2	2.T.C 2.U.V 2.N.c	2.0 1.5 0.8	doŋ	0	433	d o ŋ
1392	88_far	far	GuangKa	Guang Ka	doŋ	doŋ	d o ŋ	ruma1248	1406	24.065714	97.796281		1 7 4	AXN	TUN	4	4.T.C 4.U.V 4.N.c	2.0 1.5 0.8	doŋ	0	433	d o ŋ
1393	88_far	far	MangBang	Mang Bang	doŋ	doŋ	d o ŋ	ruma1248	1406	24.416392	98.399078		1 7 4	AXN	TUN	7	7.T.C 7.U.V 7.N.c	2.0 1.5 0.8	doŋ	0	433	d o ŋ
1394	88_far	far	NanSang	Nan Sang	doŋ	doŋ	d o ŋ	ruma1248	1406	24.019728	97.819736		1 7 4	AXN	TUN	11	11.T.C 11.U.V 11.N.c	2.0 1.5 0.8	doŋ	0	433	d o ŋ
713	46_fat	fat	NamHsan	Namhsan	priaŋ	priaŋ	p r i a ŋ		323	22.965064	97.163239		1 5 7 7 4	ACXYN	PRIAN	10	10.P.C 10.R.C 10.I.V 10.A.V 10.N.c	2.0 1.5 1.5 1.3 0.8	priaŋ	0	451	p r i a ŋ
714	46_fat	fat	KhunHawt	Khun Hawt	priaŋ	priaŋ	p r i a ŋ		323	22.965064	97.163239		1 5 7 7 4	ACXYN	PRIAN	6	6.P.C 6.R.C 6.I.V 6.A.V 6.N.c	2.0 1.5 1.5 1.3 0.8	priaŋ	0	451	p r i a ŋ
715	46_fat	fat	HtanHsan	Htan Hsan	priaŋ	priaŋ	p r i a ŋ		323	22.675133	97.289942		1 5 7 7 4	ACXYN	PRIAN	5	5.P.C 5.R.C 5.I.V 5.A.V 5.N.c	2.0 1.5 1.5 1.3 0.8	priaŋ	0	451	p r i a ŋ
716	46_fat	fat	PangKham	Pangkham	briaŋ	briaŋ	b r i a ŋ		323	22.672097	97.161167		1 5 7 7 4	ACXYN	PRIAN	14	14.P.C 14.R.C 14.I.V 14.A.V 14.N.c	2.0 1.5 1.5 1.3 0.8	briaŋ	0	451	b r i a ŋ
717	46_fat	fat	ManLoi	Man Loi	briaŋ	briaŋ	b r i a ŋ		323	22.636019	97.139264		1 5 7 7 4	ACXYN	PRIAN	8	8.P.C 8.R.C 8.I.V 8.A.V 8.N.c	2.0 1.5 1.5 1.3 0.8	briaŋ	0	451	b r i a ŋ
718	46_fat	fat	MengDan	Meng Dan	priaŋ	priaŋ	p r i a ŋ	khan1274	323	24.296522	98.379886		1 5 7 7 4	ACXYN	PRIAN	9	9.P.C 9.R.C 9.I.V 9.A.V 9.N.c	2.0 1.5 1.5 1.3 0.8	priaŋ	0	451	p r i a ŋ
719	46_fat	fat	ChuDongGua	Chu Dong Gua	priaŋ	priaŋ	p r i a ŋ		323	24.330889	98.393125		1 5 7 7 4	ACXYN	PRIAN	3	3.P.C 3.R.C 3.I.V 3.A.V 3.N.c	2.0 1.5 1.5 1.3 0.8	priaŋ	0	451	p r i a ŋ
720	46_fat	fat	XiangZhaiTang	Xiang Zhai Tang	briaŋ	briaŋ	b r i a ŋ	ruma1248	323	24.323819	98.556639		1 5 7 7 4	ACXYN	PRIAN	16	16.P.C 16.R.C 16.I.V 16.A.V 16.N.c	2.0 1.5 1.5 1.3 0.8	briaŋ	0	451	b r i a ŋ
721	46_fat	fat	PongNuea	Pong Nuea	briaŋ	briaŋ	b r i a ŋ		323	20.321525	99.866817		1 5 7 7 4	ACXYN	PRIAN	15	15.P.C 15.R.C 15.I.V 15.A.V 15.N.c	2.0 1.5 1.5 1.3 0.8	briaŋ	0	451	b r i a ŋ
722	46_fat	fat	NyaungGone	Nyaung Gone	briak	briak	b r i a k		323	20.635025	96.545772		1 5 7 7 1	ACXYN	PRIAK	13	13.P.C 13.R.C 13.I.V 13.A.V 13.K.c	2.0 1.5 1.5 1.3 0.8	briak	0	451	b r i a k
723	46_fat	fat	NoeLae	Noe Lae	briaŋ	briaŋ	b r i a ŋ		323	19.941803	99.044742		1 5 7 7 4	ACXYN	PRIAN	12	12.P.C 12.R.C 12.I.V 12.A.V 12.N.c	2.0 1.5 1.5 1.3 0.8	briaŋ	0	451	b r i a ŋ
724	46_fat	fat	BanPaw	Ban Paw	briaŋ	briaŋ	b r i a ŋ		323	21.311225	99.557550		1 5 7 7 4	ACXYN	PRIAN	1	1.P.C 1.R.C 1.I.V 1.A.V 1.N.c	2.0 1.5 1.5 1.3 0.8	briaŋ	0	451	b r i a ŋ
725	46_fat	fat	ChaYeQing	Cha Ye Qing	bjoŋ	bjoŋ	b j o ŋ		323	24.305717	98.463661		1 6 7 4	ACXN	PJUN	2	2.P.C 2.J.C 2.U.V 2.N.c	2.0 1.5 1.5 0.8	bjoŋ	0	451	b j o - ŋ
726	46_fat	fat	GuangKa	Guang Ka	pjoŋ	pjoŋ	p j o ŋ	ruma1248	323	24.065714	97.796281		1 6 7 4	ACXN	PJUN	4	4.P.C 4.J.C 4.U.V 4.N.c	2.0 1.5 1.5 0.8	pjoŋ	0	451	p j o - ŋ
727	46_fat	fat	MangBang	Mang Bang	pjoŋ	pjoŋ	p j o ŋ	ruma1248	323	24.416392	98.399078		1 6 7 4	ACXN	PJUN	7	7.P.C 7.J.C 7.U.V 7.N.c	2.0 1.5 1.5 0.8	pjoŋ	0	451	p j o - ŋ
728	46_fat	fat	NanSang	Nan Sang	pjoŋ	pjoŋ	p j o ŋ	ruma1248	323	24.019728	97.819736		1 6 7 4	ACXN	PJUN	11	11.P.C 11.J.C 11.U.V 11.N.c	2.0 1.5 1.5 0.8	pjoŋ	0	451	p j o - ŋ
1014	65_fear	fear	NamHsan	Namhsan	ʥɔː	ʥɔː	dʑ ɔː		1419	22.965064	97.163239		2 7	AX	CU	10	10.C.C 10.U.V	2.0 1.5	dʑɔː	0	468	dʑ ɔː -
1015	65_fear	fear	KhunHawt	Khun Hawt	jow	jow	j o w		1419	22.965064	97.163239		6 7 6	AXN	JUW	6	6.J.C 6.U.V 6.W.c	2.0 1.5 0.8	jow	0	468	j o w
1016	65_fear	fear	HtanHsan	Htan Hsan	ʥoː	ʥoː	dʑ oː		1419	22.675133	97.289942		2 7	AX	CU	5	5.C.C 5.U.V	2.0 1.5	dʑoː	0	468	dʑ oː -
1017	65_fear	fear	PangKham	Pangkham	ʥoː	ʥoː	dʑ oː		1419	22.672097	97.161167		2 7	AX	CU	14	14.C.C 14.U.V	2.0 1.5	dʑoː	0	468	dʑ oː -
1018	65_fear	fear	ManLoi	Man Loi	ʥɔː	ʥɔː	dʑ ɔː		1419	22.636019	97.139264		2 7	AX	CU	8	8.C.C 8.U.V	2.0 1.5	dʑɔː	0	468	dʑ ɔː -
1019	65_fear	fear	MengDan	Meng Dan	ʥoː	ʥoː	dʑ oː	khan1274	1419	24.296522	98.379886		2 7	AX	CU	9	9.C.C 9.U.V	2.0 1.5	dʑoː	0	468	dʑ oː -
1020	65_fear	fear	ChuDongGua	Chu Dong Gua	joː	joː	j oː		1419	24.330889	98.393125		6 7	AX	JU	3	3.J.C 3.U.V	2.0 1.5	joː	0	468	j oː -
1021	65_fear	fear	PongNuea	Pong Nuea	jow	jow	j o w		1419	20.321525	99.866817		6 7 6	AXN	JUW	15	15.J.C 15.U.V 15.W.c	2.0 1.5 0.8	jow	0	468	j o w
1022	65_fear	fear	NyaungGone	Nyaung Gone	kacua	kacua	k a c u a		1419	20.635025	96.545772		1 7 1 7 7	AXBYZ	KACYA	13	13.K.C 13.A.V 13.C.C 13.Y.V 13.A.V	2.0 1.5 1.75 1.3 0.8	kacua	0	469	k a c u a
1023	65_fear	fear	NoeLae	Noe Lae	kacua	kacua	k a c u a		1419	19.941803	99.044742		1 7 1 7 7	AXBYZ	KACYA	12	12.K.C 12.A.V 12.C.C 12.Y.V 12.A.V	2.0 1.5 1.75 1.3 0.8	kacua	0	469	k a c u a
1024	65_fear	fear	BanPaw	Ban Paw	jo	jo	j o		1419	21.311225	99.557550		6 7	AX	JU	1	1.J.C 1.U.V	2.0 1.5	jo	0	468	j o -
1025	65_fear	fear	ChaYeQing	Cha Ye Qing	ʥaw	ʥaw	dʑ a w		1419	24.305717	98.463661		2 7 6	AXN	CAW	2	2.C.C 2.A.V 2.W.c	2.0 1.5 0.8	dʑaw	0	468	dʑ a w
1026	65_fear	fear	GuangKa	Guang Ka	jaw	jaw	j a w	ruma1248	1419	24.065714	97.796281		6 7 6	AXN	JAW	4	4.J.C 4.A.V 4.W.c	2.0 1.5 0.8	jaw	0	468	j a w
1027	65_fear	fear	MangBang	Mang Bang	jaw	jaw	j a w	ruma1248	1419	24.416392	98.399078		6 7 6	AXN	JAW	7	7.J.C 7.A.V 7.W.c	2.0 1.5 0.8	jaw	0	468	j a w
1028	65_fear	fear	NanSang	Nan Sang	jaw	jaw	j a w	ruma1248	1419	24.019728	97.819736		6 7 6	AXN	JAW	11	11.J.C 11.A.V 11.W.c	2.0 1.5 0.8	jaw	0	468	j a w
838	54_fire	fire	NamHsan	Namhsan	ŋar	ŋar	ŋ a r		221	22.965064	97.163239		4 7 5	AXN	NAR	10	10.N.C 10.A.V 10.R.c	2.0 1.5 0.8	ŋar	0	484	ŋ a - r
839	54_fire	fire	KhunHawt	Khun Hawt	ŋar	ŋar	ŋ a r		221	22.965064	97.163239		4 7 5	AXN	NAR	6	6.N.C 6.A.V 6.R.c	2.0 1.5 0.8	ŋar	0	484	ŋ a - r
840	54_fire	fire	HtanHsan	Htan Hsan	ŋal	ŋal	ŋ a l		221	22.675133	97.289942		4 7 5	AXN	NAL	5	5.N.C 5.A.V 5.L.c	2.0 1.5 0.8	ŋal	0	484	ŋ a - l
841	54_fire	fire	PangKham	Pangkham	ŋɔː	ŋɔː	ŋ ɔː		221	22.672097	97.161167		4 7	AX	NU	14	14.N.C 14.U.V	2.0 1.5	ŋɔː	0	484	ŋ ɔː - -
842	54_fire	fire	ManLoi	Man Loi	ŋɔː	ŋɔː	ŋ ɔː		221	22.636019	97.139264		4 7	AX	NU	8	8.N.C 8.U.V	2.0 1.5	ŋɔː	0	484	ŋ ɔː - -
843	54_fire	fire	MengDan	Meng Dan	ŋal	ŋal	ŋ a l	khan1274	221	24.296522	98.379886		4 7 5	AXN	NAL	9	9.N.C 9.A.V 9.L.c	2.0 1.5 0.8	ŋal	0	484	ŋ a - l
844	54_fire	fire	ChuDongGua	Chu Dong Gua	ŋɔr	ŋɔr	ŋ ɔ r		221	24.330889	98.393125		4 7 5	AXN	NUR	3	3.N.C 3.U.V 3.R.c	2.0 1.5 0.8	ŋɔr	0	484	ŋ ɔ - r
845	54_fire	fire	XiangZhaiTang	Xiang Zhai Tang	ŋɔː	ŋɔː	ŋ ɔː	ruma1248	221	24.323819	98.556639		4 7	AX	NU	16	16.N.C 16.U.V	2.0 1.5	ŋɔː	0	484	ŋ ɔː - -
846	54_fire	fire	PongNuea	Pong Nuea	ŋɔː	ŋɔː	ŋ ɔː		221	20.321525	99.866817		4 7	AX	NU	15	15.N.C 15.U.V	2.0 1.5	ŋɔː	0	484	ŋ ɔː - -
847	54_fire	fire	NyaungGone	Nyaung Gone	ŋɔ	ŋɔ	ŋ ɔ		221	20.635025	96.545772		4 7	AX	NU	13	13.N.C 13.U.V	2.0 1.5	ŋɔ	0	484	ŋ ɔ - -
848	54_fire	fire	NoeLae	Noe Lae	ŋɔ	ŋɔ	ŋ ɔ		221	19.941803	99.044742		4 7	AX	NU	12	12.N.C 12.U.V	2.0 1.5	ŋɔ	0	484	ŋ ɔ - -
849	54_fire	fire	BanPaw	Ban Paw	ŋɔ	ŋɔ	ŋ ɔ		221	21.311225	99.557550		4 7	AX	NU	1	1.N.C 1.U.V	2.0 1.5	ŋɔ	0	484	ŋ ɔ - -
850	54_fire	fire	ChaYeQing	Cha Ye Qing	ŋaj	ŋaj	ŋ a j		221	24.305717	98.463661		4 7 6	AXN	NAJ	2	2.N.C 2.A.V 2.J.c	2.0 1.5 0.8	ŋaj	0	484	ŋ a - j
851	54_fire	fire	GuangKa	Guang Ka	ŋaj	ŋaj	ŋ a j	ruma1248	221	24.065714	97.796281		4 7 6	AXN	NAJ	4	4.N.C 4.A.V 4.J.c	2.0 1.5 0.8	ŋaj	0	484	ŋ a - j
852	54_fire	fire	MangBang	Mang Bang	ŋaj	ŋaj	ŋ a j	ruma1248	221	24.416392	98.399078		4 7 6	AXN	NAJ	7	7.N.C 7.A.V 7.J.c	2.0 1.5 0.8	ŋaj	0	484	ŋ a - j
853	54_fire	fire	NanSang	Nan Sang	ŋaiɁ	ŋaiɁ	ŋ a i ʔ	ruma1248	221	24.019728	97.819736		4 7 7 1	AXYN	NAIH	11	11.N.C 11.A.V 11.I.V 11.H.c	2.0 1.5 1.3 0.8	ŋaiʔ	0	484	ŋ a i ʔ
417	27_fish	fish	NamHsan	Namhsan	kaː	kaː	k aː		227	22.965064	97.163239		1 7	AX	KA	10	10.K.C 10.A.V	2.0 1.5	kaː	0	502	k aː
418	27_fish	fish	KhunHawt	Khun Hawt	kaː	kaː	k aː		227	22.965064	97.163239		1 7	AX	KA	6	6.K.C 6.A.V	2.0 1.5	kaː	0	502	k aː
419	27_fish	fish	HtanHsan	Htan Hsan	kaː	kaː	k aː		227	22.675133	97.289942		1 7	AX	KA	5	5.K.C 5.A.V	2.0 1.5	kaː	0	502	k aː
420	27_fish	fish	PangKham	Pangkham	ɡaː	ɡaː	g aː		227	22.672097	97.161167		1 7	AX	KA	14	14.K.C 14.A.V	2.0 1.5	gaː	0	502	g aː
421	27_fish	fish	ManLoi	Man Loi	ɡɛː	ɡɛː	g ɛː		227	22.636019	97.139264		1 7	AX	KE	8	8.K.C 8.E.V	2.0 1.5	gɛː	0	502	g ɛː
422	27_fish	fish	MengDan	Meng Dan	kɛː	kɛː	k ɛː	khan1274	227	24.296522	98.379886		1 7	AX	KE	9	9.K.C 9.E.V	2.0 1.5	kɛː	0	502	k ɛː
423	27_fish	fish	ChuDongGua	Chu Dong Gua	kaː	kaː	k aː		227	24.330889	98.393125		1 7	AX	KA	3	3.K.C 3.A.V	2.0 1.5	kaː	0	502	k aː
424	27_fish	fish	XiangZhaiTang	Xiang Zhai Tang	ɡaː	ɡaː	g aː	ruma1248	227	24.323819	98.556639		1 7	AX	KA	16	16.K.C 16.A.V	2.0 1.5	gaː	0	502	g aː
425	27_fish	fish	PongNuea	Pong Nuea	maɡɛa	maɡɛa	m a g ɛ a		227	20.321525	99.866817		4 7 1 7 7	AXBYZ	MAKEA	15	15.M.C 15.A.V 15.K.C 15.E.V 15.A.V	2.0 1.5 1.75 1.3 0.8	magɛa	0	501	m a g ɛ a
426	27_fish	fish	NyaungGone	Nyaung Gone	maɡa	maɡa	m a g a		227	20.635025	96.545772		4 7 1 7	AXBZ	MAKA	13	13.M.C 13.A.V 13.K.C 13.A.V	2.0 1.5 1.75 0.8	maga	0	501	m a g - a
427	27_fish	fish	NoeLae	Noe Lae	maɡa	maɡa	m a g a		227	19.941803	99.044742		4 7 1 7	AXBZ	MAKA	12	12.M.C 12.A.V 12.K.C 12.A.V	2.0 1.5 1.75 0.8	maga	0	501	m a g - a
428	27_fish	fish	BanPaw	Ban Paw	maɡa	maɡa	m a g a		227	21.311225	99.557550		4 7 1 7	AXBZ	MAKA	1	1.M.C 1.A.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	maga	0	501	m a g - a
429	27_fish	fish	ChaYeQing	Cha Ye Qing	kaː	kaː	k aː		227	24.305717	98.463661		1 7	AX	KA	2	2.K.C 2.A.V	2.0 1.5	kaː	0	502	k aː
430	27_fish	fish	GuangKa	Guang Ka	kaː	kaː	k aː	ruma1248	227	24.065714	97.796281		1 7	AX	KA	4	4.K.C 4.A.V	2.0 1.5	kaː	0	502	k aː
431	27_fish	fish	MangBang	Mang Bang	kaː	kaː	k aː	ruma1248	227	24.416392	98.399078		1 7	AX	KA	7	7.K.C 7.A.V	2.0 1.5	kaː	0	502	k aː
432	27_fish	fish	NanSang	Nan Sang	kaː	kaː	k aː	ruma1248	227	24.019728	97.819736		1 7	AX	KA	11	11.K.C 11.A.V	2.0 1.5	kaː	0	502	k aː
241	16_flower	flower	NamHsan	Namhsan	ɓoh	ɓoh	ɓ o h		239	22.965064	97.163239		1 7 3	AXN	PUH	10	10.P.C 10.U.V 10.H.c	2.0 1.5 0.8	ɓoh	0	518	ɓ o - h
242	16_flower	flower	KhunHawt	Khun Hawt	ɓoh	ɓoh	ɓ o h		239	22.965064	97.163239		1 7 3	AXN	PUH	6	6.P.C 6.U.V 6.H.c	2.0 1.5 0.8	ɓoh	0	518	ɓ o - h
243	16_flower	flower	HtanHsan	Htan Hsan	ɓoh	ɓoh	ɓ o h		239	22.675133	97.289942		1 7 3	AXN	PUH	5	5.P.C 5.U.V 5.H.c	2.0 1.5 0.8	ɓoh	0	518	ɓ o - h
244	16_flower	flower	PangKham	Pangkham	boh	boh	b o h		239	22.672097	97.161167		1 7 3	AXN	PUH	14	14.P.C 14.U.V 14.H.c	2.0 1.5 0.8	boh	0	518	b o - h
245	16_flower	flower	ManLoi	Man Loi	ɓoh	ɓoh	ɓ o h		239	22.636019	97.139264		1 7 3	AXN	PUH	8	8.P.C 8.U.V 8.H.c	2.0 1.5 0.8	ɓoh	0	518	ɓ o - h
246	16_flower	flower	MengDan	Meng Dan	ɓoh	ɓoh	ɓ o h	khan1274	239	24.296522	98.379886		1 7 3	AXN	PUH	9	9.P.C 9.U.V 9.H.c	2.0 1.5 0.8	ɓoh	0	518	ɓ o - h
247	16_flower	flower	ChuDongGua	Chu Dong Gua	ɓoh	ɓoh	ɓ o h		239	24.330889	98.393125		1 7 3	AXN	PUH	3	3.P.C 3.U.V 3.H.c	2.0 1.5 0.8	ɓoh	0	518	ɓ o - h
248	16_flower	flower	XiangZhaiTang	Xiang Zhai Tang	boh	boh	b o h	ruma1248	239	24.323819	98.556639		1 7 3	AXN	PUH	16	16.P.C 16.U.V 16.H.c	2.0 1.5 0.8	boh	0	518	b o - h
249	16_flower	flower	PongNuea	Pong Nuea	bouh	bouh	b o u h		239	20.321525	99.866817		1 7 7 3	AXYN	PUYH	15	15.P.C 15.U.V 15.Y.V 15.H.c	2.0 1.5 1.3 0.8	bouh	0	518	b o u h
250	16_flower	flower	NyaungGone	Nyaung Gone	bouh	bouh	b o u h		239	20.635025	96.545772		1 7 7 3	AXYN	PUYH	13	13.P.C 13.U.V 13.Y.V 13.H.c	2.0 1.5 1.3 0.8	bouh	0	518	b o u h
251	16_flower	flower	NoeLae	Noe Lae	bouh	bouh	b o u h		239	19.941803	99.044742		1 7 7 3	AXYN	PUYH	12	12.P.C 12.U.V 12.Y.V 12.H.c	2.0 1.5 1.3 0.8	bouh	0	518	b o u h
252	16_flower	flower	BanPaw	Ban Paw	bouh	bouh	b o u h		239	21.311225	99.557550		1 7 7 3	AXYN	PUYH	1	1.P.C 1.U.V 1.Y.V 1.H.c	2.0 1.5 1.3 0.8	bouh	0	518	b o u h
253	16_flower	flower	ChaYeQing	Cha Ye Qing	box	box	b o x		239	24.305717	98.463661		1 7 3	AXN	PUG	2	2.P.C 2.U.V 2.G.c	2.0 1.5 0.8	box	0	519	b o x
254	16_flower	flower	GuangKa	Guang Ka	poh	poh	p o h	ruma1248	239	24.065714	97.796281		1 7 3	AXN	PUH	4	4.P.C 4.U.V 4.H.c	2.0 1.5 0.8	poh	0	518	p o - h
255	16_flower	flower	MangBang	Mang Bang	poh	poh	p o h	ruma1248	239	24.416392	98.399078		1 7 3	AXN	PUH	7	7.P.C 7.U.V 7.H.c	2.0 1.5 0.8	poh	0	518	p o - h
256	16_flower	flower	NanSang	Nan Sang	poh	poh	p o h	ruma1248	239	24.019728	97.819736		1 7 3	AXN	PUH	11	11.P.C 11.U.V 11.H.c	2.0 1.5 0.8	poh	0	518	p o - h
385	25_fly	fly	NamHsan	Namhsan	pәr	pәr	p ə r		1504	22.965064	97.163239		1 7 5	AXN	PER	10	10.P.C 10.E.V 10.R.c	2.0 1.5 0.8	pər	0	535	p - ə r
386	25_fly	fly	KhunHawt	Khun Hawt	bәr	bәr	b ə r		1504	22.965064	97.163239		1 7 5	AXN	PER	6	6.P.C 6.E.V 6.R.c	2.0 1.5 0.8	bər	0	535	b - ə r
387	25_fly	fly	HtanHsan	Htan Hsan	ɓәr	ɓәr	ɓ ə r		1504	22.675133	97.289942		1 7 5	AXN	PER	5	5.P.C 5.E.V 5.R.c	2.0 1.5 0.8	ɓər	0	535	ɓ - ə r
388	25_fly	fly	PangKham	Pangkham	min	min	m i n		1504	22.672097	97.161167		4 7 4	AXN	MIN	14	14.M.C 14.I.V 14.N.c	2.0 1.5 0.8	min	0	536	m i n
389	25_fly	fly	ManLoi	Man Loi	bәr	bәr	b ə r		1504	22.636019	97.139264		1 7 5	AXN	PER	8	8.P.C 8.E.V 8.R.c	2.0 1.5 0.8	bər	0	535	b - ə r
390	25_fly	fly	MengDan	Meng Dan	phruː	phruː	pʰ r uː	khan1274	1504	24.296522	98.379886		1 5 7	ACX	PRY	9	9.P.C 9.R.C 9.Y.V	2.0 1.5 1.5	pʰruː	0	535	pʰ r uː -
391	25_fly	fly	ChuDongGua	Chu Dong Gua	phruː	phruː	pʰ r uː		1504	24.330889	98.393125		1 5 7	ACX	PRY	3	3.P.C 3.R.C 3.Y.V	2.0 1.5 1.5	pʰruː	0	535	pʰ r uː -
392	25_fly	fly	XiangZhaiTang	Xiang Zhai Tang	bən	bən	b ə n	ruma1248	1504	24.323819	98.556639		1 7 4	AXN	PEN	16	16.P.C 16.E.V 16.N.c	2.0 1.5 0.8	bən	0	535	b - ə n
393	25_fly	fly	PongNuea	Pong Nuea	bən	bən	b ə n		1504	20.321525	99.866817		1 7 4	AXN	PEN	15	15.P.C 15.E.V 15.N.c	2.0 1.5 0.8	bən	0	535	b - ə n
394	25_fly	fly	NyaungGone	Nyaung Gone	bə̆n	bə̆n	b ə̆ n		1504	20.635025	96.545772		1 7 4	AXN	PEN	13	13.P.C 13.E.V 13.N.c	2.0 1.5 0.8	bə̆n	0	535	b - ə̆ n
395	25_fly	fly	NoeLae	Noe Lae	bə̆n	bə̆n	b ə̆ n		1504	19.941803	99.044742		1 7 4	AXN	PEN	12	12.P.C 12.E.V 12.N.c	2.0 1.5 0.8	bə̆n	0	535	b - ə̆ n
396	25_fly	fly	BanPaw	Ban Paw	bə̆n	bə̆n	b ə̆ n		1504	21.311225	99.557550		1 7 4	AXN	PEN	1	1.P.C 1.E.V 1.N.c	2.0 1.5 0.8	bə̆n	0	535	b - ə̆ n
397	25_fly	fly	ChaYeQing	Cha Ye Qing	ɓaj	ɓaj	ɓ a j		1504	24.305717	98.463661		1 7 6	AXN	PAJ	2	2.P.C 2.A.V 2.J.c	2.0 1.5 0.8	ɓaj	0	535	ɓ - a j
398	25_fly	fly	GuangKa	Guang Ka	pɨːh	pɨːh	p ɨː h	ruma1248	1504	24.065714	97.796281		1 7 3	AXN	PIH	4	4.P.C 4.I.V 4.H.c	2.0 1.5 0.8	pɨːh	0	535	p - ɨː h
399	25_fly	fly	MangBang	Mang Bang	pɨː	pɨː	p ɨː	ruma1248	1504	24.416392	98.399078		1 7	AX	PI	7	7.P.C 7.I.V	2.0 1.5	pɨː	0	535	p - ɨː -
400	25_fly	fly	NanSang	Nan Sang	pɨː	pɨː	p ɨː	ruma1248	1504	24.019728	97.819736		1 7	AX	PI	11	11.P.C 11.I.V	2.0 1.5	pɨː	0	535	p - ɨː -
681	44_foot	foot	NamHsan	Namhsan	ʥәŋ	ʥәŋ	dʑ ə ŋ		1301	22.965064	97.163239		2 7 4	AXN	CEN	10	10.C.C 10.E.V 10.N.c	2.0 1.5 0.8	dʑəŋ	0	552	dʑ ə ŋ
682	44_foot	foot	KhunHawt	Khun Hawt	ʥәːŋ	ʥәːŋ	dʑ əː ŋ		1301	22.965064	97.163239		2 7 4	AXN	CEN	6	6.C.C 6.E.V 6.N.c	2.0 1.5 0.8	dʑəːŋ	0	552	dʑ əː ŋ
683	44_foot	foot	HtanHsan	Htan Hsan	ʥәːŋ	ʥәːŋ	dʑ əː ŋ		1301	22.675133	97.289942		2 7 4	AXN	CEN	5	5.C.C 5.E.V 5.N.c	2.0 1.5 0.8	dʑəːŋ	0	552	dʑ əː ŋ
684	44_foot	foot	PangKham	Pangkham	ʨeŋ	ʨeŋ	tɕ e ŋ		1301	22.672097	97.161167		2 7 4	AXN	CEN	14	14.C.C 14.E.V 14.N.c	2.0 1.5 0.8	tɕeŋ	0	552	tɕ e ŋ
685	44_foot	foot	ManLoi	Man Loi	ʨeːŋ	ʨeːŋ	tɕ eː ŋ		1301	22.636019	97.139264		2 7 4	AXN	CEN	8	8.C.C 8.E.V 8.N.c	2.0 1.5 0.8	tɕeːŋ	0	552	tɕ eː ŋ
686	44_foot	foot	MengDan	Meng Dan	ʨəŋ	ʨəŋ	tɕ ə ŋ	khan1274	1301	24.296522	98.379886		2 7 4	AXN	CEN	9	9.C.C 9.E.V 9.N.c	2.0 1.5 0.8	tɕəŋ	0	552	tɕ ə ŋ
687	44_foot	foot	ChuDongGua	Chu Dong Gua	ʥəŋ	ʥəŋ	dʑ ə ŋ		1301	24.330889	98.393125		2 7 4	AXN	CEN	3	3.C.C 3.E.V 3.N.c	2.0 1.5 0.8	dʑəŋ	0	552	dʑ ə ŋ
688	44_foot	foot	XiangZhaiTang	Xiang Zhai Tang	ʨeːn	ʨeːn	tɕ eː n	ruma1248	1301	24.323819	98.556639		2 7 4	AXN	CEN	16	16.C.C 16.E.V 16.N.c	2.0 1.5 0.8	tɕeːn	0	552	tɕ eː n
689	44_foot	foot	PongNuea	Pong Nuea	ceɲ	ceɲ	c e ɲ		1301	20.321525	99.866817		1 7 4	AXN	CEN	15	15.C.C 15.E.V 15.N.c	2.0 1.5 0.8	ceɲ	0	552	c e ɲ
690	44_foot	foot	NyaungGone	Nyaung Gone	plɔ	plɔ	p l ɔ		1301	20.635025	96.545772		1 5 7	ACX	PLU	13	13.P.C 13.L.C 13.U.V	2.0 1.5 1.5	plɔ	0	553	p l ɔ
691	44_foot	foot	NoeLae	Noe Lae	ceɲ	ceɲ	c e ɲ		1301	19.941803	99.044742		1 7 4	AXN	CEN	12	12.C.C 12.E.V 12.N.c	2.0 1.5 0.8	ceɲ	0	552	c e ɲ
692	44_foot	foot	BanPaw	Ban Paw	ceɲ	ceɲ	c e ɲ		1301	21.311225	99.557550		1 7 4	AXN	CEN	1	1.C.C 1.E.V 1.N.c	2.0 1.5 0.8	ceɲ	0	552	c e ɲ
