ID	ALIGNMENT	COGIDS	COGNACY	CONCEPT	CONCEPTICON	DOCULECT	FORM	GLOTTOLOG	LANGUAGE_NAME	LATITUDE	LONGITUDE	PARAMETER_ID	TOKENS	VALUE	NOTE	COGID	MORPHEMES
968	k ə + nˀ ɔ h + pʰ əː m	175 826 4	None	breathe	1407	HtanHsan	kәnɁɔh phәːm	None	Htan Hsan	22.675133	97.289942	62_breathe	k ə + nˀ ɔ h + pʰ əː m	kәnɁɔh phәːm			_-:prefix/ka heart/noh breathe/phem
969	tʰ ui̯ + pʰ əː m	8 4	None	breathe	1407	PangKham	thuj phәːm	None	Pangkham	22.672097	97.161167	62_breathe	tʰ ui̯ + pʰ əː m	thuj phәːm			breathe/doh breathe/phem
970	pʰ əː m + - l e h	4 173	None	breathe	1407	ManLoi	phәːm leh	None	Man Loi	22.636019	97.139264	62_breathe	pʰ əː m + l e h	phәːm leh			breathe/phem ?
971	pʰ əː m	4	None	breathe	1407	MengDan	phəːm	khan1274	Meng Dan	24.296522	98.379886	62_breathe	pʰ əː m	phəːm			breathe/phem
972	- h ə h + pʰ əː m	173 4	None	breathe	1407	ChuDongGua	həh phəːm	None	Chu Dong Gua	24.330889	98.393125	62_breathe	h ə h + pʰ əː m	həh phəːm			breathe/hek breathe/phem
973	- h ə k + pʰ əː m	173 4	None	breathe	1407	XiangZhaiTang	hək phəːm	ruma1248	Xiang Zhai Tang	24.323819	98.556639	62_breathe	h ə k + pʰ əː m	hək phəːm			breathe/hek breathe/phem
974	- h ə k + pʰ əː m	173 4	None	breathe	1407	PongNuea	hək phəːm	None	Pong Nuea	20.321525	99.866817	62_breathe	h ə k + pʰ əː m	hək phəːm			breathe/hek breathe/phem
975	pʰ ə m	4	None	breathe	1407	NyaungGone	phəm	None	Nyaung Gone	20.635025	96.545772	62_breathe	pʰ ə m	phəm			breathe/phem
976	- h ə̆ k + pʰ ə m	173 4	None	breathe	1407	NoeLae	hə̆k phəm	None	Noe Lae	19.941803	99.044742	62_breathe	h ə̆ k + pʰ ə m	hə̆k phəm			breathe/hek breathe/phem
977	- h ə̆ k + pʰ ə m	173 4	None	breathe	1407	BanPaw	hə̆k phəm	None	Ban Paw	21.311225	99.557550	62_breathe	h ə̆ k + pʰ ə m	hə̆k phəm			breathe/hek breathe/phem
978	- d o h + pʰ eː m	8 4	None	breathe	1407	ChaYeQing	doh pheːm	None	Cha Ye Qing	24.305717	98.463661	62_breathe	d o h + pʰ eː m	doh pheːm			breathe/doh breathe/phem
979	- t o h + pʰ ɛː m	8 4	None	breathe	1407	GuangKa	toh phɛːm	ruma1248	Guang Ka	24.065714	97.796281	62_breathe	t o h + pʰ ɛː m	toh phɛːm			breathe/doh breathe/phem
980	- t o h + pʰ əː m	8 4	None	breathe	1407	MangBang	toh phəːm	ruma1248	Mang Bang	24.416392	98.399078	62_breathe	t o h + pʰ əː m	toh phəːm			breathe/doh breathe/phem
981	- t o h + pʰ əː m	8 4	None	breathe	1407	NanSang	tohphəːm	ruma1248	Nan Sang	24.019728	97.819736	62_breathe	t o h + pʰ əː m	tohphəːm			breathe/doh breathe/phem
982	j u m	976	None	laugh	1355	NamHsan	jum	None	Namhsan	22.965064	97.163239	63_laugh	j u m	jum			
983	dʑ u m	976	None	laugh	1355	KhunHawt	ʥum	None	Khun Hawt	22.965064	97.163239	63_laugh	dʑ u m	ʥum			
984	dʑ u m	976	None	laugh	1355	HtanHsan	ʥum	None	Htan Hsan	22.675133	97.289942	63_laugh	dʑ u m	ʥum			
985	k a n + ɲ a - h	974 975	None	laugh	1355	PangKham	kanɲah	None	Pangkham	22.672097	97.161167	63_laugh	k a n + ɲ a h	kanɲah			
986	k a - + ɲ a - h	974 975	None	laugh	1355	ManLoi	kaɲah	None	Man Loi	22.636019	97.139264	63_laugh	k a + ɲ a h	kaɲah			
987	k a - + ŋ i/j a h	974 975	None	laugh	1355	MengDan	kaŋiah	khan1274	Meng Dan	24.296522	98.379886	63_laugh	k a + ŋ i/j a h	kaŋiah			
988	k ə + ɲ ai̯ h	974 975	None	laugh	1355	ChuDongGua	kəɲajh	None	Chu Dong Gua	24.330889	98.393125	63_laugh	k ə + ɲ ai̯ h	kəɲajh			
989	k a - + ɲ a - h	974 975	None	laugh	1355	XiangZhaiTang	kaɲah	ruma1248	Xiang Zhai Tang	24.323819	98.556639	63_laugh	k a + ɲ a h	kaɲah			
990	k a - + ɲ a - h	974 975	None	laugh	1355	PongNuea	kaɲah	None	Pong Nuea	20.321525	99.866817	63_laugh	k a + ɲ a h	kaɲah			
991	k a - + ɲ a - h	974 975	None	laugh	1355	NyaungGone	kaɲăh	None	Nyaung Gone	20.635025	96.545772	63_laugh	k a + ɲ a h	kaɲăh			
992	k a - + ɲ a - h	974 975	None	laugh	1355	NoeLae	kaɲăh	None	Noe Lae	19.941803	99.044742	63_laugh	k a + ɲ a h	kaɲăh			
993	k a - + ɲ a - h	1062 975	None	laugh	1355	BanPaw	kaɲăh	None	Ban Paw	21.311225	99.557550	63_laugh	k a + ɲ a h	kaɲăh			_-prefix/ka ?
994	k ə - + ɲ a - h	974 975	None	laugh	1355	ChaYeQing	kəɲah	None	Cha Ye Qing	24.305717	98.463661	63_laugh	k ə + ɲ a h	kəɲah			
995	k ə - + ɲ a - h	974 975	None	laugh	1355	GuangKa	kəɲah	ruma1248	Guang Ka	24.065714	97.796281	63_laugh	k ə + ɲ a h	kəɲah			
996	k ə - + ɲ a - h	974 975	None	laugh	1355	MangBang	kəɲah	ruma1248	Mang Bang	24.416392	98.399078	63_laugh	k ə + ɲ a h	kəɲah			
997	k a - + ɲ a - h	974 975	None	laugh	1355	NanSang	kaɲah	ruma1248	Nan Sang	24.019728	97.819736	63_laugh	k a + ɲ a h	kaɲah			
998	n a p	957	None	know	3626	NamHsan	nap	None	Namhsan	22.965064	97.163239	64_know	n a p	nap			
999	n a p	957	None	know	3626	KhunHawt	nap	None	Khun Hawt	22.965064	97.163239	64_know	n a p	nap			
1000	n a p	957	None	know	3626	HtanHsan	nap	None	Htan Hsan	22.675133	97.289942	64_know	n a p	nap			
1001	n a p	957	None	know	3626	PangKham	nap	None	Pangkham	22.672097	97.161167	64_know	n a p	nap			
1002	n a ʔ	957	None	know	3626	ManLoi	naɁ	None	Man Loi	22.636019	97.139264	64_know	n a ʔ	naɁ			
1003	n a p	957	None	know	3626	MengDan	nap	khan1274	Meng Dan	24.296522	98.379886	64_know	n a p	nap			
1004	n a p	957	None	know	3626	ChuDongGua	nap	None	Chu Dong Gua	24.330889	98.393125	64_know	n a p	nap			
1005	n a p	957	None	know	3626	XiangZhaiTang	nap	ruma1248	Xiang Zhai Tang	24.323819	98.556639	64_know	n a p	nap			
1006	n a p	957	None	know	3626	PongNuea	nap	None	Pong Nuea	20.321525	99.866817	64_know	n a p	nap			
1007	n ă p	957	None	know	3626	NyaungGone	năp	None	Nyaung Gone	20.635025	96.545772	64_know	n ă p	năp			
1008	n ă p	957	None	know	3626	NoeLae	năp	None	Noe Lae	19.941803	99.044742	64_know	n ă p	năp			
1009	n ă p	957	None	know	3626	BanPaw	năp	None	Ban Paw	21.311225	99.557550	64_know	n ă p	năp			
1010	n ɔ ʔ	957	None	know	3626	ChaYeQing	nɔʔ	None	Cha Ye Qing	24.305717	98.463661	64_know	n ɔ ʔ	nɔʔ			
1011	n ɔː ʔ	957	None	know	3626	GuangKa	nɔːʔ	ruma1248	Guang Ka	24.065714	97.796281	64_know	n ɔː ʔ	nɔːʔ			
1012	n ɔː ʔ	957	None	know	3626	MangBang	nɔːʔ	ruma1248	Mang Bang	24.416392	98.399078	64_know	n ɔː ʔ	nɔːʔ			
1013	n aː -	957	None	know	3626	NanSang	naː	ruma1248	Nan Sang	24.019728	97.819736	64_know	n aː	naː			
1014	dʑ ɔː - -	559	None	fear	1419	NamHsan	ʥɔː	None	Namhsan	22.965064	97.163239	65_fear	dʑ ɔː	ʥɔː			
1015	j ou̯	558	None	fear	1419	KhunHawt	jow	None	Khun Hawt	22.965064	97.163239	65_fear	j ou̯	jow			
1016	dʑ oː - -	559	None	fear	1419	HtanHsan	ʥoː	None	Htan Hsan	22.675133	97.289942	65_fear	dʑ oː	ʥoː			
1017	dʑ oː - -	559	None	fear	1419	PangKham	ʥoː	None	Pangkham	22.672097	97.161167	65_fear	dʑ oː	ʥoː			
1018	dʑ ɔː - -	559	None	fear	1419	ManLoi	ʥɔː	None	Man Loi	22.636019	97.139264	65_fear	dʑ ɔː	ʥɔː			
1019	dʑ oː - -	559	None	fear	1419	MengDan	ʥoː	khan1274	Meng Dan	24.296522	98.379886	65_fear	dʑ oː	ʥoː			
1020	j oː -	558	None	fear	1419	ChuDongGua	joː	None	Chu Dong Gua	24.330889	98.393125	65_fear	j oː	joː			
1021	j ou̯	558	None	fear	1419	PongNuea	jow	None	Pong Nuea	20.321525	99.866817	65_fear	j ou̯	jow			
1022	k a + c u/w - a	560 559	None	fear	1419	NyaungGone	kacua	None	Nyaung Gone	20.635025	96.545772	65_fear	k a + c u/w a	kacua			
1023	k a + c u/w - a	560 559	None	fear	1419	NoeLae	kacua	None	Noe Lae	19.941803	99.044742	65_fear	k a + c u/w a	kacua			
1024	j o -	558	None	fear	1419	BanPaw	jo	None	Ban Paw	21.311225	99.557550	65_fear	j o	jo			
1025	dʑ au̯	559	None	fear	1419	ChaYeQing	ʥaw	None	Cha Ye Qing	24.305717	98.463661	65_fear	dʑ au̯	ʥaw			
1026	j au̯	558	None	fear	1419	GuangKa	jaw	ruma1248	Guang Ka	24.065714	97.796281	65_fear	j au̯	jaw			
1027	j au̯	558	None	fear	1419	MangBang	jaw	ruma1248	Mang Bang	24.416392	98.399078	65_fear	j au̯	jaw			
1028	j au̯	558	None	fear	1419	NanSang	jaw	ruma1248	Nan Sang	24.019728	97.819736	65_fear	j au̯	jaw			
1029	ʔ i ʔ	1704	None	sleep	1585	NamHsan	ɁiɁ	None	Namhsan	22.965064	97.163239	66_sleep	ʔ i ʔ	ɁiɁ			
1030	ʔ iː t	1704	None	sleep	1585	KhunHawt	Ɂiːt	None	Khun Hawt	22.965064	97.163239	66_sleep	ʔ iː t	Ɂiːt			
1031	ʔ i ʔ	1704	None	sleep	1585	HtanHsan	ɁiɁ	None	Htan Hsan	22.675133	97.289942	66_sleep	ʔ i ʔ	ɁiɁ			
1032	ʔ iː t	1704	None	sleep	1585	PangKham	Ɂiːt	None	Pangkham	22.672097	97.161167	66_sleep	ʔ iː t	Ɂiːt			
1033	ʔ i t	1704	None	sleep	1585	ManLoi	Ɂit	None	Man Loi	22.636019	97.139264	66_sleep	ʔ i t	Ɂit			
1034	ʔ i t	1704	None	sleep	1585	MengDan	ʔit	khan1274	Meng Dan	24.296522	98.379886	66_sleep	ʔ i t	ʔit			
1035	ʔ i t	1704	None	sleep	1585	ChuDongGua	ʔit	None	Chu Dong Gua	24.330889	98.393125	66_sleep	ʔ i t	ʔit			
1036	ʔ i ʔ	1704	None	sleep	1585	XiangZhaiTang	ʔiʔ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	66_sleep	ʔ i ʔ	ʔiʔ			
1037	ʔ iː ʔ	1704	None	sleep	1585	PongNuea	ʔiːʔ	None	Pong Nuea	20.321525	99.866817	66_sleep	ʔ iː ʔ	ʔiːʔ			
1038	ʔ i ʔ	1704	None	sleep	1585	NyaungGone	ʔiʔ	None	Nyaung Gone	20.635025	96.545772	66_sleep	ʔ i ʔ	ʔiʔ			
1039	ʔ i ʔ	1704	None	sleep	1585	NoeLae	ɁiɁ	None	Noe Lae	19.941803	99.044742	66_sleep	ʔ i ʔ	ɁiɁ			
1040	ʔ i t	1704	None	sleep	1585	BanPaw	ʔit	None	Ban Paw	21.311225	99.557550	66_sleep	ʔ i t	ʔit			
1041	ʔ i ʔ	1704	None	sleep	1585	ChaYeQing	ɁiɁ	None	Cha Ye Qing	24.305717	98.463661	66_sleep	ʔ i ʔ	ɁiɁ			
1042	ʔ i ʔ	1704	None	sleep	1585	GuangKa	ɁiɁ	ruma1248	Guang Ka	24.065714	97.796281	66_sleep	ʔ i ʔ	ɁiɁ			
1043	ʔ i ʔ	1704	None	sleep	1585	MangBang	ɁiɁ	ruma1248	Mang Bang	24.416392	98.399078	66_sleep	ʔ i ʔ	ɁiɁ			
1044	ʔ i ʔ	1704	None	sleep	1585	NanSang	ɁiɁ	ruma1248	Nan Sang	24.019728	97.819736	66_sleep	ʔ i ʔ	ɁiɁ			
1045	g r aː - - ʔ	1618	None	scratch	1436	NamHsan	graːɁ	None	Namhsan	22.965064	97.163239	67_scratch	g r aː ʔ	graːɁ			
1046	k r aːi̯ ʔ	1618	None	scratch	1436	KhunHawt	kraːjɁ	None	Khun Hawt	22.965064	97.163239	67_scratch	k r aːi̯ ʔ	kraːjɁ			
1047	k r aːi̯ ʔ	1618	None	scratch	1436	HtanHsan	kraːjɁ	None	Htan Hsan	22.675133	97.289942	67_scratch	k r aːi̯ ʔ	kraːjɁ			
1048	k r - i/j a h	1618	None	scratch	1436	PangKham	kriah	None	Pangkham	22.672097	97.161167	67_scratch	k r i/j a h	kriah			
1049	k r - i/j a ʔ	1618	None	scratch	1436	ManLoi	kriaɁ	None	Man Loi	22.636019	97.139264	67_scratch	k r i/j a ʔ	kriaɁ			
1050	b o ʔ	1617	None	scratch	1436	MengDan	boʔ	khan1274	Meng Dan	24.296522	98.379886	67_scratch	b o ʔ	boʔ			
1051	b o ʔ	1617	None	scratch	1436	ChuDongGua	boʔ	None	Chu Dong Gua	24.330889	98.393125	67_scratch	b o ʔ	boʔ			
1052	b ou̯ ʔ	1617	None	scratch	1436	XiangZhaiTang	bouɁ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	67_scratch	b ou̯ ʔ	bouɁ			
1053	b ou̯ ʔ	1617	None	scratch	1436	PongNuea	bouɁ	None	Pong Nuea	20.321525	99.866817	67_scratch	b ou̯ ʔ	bouɁ			
1054	b ou̯ ʔ	1617	None	scratch	1436	NyaungGone	bouʔ	None	Nyaung Gone	20.635025	96.545772	67_scratch	b ou̯ ʔ	bouʔ			
1055	b ou̯ ʔ	1617	None	scratch	1436	NoeLae	bouɁ	None	Noe Lae	19.941803	99.044742	67_scratch	b ou̯ ʔ	bouɁ			
1056	b ou̯ ʔ	1617	None	scratch	1436	BanPaw	bouɁ	None	Ban Paw	21.311225	99.557550	67_scratch	b ou̯ ʔ	bouɁ			
1057	ɓ o k	1617	None	scratch	1436	ChaYeQing	ɓok	None	Cha Ye Qing	24.305717	98.463661	67_scratch	ɓ o k	ɓok			
1058	p o k	1617	None	scratch	1436	GuangKa	pok	ruma1248	Guang Ka	24.065714	97.796281	67_scratch	p o k	pok			
1059	p o k	1617	None	scratch	1436	MangBang	pok	ruma1248	Mang Bang	24.416392	98.399078	67_scratch	p o k	pok			
1060	k - a - - - + b aː n	1618 1617	None	scratch	1436	NanSang	kabaːn	ruma1248	Nan Sang	24.019728	97.819736	67_scratch	k a + b aː n	kabaːn			
1061	j a m	304	None	die	1494	NamHsan	jam	None	Namhsan	22.965064	97.163239	68_die	j a m	jam			
1062	j a m	304	None	die	1494	KhunHawt	jam	None	Khun Hawt	22.965064	97.163239	68_die	j a m	jam			
1063	j a m	304	None	die	1494	HtanHsan	jam	None	Htan Hsan	22.675133	97.289942	68_die	j a m	jam			
1064	j a m	304	None	die	1494	PangKham	jam	None	Pangkham	22.672097	97.161167	68_die	j a m	jam			
1065	j aː m	304	None	die	1494	ManLoi	jaːm	None	Man Loi	22.636019	97.139264	68_die	j aː m	jaːm			
1066	dʑ a m	304	None	die	1494	MengDan	ʥam	khan1274	Meng Dan	24.296522	98.379886	68_die	dʑ a m	ʥam			
1067	j a m	304	None	die	1494	ChuDongGua	jam	None	Chu Dong Gua	24.330889	98.393125	68_die	j a m	jam			
1068	j a m	304	None	die	1494	XiangZhaiTang	jam	ruma1248	Xiang Zhai Tang	24.323819	98.556639	68_die	j a m	jam			
1069	j a m	304	None	die	1494	PongNuea	jam	None	Pong Nuea	20.321525	99.866817	68_die	j a m	jam			
1070	j ă m	304	None	die	1494	NyaungGone	jăm	None	Nyaung Gone	20.635025	96.545772	68_die	j ă m	jăm			
1071	j ă m	304	None	die	1494	NoeLae	jăm	None	Noe Lae	19.941803	99.044742	68_die	j ă m	jăm			
1072	j ă m	304	None	die	1494	BanPaw	jăm	None	Ban Paw	21.311225	99.557550	68_die	j ă m	jăm			
1073	dʑ ɔː m	304	None	die	1494	ChaYeQing	ʥɔːm	None	Cha Ye Qing	24.305717	98.463661	68_die	dʑ ɔː m	ʥɔːm			
1074	dʑ ɔː m	304	None	die	1494	GuangKa	ʥɔːm	ruma1248	Guang Ka	24.065714	97.796281	68_die	dʑ ɔː m	ʥɔːm			
1075	j ɔ m	304	None	die	1494	MangBang	jɔm	ruma1248	Mang Bang	24.416392	98.399078	68_die	j ɔ m	jɔm			
1076	j ɔ m	304	None	die	1494	NanSang	jɔm	ruma1248	Nan Sang	24.019728	97.819736	68_die	j ɔ m	jɔm			
1077	m ɔ ʔ	1673	None	sit	1416	NamHsan	mɔɁ	None	Namhsan	22.965064	97.163239	69_sit	m ɔ ʔ	mɔɁ			
1078	m o ʔ	1673	None	sit	1416	KhunHawt	moɁ	None	Khun Hawt	22.965064	97.163239	69_sit	m o ʔ	moɁ			
1079	m ɔ ʔ	1673	None	sit	1416	HtanHsan	mɔɁ	None	Htan Hsan	22.675133	97.289942	69_sit	m ɔ ʔ	mɔɁ			
1080	m ɔ ŋ	1673	None	sit	1416	PangKham	mɔŋ	None	Pangkham	22.672097	97.161167	69_sit	m ɔ ŋ	mɔŋ			
1081	m ɔ ŋ	1673	None	sit	1416	ManLoi	mɔŋ	None	Man Loi	22.636019	97.139264	69_sit	m ɔ ŋ	mɔŋ			
1082	ŋ oːi̯	1672	None	sit	1416	MengDan	ŋoːj	khan1274	Meng Dan	24.296522	98.379886	69_sit	ŋ oːi̯	ŋoːj			
1083	ŋ oːi̯	1672	None	sit	1416	ChuDongGua	ŋoːj	None	Chu Dong Gua	24.330889	98.393125	69_sit	ŋ oːi̯	ŋoːj			
1084	k ɔi̯	1674	None	sit	1416	XiangZhaiTang	kɔj	ruma1248	Xiang Zhai Tang	24.323819	98.556639	69_sit	k ɔi̯	kɔj			
1085	t ui̯ c	1670	None	sit	1416	PongNuea	tuic	None	Pong Nuea	20.321525	99.866817	69_sit	t ui̯ c	tuic			
1086	t u c	1670	None	sit	1416	NyaungGone	tuc	None	Nyaung Gone	20.635025	96.545772	69_sit	t u c	tuc			
1087	t u c	1670	None	sit	1416	NoeLae	tuc	None	Noe Lae	19.941803	99.044742	69_sit	t u c	tuc			
1088	t u t	1670	None	sit	1416	BanPaw	tut	None	Ban Paw	21.311225	99.557550	69_sit	t u t	tut			
1089	ʔ a k	1671	None	sit	1416	ChaYeQing	Ɂak	None	Cha Ye Qing	24.305717	98.463661	69_sit	ʔ a k	Ɂak			
1090	ʔ ɔ k	1671	None	sit	1416	GuangKa	Ɂɔk	ruma1248	Guang Ka	24.065714	97.796281	69_sit	ʔ ɔ k	Ɂɔk			
1091	ʔ ɔ k	1671	None	sit	1416	MangBang	Ɂɔk	ruma1248	Mang Bang	24.416392	98.399078	69_sit	ʔ ɔ k	Ɂɔk			
1092	ʔ a k	1671	None	sit	1416	NanSang	Ɂak	ruma1248	Nan Sang	24.019728	97.819736	69_sit	ʔ a k	Ɂak			
1093	dʑ ə ŋ	1796	None	stand	1442	NamHsan	ʥәŋ	None	Namhsan	22.965064	97.163239	70_stand	dʑ ə ŋ	ʥәŋ			
1094	dʑ a ŋ	1796	None	stand	1442	KhunHawt	ʥaŋ	None	Khun Hawt	22.965064	97.163239	70_stand	dʑ a ŋ	ʥaŋ			
1095	dʑ a ŋ	1796	None	stand	1442	HtanHsan	ʥaŋ	None	Htan Hsan	22.675133	97.289942	70_stand	dʑ a ŋ	ʥaŋ			
1096	tɕ a ŋ	1796	None	stand	1442	PangKham	ʨaŋ	None	Pangkham	22.672097	97.161167	70_stand	tɕ a ŋ	ʨaŋ			
1097	tɕ a ŋ	1796	None	stand	1442	ManLoi	ʨaŋ	None	Man Loi	22.636019	97.139264	70_stand	tɕ a ŋ	ʨaŋ			
1098	tɕ a ŋ	1796	None	stand	1442	MengDan	ʨaŋ	khan1274	Meng Dan	24.296522	98.379886	70_stand	tɕ a ŋ	ʨaŋ			
1099	dʑ a ŋ	1796	None	stand	1442	ChuDongGua	ʥaŋ	None	Chu Dong Gua	24.330889	98.393125	70_stand	dʑ a ŋ	ʥaŋ			
1100	tɕ ɔ ŋ	1796	None	stand	1442	XiangZhaiTang	ʨɔŋ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	70_stand	tɕ ɔ ŋ	ʨɔŋ			
1101	tɕ ɔ ŋ	1796	None	stand	1442	PongNuea	ʨɔŋ	None	Pong Nuea	20.321525	99.866817	70_stand	tɕ ɔ ŋ	ʨɔŋ			
1102	c ɔ k	1796	None	stand	1442	NyaungGone	cɔk	None	Nyaung Gone	20.635025	96.545772	70_stand	c ɔ k	cɔk			
1103	c ɔ ŋ	1796	None	stand	1442	NoeLae	cɔŋ	None	Noe Lae	19.941803	99.044742	70_stand	c ɔ ŋ	cɔŋ			
1104	c ɔ ŋ	1796	None	stand	1442	BanPaw	cɔŋ	None	Ban Paw	21.311225	99.557550	70_stand	c ɔ ŋ	cɔŋ			
1105	dʑ a ŋ	1796	None	stand	1442	ChaYeQing	ʥaŋ	None	Cha Ye Qing	24.305717	98.463661	70_stand	dʑ a ŋ	ʥaŋ			
1106	dʑ ɔ ŋ	1796	None	stand	1442	GuangKa	ʥɔŋ	ruma1248	Guang Ka	24.065714	97.796281	70_stand	dʑ ɔ ŋ	ʥɔŋ			
1107	dʑ ɔ ŋ	1796	None	stand	1442	MangBang	ʥɔŋ	ruma1248	Mang Bang	24.416392	98.399078	70_stand	dʑ ɔ ŋ	ʥɔŋ			
1108	dʑ ɔ ŋ	1796	None	stand	1442	NanSang	ʥɔŋ	ruma1248	Nan Sang	24.019728	97.819736	70_stand	dʑ ɔ ŋ	ʥɔŋ			
1109	dʑ ɔ h	504	None	fall, to drop	1280	NamHsan	ʥɔh	None	Namhsan	22.965064	97.163239	71_falltodrop	dʑ ɔ h	ʥɔh			
1110	dʑ o h	504	None	fall, to drop	1280	KhunHawt	ʥoh	None	Khun Hawt	22.965064	97.163239	71_falltodrop	dʑ o h	ʥoh			
1111	dʑ ɔ h	504	None	fall, to drop	1280	HtanHsan	ʥɔh	None	Htan Hsan	22.675133	97.289942	71_falltodrop	dʑ ɔ h	ʥɔh			
1112	tɕ o h	504	None	fall, to drop	1280	PangKham	ʨoh	None	Pangkham	22.672097	97.161167	71_falltodrop	tɕ o h	ʨoh			
1113	tɕ ɔ h	504	None	fall, to drop	1280	ManLoi	ʨɔh	None	Man Loi	22.636019	97.139264	71_falltodrop	tɕ ɔ h	ʨɔh			
1114	tɕ ɔ h	504	None	fall, to drop	1280	MengDan	ʨɔh	khan1274	Meng Dan	24.296522	98.379886	71_falltodrop	tɕ ɔ h	ʨɔh			
1115	dʑ ɔ h	504	None	fall, to drop	1280	ChuDongGua	ʥɔh	None	Chu Dong Gua	24.330889	98.393125	71_falltodrop	dʑ ɔ h	ʥɔh			
1116	tɕ ou̯ h	504	None	fall, to drop	1280	PongNuea	ʨouh	None	Pong Nuea	20.321525	99.866817	71_falltodrop	tɕ ou̯ h	ʨouh			
1117	c ou̯ h	504	None	fall, to drop	1280	NyaungGone	couh	None	Nyaung Gone	20.635025	96.545772	71_falltodrop	c ou̯ h	couh			
1118	c o h	504	None	fall, to drop	1280	NoeLae	coh	None	Noe Lae	19.941803	99.044742	71_falltodrop	c o h	coh			
1119	c ou̯ h	504	None	fall, to drop	1280	BanPaw	couh	None	Ban Paw	21.311225	99.557550	71_falltodrop	c ou̯ h	couh			
1120	dʑ ɔ h	504	None	fall, to drop	1280	ChaYeQing	ʥɔh	None	Cha Ye Qing	24.305717	98.463661	71_falltodrop	dʑ ɔ h	ʥɔh			
1121	dʑ o h	504	None	fall, to drop	1280	GuangKa	ʥoh	ruma1248	Guang Ka	24.065714	97.796281	71_falltodrop	dʑ o h	ʥoh			
1122	dʑ o h	504	None	fall, to drop	1280	MangBang	ʥoh	ruma1248	Mang Bang	24.416392	98.399078	71_falltodrop	dʑ o h	ʥoh			
1123	dʑ o h	504	None	fall, to drop	1280	NanSang	ʥoh	ruma1248	Nan Sang	24.019728	97.819736	71_falltodrop	dʑ o h	ʥoh			
1124	d ɛ h	720	None	give	1447	NamHsan	dɛh	None	Namhsan	22.965064	97.163239	72_give	d ɛ h	dɛh			
1125	d ai̯ h	720	None	give	1447	KhunHawt	daih	None	Khun Hawt	22.965064	97.163239	72_give	d ai̯ h	daih			
1126	d ai̯ h	720	None	give	1447	HtanHsan	daih	None	Htan Hsan	22.675133	97.289942	72_give	d ai̯ h	daih			
1127	d e h	720	None	give	1447	PangKham	deh	None	Pangkham	22.672097	97.161167	72_give	d e h	deh			
1128	t ɛ h	720	None	give	1447	ManLoi	tɛh	None	Man Loi	22.636019	97.139264	72_give	t ɛ h	tɛh			
1129	d e h	720	None	give	1447	MengDan	deh	khan1274	Meng Dan	24.296522	98.379886	72_give	d e h	deh			
1130	d ɛ h	720	None	give	1447	ChuDongGua	dɛh	None	Chu Dong Gua	24.330889	98.393125	72_give	d ɛ h	dɛh			
1131	t ai̯ h	720	None	give	1447	XiangZhaiTang	tajh	ruma1248	Xiang Zhai Tang	24.323819	98.556639	72_give	t ai̯ h	tajh			
1132	t ai̯ h	720	None	give	1447	PongNuea	taih	None	Pong Nuea	20.321525	99.866817	72_give	t ai̯ h	taih			
1133	t ai̯ h	720	None	give	1447	NyaungGone	taih	None	Nyaung Gone	20.635025	96.545772	72_give	t ai̯ h	taih			
1134	t ai̯ h	720	None	give	1447	NoeLae	taih	None	Noe Lae	19.941803	99.044742	72_give	t ai̯ h	taih			
1135	t ai̯ h	720	None	give	1447	BanPaw	taih	None	Ban Paw	21.311225	99.557550	72_give	t ai̯ h	taih			
1136	d ɛ h	720	None	give	1447	ChaYeQing	dɛh	None	Cha Ye Qing	24.305717	98.463661	72_give	d ɛ h	dɛh			
1137	d ɛ h	720	None	give	1447	GuangKa	dɛh	ruma1248	Guang Ka	24.065714	97.796281	72_give	d ɛ h	dɛh			
1138	d ɛ h	720	None	give	1447	MangBang	dɛh	ruma1248	Mang Bang	24.416392	98.399078	72_give	d ɛ h	dɛh			
1139	d ɛ h	720	None	give	1447	NanSang	dɛh	ruma1248	Nan Sang	24.019728	97.819736	72_give	d ɛ h	dɛh			
1140	s a + k u/w a ʔ	1563 1567	None	rub hard with both hands	1449	NamHsan	sakuaɁ	None	Namhsan	22.965064	97.163239	73_rubhardwithbothhands	s a + k u/w a ʔ	sakuaɁ			
1141	d u + d i t	1565 1566	None	rub hard with both hands	1449	KhunHawt	dudit	None	Khun Hawt	22.965064	97.163239	73_rubhardwithbothhands	d u + d i t	dudit			
1142	tʰ u + tʰ ei̯ ʔ	1565 1564	None	rub hard with both hands	1449	HtanHsan	thutheiɁ	None	Htan Hsan	22.675133	97.289942	73_rubhardwithbothhands	tʰ u + tʰ ei̯ ʔ	thutheiɁ			
1143	s a + b ɔ t	1563 1564	None	rub hard with both hands	1449	PangKham	sabɔt	None	Pangkham	22.672097	97.161167	73_rubhardwithbothhands	s a + b ɔ t	sabɔt			
1144	s a + ɓ ɔ ʔ	1563 1564	None	rub hard with both hands	1449	ManLoi	saɓɔɁ	None	Man Loi	22.636019	97.139264	73_rubhardwithbothhands	s a + ɓ ɔ ʔ	saɓɔɁ			
