No.,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      80.           ,two,Ɂar,1.0,Ɂar,1.0,Ɂa:,2.0,Ɂaː,2.0,Ɂɛː,2.0,ʔɛː,2.0,Ɂaː,2.0,Ɂaː,2.0,Ɂaː,2.0,haʔa,2.0,Ɂa,2.0,Ɂa,2.0,ʔeː,2.0,ʔɛː,2.0,ʔɛː,2.0,Ɂaː,2.0
      81.           ,three,Ɂuaj,1.0,Ɂuaj,1.0,Ɂuaj,1.0,Ɂuaj,1.0,Ɂuaj ,1.0,ʔoj,2.0,Ɂoj,2.0,Ɂoːj,2.0,Ɂoːj,2.0,ʔoj,2.0,Ɂoj,2.0,Ɂoj,2.0,ʔoːj,2.0,ʔoːj,2.0,ʔoːj,2.0,Ɂoj,2.0
      82.           ,four,phon,1.0,phon,1.0,phoːn,1.0,phuan,1.0,phɔːn,1.0,phon,1.0,phɔn,1.0,mphuan,1.0,mphaun,1.0,m phuan,1.0,m phuan,1.0,phuan,1.0,phoːm,1.0,phoːn,1.0,phoːm,1.0,phon,1.0
      83.           ,many,bram,1.0,"sәp,",2.0,pәrʨәɯ,3.0,rian,4.0,rian,4.0,bram,1.0,bram,1.0,-----,*,-----,*,kɨn,5.0,kɨn,5.0,kɨn,5.0,ɡɨn,5.0,ɡɨn,5.0,ɡɨn,5.0,kɨn,5.0
      84.           ,long,r̥әŋr̥әŋ,1.0,l̥әːŋ,1.0,l̥әːŋ,1.0,d̤oŋ,2.0,toŋ,2.0,doŋ,2.0,doŋ,2.0,-----,*,toŋ,2.0,tok,2.0,toŋ,2.0,toŋ,2.0,doŋ,2.0,doŋ,2.0,doŋ,2.0,doŋ,2.0
      85.           ,full,nɔɁ,1.0,noɁ,1.0,nauɁ,1.0,noɁ,1.0,nok,1.0,noʔ,1.0,nok,1.0,nouɁ,1.0,nouɁ,1.0,nouʔ,1.0,nouɁ,1.0,nouɁ,1.0,nok,1.0,nok,1.0,nok,1.0,nok,1.0
      86.           ,right side,khɔn Ɂidam,1.0,khɔnnap,2.0,khɔnnap,2.0,ʔaʔɔh,3.0,ʔaʔɔh,3.0,diŋʔaʔɔjh,3.0,dua?ɔjh,3.0,naɁah,4.0,ʔaʔah,3.0,ʔaʔăh,3.0,ɁaɁăh,3.0,naɁăh,4.0,naʔeh,4.0,ɁaɁɛh,3.0,ɁaɁəh,3.0,ɁaɁəh,3.0
      87.           ,left side,khɔn Ɂiveː,1.0,khɔnkanap,2.0,khɔnkanap,2.0,ʔakaʔ,3.0,ʔaɡaʔ,3.0,ʔakɛʔ,3.0,?aka?,3.0,naɡaɁ,4.0,ʔaɡaɁ,3.0,ʔaɡăʔ,3.0,ɁaɡăɁ,3.0,naɡăɁ,4.0,nakaʔ,4.0,ɁakaɁ,3.0,ɁakaɁ,3.0,ɁakaɁ,3.0
      88.           ,far,saŋaːj,1.0,saŋaːj,1.0,saŋaːj,1.0,doŋ,2.0,toŋ,2.0,doŋ,2.0,doŋ,2.0,toŋ,2.0,toŋ,2.0,n tok,2.0,toŋ,2.0,toŋ,2.0,doŋ,2.0,doŋ,2.0,doŋ,2.0,doŋ,2.0
      89.           ,near,tadaɁ,1.0,dat,1.0,dat,1.0,Ɂad̤at,1.0,taɁ,1.0,ndat,1.0,dat,1.0,mtat,1.0,khriaɁ,2.0,khriaʔ,2.0,khriaɁ,2.0,khriaɁ,2.0,ndɔʔ,3.0,təʨɔm,4.0,kaʨam,4.0,kaʨam,4.0
      90.           ,this,haɁɨː,1.0,Ɂanin,2.0,Ɂanin,2.0,niː,3.0,naŋɁɨː,4.0,ɗuʔɯː,4.0,ha?ɨ,4.0,Ɂaniː,3.0,nɨj,4.0,ni,3.0,ni,3.0,nɨj,4.0,ʔanin,2.0,niː,3.0,Ɂaniː,3.0,Ɂani,3.0
      91.           ,black,ʥәm,1.0,ʥәm,1.0,ʥәm,1.0,vaŋ,2.0,vaŋ,2.0,vaŋ,2.0,vaŋ,2.0,vɔŋ,2.0,vɔŋ,2.0,vɔk,2.0,vɔŋ,2.0,vɔŋ,2.0,vaŋ,2.0,vɔŋ,2.0,vɔŋ,2.0,Ɂivɔŋ,2.0
      92.           ,white,blɔɁ,1.0,blɔːɁ,1.0,plɔʔ,1.0,luːj,2.0,luːj,2.0,plɔʔ,1.0,blɔʔ,1.0,luːj ,2.0,luːj,2.0,luj,2.0,luj,2.0,luj,2.0,lɨjh,3.0,luj,2.0,luːj,2.0,"Ɂiluj, luj",2.0
      93.           ,new,kәnmɛː,1.0,karmej,2.0,kәnmej,2.0,kamaːj,2.0,kamaːj,2.0,kamaj,2.0,kamaj,2.0,kamaːj,2.0,kamaːj,2.0,kamaj,2.0,kamaj,2.0,kamaj,2.0,ləmaj,2.0,tamaːj,2.0,tamaːj,2.0,tamaːj,2.0
      94.           ,old-aged,konʨhaː,1.0,paɁaːn,2.0,pәɁaːn,2.0,kat,3.0,kaɁ,3.0,kɛt,3.0,ɡat,3.0,kat,3.0,kat,3.0,kăt,3.0,kăt,3.0,kăt,3.0,ɡɔʔ,4.0,ɡɔːʔ,4.0,ɡɔːʔ,4.0,ɡɔɁ,4.0
      95.           ,cold,kat,1.0,kat,1.0,kat ,1.0,ɡiaɁ,1.0,ɡaɁ,1.0,ɡat,1.0,kat,1.0,ɡat,1.0,ɡat,1.0,ɡăt,1.0,ɡăt,1.0,ɡăt,1.0,kok,2.0,kɔːɁ,2.0,kɔːɁ,2.0,kɔːɁ,2.0
      96.           ,heavy,ʥan,1.0,ʥan,1.0,ʥan,1.0,ʨan,1.0,ʨɔn,1.0,ʨan,1.0,ʥɔːn,1.0,ʨan,1.0,ʨan,1.0,căn,1.0,căn,1.0,can,1.0,ʥɔːn,1.0,ʥɔn,1.0,ʥɔːn,1.0,ʥan,1.0
      97.           ,who?,ʔase mimәh,1.0,siɁan mɔh,2.0,simimɔh,2.0,Ɂaseː,1.0,Ɂasej,1.0,ʔi siː,1.0,siːn muh,3.0,Ɂasej,1.0,ʔasej,1.0,ʔase,1.0,Ɂase,1.0,Ɂase,1.0,ʔasi,1.0,siː,1.0,si dəh,1.0,ʨhim̥əː,4.0
      98.           ,what?,sinmә haɁɨː,1.0,simɔh,1.0,sәnmәh,1.0,simuh,1.0,simuh,1.0,sinəmuh,1.0,siːnmuh,1.0,masej,2.0,masej,2.0,mase,2.0,mase,2.0,mase,2.0,səmuh,1.0,səmoh,1.0,si,1.0,ʨhənm̥əː,4.0
      99.           ,I,Ɂɔː,1.0,Ɂoː,1.0,Ɂɔː,1.0,-----,*,Ɂɔː,1.0,ʔoː,1.0,ʔoː,1.0,Ɂow,2.0,Ɂow,2.0,ʔo,1.0,Ɂo,1.0,Ɂo,1.0,Ɂaw,2.0,Ɂau,2.0,Ɂaw,2.0,Ɂaw,2.0
    100.          ,you (sg.),miː,1.0,miː,1.0,miː,1.0,maj,2.0,maj,2.0,məj,2.0,mɔːj,2.0,mɛː,1.0,mɛː,1.0,mɛ,1.0,mɛ,1.0,mɛ,1.0,maj,2.0,maj,2.0,maj,2.0,maj,2.0
